min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;persuasionGraph;tokenGraph;commentGraph
3;19;16;149;11;11;4;2;0;19;10;0;1;0;0;0;54;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Yousri (id=34) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
3;22;16;149;11;11;4;2;0;22;10;0;0;0;0;0;99;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Yousri (id=34) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
3;29;16;149;11;11;4;2;0;29;10;0;0;0;0;0;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Yousri (id=34) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[29]:[29:9:-42:16:17]:[29:22:-100:9:18]:[29:18:616:13]:[29:10:-300:13:14]:[29:8:-100:13]:[29:13:150:15]:[29:10:-100:15]:[29:11:-100:15]:[29:18:150:11:12]:[29:9:-79:18]:[29:22:-150:19]];[[29]:[29:i44:5:9:10]:[29:i44:-4:11]:[29:i30:2:9:12]:[29:i30:-1:13]:[29:i59:1:9:10]:[29:i59:2:11:12]:[29:i59:-1:13:16]:[29:i59:-1:17]:[29:i65:1:9]:[29:i71:1:10]:[29:i36:1:11]:[29:i50:1:12]:[29:i107:1:13]:[29:i117:1:13]:[29:i32:1:17]];[[29]:[29:i46:1:16]]
4;2;17;152;18;12;4;4;0;2;10;0;0;4;0;0;240;0;5;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;3;17;152;18;12;4;4;0;3;0;10;1;0;2;2;30;0;0;0;0;0.0;30.0;0.0;0.0;16.0;1.0;16.0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;8;17;152;18;12;4;4;0;8;8;2;2;0;1;1;60;0;0;0;0;5.0;0.0;0.0;0.0;2.0;17.0;17.0;17.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;9;17;152;18;12;4;4;0;9;10;0;1;0;0;0;125;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;10;17;152;18;12;4;4;0;10;4;6;1;0;1;1;58;11;0;0;0;5.0;0.0;0.0;0.0;1.0;16.0;16.0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;11;17;152;18;12;4;4;0;11;10;0;0;0;0;0;199;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;12;17;152;18;12;4;4;0;12;10;0;3;0;0;0;27;0;0;0;0;0.0;0.0;0.0;0.0;16.0;16.0;16.0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;13;17;152;18;12;4;4;0;13;10;0;1;0;0;0;45;0;0;0;0;0.0;0.0;0.0;0.0;16.0;16.0;16.0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;14;17;152;18;12;4;4;0;14;10;0;0;0;0;0;187;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;15;17;152;18;12;4;4;0;15;10;0;0;0;0;0;183;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;16;17;152;18;12;4;4;0;16;10;0;0;0;0;0;181;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;17;17;152;18;12;4;4;0;17;10;0;1;0;0;0;63;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;18;17;152;18;12;4;4;0;18;10;0;1;0;0;0;50;0;0;0;0;0.0;0.0;0.0;0.0;16.0;16.0;16.0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;19;17;152;18;12;4;4;0;19;10;0;1;0;0;0;99;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;22;17;152;18;12;4;4;0;22;10;0;0;0;0;0;144;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;29;17;152;18;12;4;4;0;29;10;0;0;0;0;0;61;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
4;37;17;152;18;12;4;4;0;37;10;0;0;0;0;0;24;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 7 (by Mathilde) (id=38): "j'aime" +2 by Mathilde (id=8) scores{ créativité 5.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[37]:[37:13:400:12]:[37:8:-250:13]:[37:75:150:13]:[37:18:500:13:15]:[37:15:100:14:14]:[37:16:25:14]:[37:18:300:11:12]:[37:15:125:15]:[37:18:400:16:16]:[37:9:-50:16]:[37:29:16:17]:[37:18:433:17]];[[37]:[37:i54:2:6]:[37:i32:2:9:10]:[37:i32:-1:11]:[37:i65:2:10]:[37:i77:2:11]:[37:i63:1:14]];[[37]]
5;2;18;156;24;18;4;7;0;2;10;0;0;4;0;0;323;0;6;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;3;18;156;24;18;4;7;0;3;0;10;1;0;2;2;113;0;0;0;0;0.0;30.0;0.0;0.0;16.0;1.0;16.0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;8;18;156;24;18;4;7;0;8;8;2;2;0;1;1;83;0;0;0;0;5.0;0.0;0.0;0.0;2.0;17.0;17.0;17.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;9;18;156;24;18;4;7;0;9;10;0;1;0;0;0;208;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;10;18;156;24;18;4;7;0;10;4;6;2;0;2;1;3;11;0;1;0;5.0;0.0;0.0;0.0;3.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;11;18;156;24;18;4;7;0;11;4;6;0;0;2;2;55;0;0;0;0;0.0;0.0;0.0;4.0;18.0;18.0;18.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;12;18;156;24;18;4;7;0;12;10;0;4;0;0;0;25;0;0;0;0;6.0;0.0;0.0;0.0;1.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;13;18;156;24;18;4;7;0;13;10;0;2;0;0;0;39;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;14;18;156;24;18;4;7;0;14;10;0;0;0;0;0;270;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;15;18;156;24;18;4;7;0;15;10;0;1;0;0;0;32;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;16;18;156;24;18;4;7;0;16;10;0;0;0;0;0;264;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;17;18;156;24;18;4;7;0;17;10;0;1;0;0;0;146;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;18;18;156;24;18;4;7;0;18;10;0;2;0;0;0;42;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;19;18;156;24;18;4;7;0;19;10;0;1;0;0;0;182;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;22;18;156;24;18;4;7;0;22;10;0;1;0;0;0;12;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;29;18;156;24;18;4;7;0;29;10;0;0;0;0;0;144;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;37;18;156;24;18;4;7;0;37;10;0;0;0;0;0;107;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[];[];[]
5;39;18;156;24;18;4;7;0;39;10;0;0;0;0;0;78;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on idea 3 (by Abramo Livia) (id=48): "" +2 by Abramo Livia (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.0 };[[39]];[[39]];[[39]]
6;2;18;143;37;23;4;11;0;2;10;0;0;4;0;0;373;0;8;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;3;18;143;37;23;4;11;0;3;0;10;1;0;2;2;163;0;0;0;0;0.0;30.0;0.0;0.0;16.0;1.0;16.0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;8;18;143;37;23;4;11;0;8;8;2;2;0;1;1;133;0;0;0;0;5.0;0.0;0.0;0.0;2.0;17.0;17.0;17.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;9;18;143;37;23;4;11;0;9;10;0;2;0;0;0;14;0;0;0;0;2.0;0.0;0.0;0.0;5.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;10;18;143;37;23;4;11;0;10;4;6;2;0;2;1;53;11;0;1;0;5.0;0.0;0.0;0.0;3.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;11;18;143;37;23;4;11;0;11;2;8;0;0;3;3;24;0;0;0;0;0.0;0.0;0.0;4.0;18.0;18.0;18.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;12;18;143;37;23;4;11;0;12;10;0;5;0;0;0;44;0;0;0;0;6.0;0.0;0.0;0.0;1.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;13;18;143;37;23;4;11;0;13;10;0;3;0;0;0;89;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;14;18;143;37;23;4;11;0;14;10;0;0;0;0;0;320;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;15;18;143;37;23;4;11;0;15;10;0;1;0;0;0;82;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;16;18;143;37;23;4;11;0;16;6;4;0;0;1;1;24;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
6;17;18;143;37;23;4;11;0;17;10;0;1;0;0;0;196;0;0;0;0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;idea 19 (id=57) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[];[];[]
