min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;persuasionGraph;tokenGraph
4;14;32;320;0;3;0;0;0;14;10;0;0;0;0;0;146;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[14]:[14:16:400:8]:[14:24:-200:9:17]:[14:21:133:10:17]:[14:23:-520:12:16]:[14:31:-40:12:23]:[14:10:500:8:17]:[14:23:-500:8:11]:[14:25:-300:8:18]];[[14]:[14:i48:3:7:18]:[14:i147:1:12]]
4;15;32;320;0;3;0;0;0;15;10;0;0;0;0;0;138;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[15]];[[15]:[15:i144:2:11:16]]
4;16;32;320;0;3;0;0;0;16;10;0;0;0;0;0;135;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[16]:[16:28:-300:7:20]:[16:10:600:8:17]:[16:39:-300:8:13]:[16:24:-400:9:17]:[16:21:200:10:17]:[16:7:25:11:20]:[16:23:-25:12:16]:[16:31:-50:12:15]:[16:29:-33:13:14]:[16:25:33:13:18]:[16:39:-250:14:16]:[16:29:-8:15:18]:[16:17:57:15:20]:[16:8:57:15:17]:[16:30:-100:7:21]];[[16]:[16:i47:1:7]:[16:i48:2:8]:[16:i141:2:11]]
4;17;32;320;0;3;0;0;0;17;10;0;0;0;0;0;124;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[17]:[17:10:500:8:15]:[17:23:-400:8:11]:[17:25:-300:8:18]:[17:16:400:8:19]:[17:24:-200:9:17]:[17:21:533:10:17]:[17:23:-420:12:16]:[17:31:-40:12:23]:[17:8:-900:15:17]:[17:9:100:15:16]:[17:29:-350:15:18]:[17:10:866:16:17]:[17:39:42:14:16]:[17:26:300:14:19]:[17:20:-134:14:22]:[17:35:100:7]:[17:29:-100:7:14]:[17:7:0:7:20]:[17:8:-500:7:14]:[17:21:400:7:9]:[17:26:100:7:13]:[17:20:-200:7:13]:[17:40:200:7:16]:[17:23:100:7:7]:[17:14:-200:7:18]];[[17]:[17:i48:2:7:14]:[17:i48:-2:15]:[17:i63:-2:7]:[17:i139:2:11:20]:[17:i73:2:13:19]]
4;18;32;320;0;3;0;0;0;18;10;0;0;0;0;0;122;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[18]];[[18]]
4;19;32;320;0;3;0;0;0;19;10;0;0;0;0;0;101;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[19]];[[19]]
4;20;32;320;0;3;0;0;0;20;10;0;0;0;0;0;74;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[20]:[20:24:-200:9:11]:[20:21:133:10:10]:[20:40:200:7:16]:[20:30:-100:10:21]:[20:35:-100:10:22]:[20:7:50:11:20]:[20:21:433:11:16]:[20:39:-200:11:13]:[20:23:-420:12:16]:[20:31:-40:12:15]:[20:23:100:7:7]:[20:14:-200:7:18]:[20:10:500:8:17]:[20:23:-400:8:11]:[20:24:-400:12:17]:[20:29:-50:13:14]:[20:25:-250:13:18]:[20:39:-158:14:16]:[20:25:-300:8:12]:[20:29:-17:15:18]:[20:17:50:15:19]:[20:8:50:15:15]:[20:9:100:15:16]:[20:31:-125:16:19]:[20:8:-125:16:17]:[20:15:-50:16:16]:[20:39:-198:17:18]:[20:40:190:17:20]:[20:23:-410:17:19]:[20:9:-20:17:20]:[20:42:30:17:20]:[20:3:-30:17:17]:[20:15:70:17]:[20:21:453:17:17]:[20:10:672:18:18]:[20:21:496:18:18]:[20:24:-409:18:19]:[20:3:42:18:19]:[20:8:-157:18:18]:[20:10:631:19:19]:[20:39:-236:19:19]:[20:14:-225:19:21]:[20:25:-217:19:19]:[20:8:-185:19:21]:[20:21:524:19:19]:[20:29:28:19:22]:[20:16:400:8:19]];[[20]:[20:i48:4:7:22]:[20:i47:2:9:23]:[20:i122:1:10]:[20:i111:2:10:23]]
4;21;32;320;0;3;0;0;0;21;10;0;0;0;0;0;71;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[21]:[21:20:0:20:22]:[21:24:0:20:20]:[21:23:-450:12:16]:[21:31:-100:12:12]:[21:11:-100:12:19]:[21:31:-80:13:23]:[21:39:108:14:15]:[21:26:0:14:19]:[21:17:80:15:19]:[21:8:80:15:17]:[21:23:100:7:7]:[21:14:-200:7:18]:[21:10:1537:20:24]:[21:45:100:20:26]:[21:3:-42:20:21]:[21:17:-720:20:20]:[21:16:300:20:22]:[21:37:100:20:22]:[21:11:-50:20:21]:[21:39:208:16:16]:[21:39:151:17:18]:[21:40:186:17:20]:[21:23:-480:17:19]:[21:9:-171:17:26]:[21:42:42:17:20]:[21:3:-42:17:17]:[21:10:500:8:17]:[21:23:-400:8:11]:[21:24:-100:18:19]:[21:3:-842:18:19]:[21:25:-300:8:18]:[21:10:1237:19:19]:[21:39:651:19:19]:[21:14:100:19:21]:[21:25:-700:19:19]:[21:8:-120:19:25]:[21:16:400:8:19]:[21:26:100:7:13]:[21:24:-200:9:17]:[21:20:-200:7:19]:[21:40:200:7:16]:[21:10:737:18:18]:[21:8:-20:18:18]:[21:39:0:11:13]:[21:29:-100:19:22]:[21:26:150:20:20]:[21:39:701:20:20]:[21:25:-400:20]:[21:23:-847:20:20]];[[21]:[21:i48:3:7:9]:[21:i48:2:10:17]:[21:i48:-3:18:20]:[21:i68:1:8]:[21:i155:1:12]:[21:i175:1:13:14]:[21:i175:1:15]:[21:i126:1:17:18]:[21:i126:1:19:19]:[21:i126:-2:20]]
4;22;32;320;0;3;0;0;0;22;10;0;0;0;0;0;70;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[22]];[[22]]
4;23;32;320;0;3;0;0;0;23;10;0;0;0;0;0;69;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[23]:[23:26:125:21:21]:[23:39:263:21:22]:[23:40:-20:21:21]:[23:17:133:15:19]:[23:8:133:15:15]:[23:9:-100:15:16]:[23:8:308:16:17]:[23:15:50:16:16]:[23:39:70:17:18]:[23:9:1100:17:26]:[23:42:-300:17:20]:[23:3:300:17:17]:[23:40:-20:17:20]:[23:15:-70:17]:[23:21:180:17:17]:[23:10:-1400:18:18]:[23:8:1108:18:18]:[23:21:-20:18:18]:[23:24:-100:18:19]:[23:3:-500:18:19]:[23:39:255:19:19]:[23:10:-1150:19:19]:[23:42:1000:21:21]:[23:14:-50:19:21]:[23:25:-400:19:19]:[23:8:1136:19:25]:[23:21:-48:19:19]:[23:17:1233:21:24]:[23:7:-200:21:21]:[23:30:700:22:24]:[23:7:433:22:22]:[23:26:-375:22:23]:[23:40:80:22:22]:[23:14:450:22:25]:[23:3:-3700:22]:[23:11:200:22:28]:[23:19:1300:22]:[23:42:1700:22:24]:[23:29:14:19:22]:[23:24:0:20:20]:[23:26:100:20:20]:[23:39:288:20:20]:[23:14:-200:7:18]:[23:10:500:8:17]:[23:25:-300:8:8]:[23:25:-437:20]:[23:16:400:8:19]:[23:24:-400:9:11]:[23:31:-200:12:23]:[23:25:-200:9:18]:[23:21:200:10:16]:[23:20:100:12:19]:[23:24:-200:12:17]:[23:39:150:14:16]:[23:20:300:20:22]:[23:21:52:20:20]:[23:10:-1450:20:24]:[23:45:-100:20:26]:[23:3:-1300:20:21]:[23:17:933:20:20]:[23:16:500:20:22]:[23:37:-100:20:22]:[23:28:-1700:21:22]:[23:24:300:21:22]:[23:21:27:21:23]];[[23]:[23:i48:1:7:7]:[23:i48:3:8:11]:[23:i48:3:12:16]:[23:i48:-2:17:20]:[23:i48:6:21:22]:[23:i99:3:9:11]:[23:i99:-1:12:20]:[23:i99:-2:21]:[23:i126:3:11:11]:[23:i126:-1:12:19]:[23:i126:2:20:20]:[23:i126:-4:21]:[23:i68:2:17:19]:[23:i68:-2:20]]
4;24;32;320;0;3;0;0;0;24;10;0;0;0;0;0;69;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[24]:[24:15:-50:16:16]:[24:39:110:16:16]:[24:39:60:17:18]:[24:40:-12:17:20]:[24:23:-21:17:19]:[24:9:-50:17:20]:[24:21:470:20:20]:[24:10:1011:20:24]:[24:45:100:20:26]:[24:3:-37:20:21]:[24:17:-734:20:20]:[24:16:-100:20:22]:[24:37:100:20]:[24:28:-1000:21]:[24:42:37:17:20]:[24:3:-37:17:17]:[24:15:70:17]:[24:21:520:17:17]:[24:10:211:18:18]:[24:8:-197:18:18]:[24:3:-837:18:19]:[24:29:-14:19:22]:[24:10:711:19:19]:[24:39:474:19:19]:[24:9:150:21:26]:[24:21:437:21:23]:[24:26:183:21:21]:[24:39:491:21:22]:[24:40:-12:21:21]:[24:42:1337:21:21]:[24:23:-505:21:22]:[24:14:300:19:21]:[24:25:-400:19:19]:[24:8:-225:19:25]:[24:21:570:19:19]:[24:21:542:18:18]:[24:31:-66:12:23]:[24:21:400:10:14]:[24:23:-33:12:16]:[24:39:60:14:15]:[24:17:-434:21:24]:[24:7:-200:21:21]:[24:17:66:15:19]:[24:8:66:15:15]:[24:30:600:22:24]:[24:7:400:22:22]:[24:26:-317:22:23]:[24:40:88:22:22]:[24:14:800:22:25]:[24:3:-2437:22]:[24:11:200:22:28]:[24:19:1300:22]:[24:42:2037:22:24]:[24:20:175:23:23]:[24:40:238:23:23]:[24:23:-355:23]:[24:39:1091:23:23]:[24:9:100:15:16]:[24:29:-164:23:26]:[24:16:150:23]:[24:7:750:23:25]:[24:21:500:15:16]:[24:8:-109:16:17]:[24:26:150:20:20]:[24:39:524:20:20]:[24:25:-363:20:23]:[24:23:-71:20:20]:[24:20:25:20:22]];[[24]:[24:i48:6:9:17]:[24:i48:-2:18:20]:[24:i48:6:21:22]:[24:i48:-10:23]:[24:i126:2:12:19]:[24:i126:-1:20:20]:[24:i126:-1:21]:[24:i175:2:14:20]:[24:i175:-2:21]:[24:i222:1:18:20]:[24:i222:-1:21]:[24:i47:2:20:20]:[24:i47:-2:21]:[24:i370:9:23]]
4;25;32;320;0;3;0;0;0;25;10;0;0;0;0;0;69;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Logistique (id=36) items: { }, parents: { 1 } by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[25]:[25:39:49:20:20]:[25:42:33:17:20]:[25:3:-33:17:17]:[25:21:214:17:17]:[25:15:-48:17]:[25:10:190:18:18]:[25:8:-139:18:18]:[25:21:234:18:18]:[25:24:-510:18:19]:[25:3:47:18:19]:[25:39:-51:19:19]:[25:23:586:20:20]:[25:20:-250:20:22]:[25:21:156:20:20]:[25:10:445:20:24]:[25:45:100:20:26]:[25:3:847:20:21]:[25:17:-743:20:20]:[25:16:300:20:22]:[25:37:100:20:20]:[25:24:-389:21]:[25:9:-98:21:26]:[25:21:106:21]:[25:26:350:21:21]:[25:39:-1:21:23]:[25:40:-111:21:21]:[25:23:244:21:22]:[25:42:-617:21:21]:[25:28:937:21:25]:[25:10:145:19:19]:[25:14:-27:19:21]:[25:16:400:8:19]:[25:21:200:10:16]:[25:40:-100:10:16]:[25:23:-100:11:11]:[25:23:175:12:16]:[25:31:-50:12:15]:[25:20:-50:12:19]:[25:17:-443:21:24]:[25:7:-200:21:21]:[25:37:150:21]:[25:30:-222:22:24]:[25:7:-400:22:22]:[25:26:516:22:23]:[25:40:-144:22:22]:[25:14:-193:22:25]:[25:3:813:22]:[25:11:-816:22:28]:[25:8:239:22:25]:[25:19:650:22]:[25:42:-267:22:24]:[25:20:-325:23:23]:[25:40:-269:23:25]:[25:23:169:23:25]:[25:29:88:23:26]:[25:16:466:23]:[25:7:-167:23:25]:[25:35:75:23]:[25:20:-316:24]:[25:39:50:14:16]:[25:29:100:15:18]:[25:17:57:15:19]:[25:8:57:15:15]:[25:9:60:15:16]:[25:24:-500:12:17]:[25:24:-400:9:11]:[25:31:-250:16:19]:[25:8:-59:16:17]:[25:15:-33:16:16]:[25:39:6:17:18]:[25:26:656:24:26]:[25:39:19:24]:[25:31:-522:24:29]:[25:40:-111:17:20]:[25:23:186:17:19]:[25:9:-73:17:20]:[25:8:-161:19:21]:[25:21:256:19:19]:[25:29:188:19:22]:[25:31:-222:20:23]:[25:24:-652:20:20]:[25:26:300:20:20]];[[25]:[25:i48:6:8:18]:[25:i48:-2:19:23]:[25:i48:-2:24]:[25:i99:2:9:23]:[25:i99:-2:24]:[25:i126:1:10:19]:[25:i126:-2:20]:[25:i47:1:13:23]:[25:i47:-1:24]:[25:i71:3:21:24]]
