min;id;players;playersList;totalRemainingTokens;totalUsedTokens;totalIdeas;rootIdeaId;totalItems;totalComments;totalIdeasWithBets;InnovNationGraph;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercreativite;playerpertinence;playerpersuasion;playeradaptation;rankcreativite;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParentsId;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentId;commentIdeaId;commentOwnerId;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;persuasionGraph;tokenGraph
4;22;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];22;10;0;1;0;0;0;38;0;0;0;0;0.0;0.0;0.0;0.0;19.0;19.0;19.0;19.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
4;23;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];23;10;0;0;0;0;0;102;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
4;26;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];26;10;0;0;0;0;0;96;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
4;43;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];43;6;4;0;0;1;1;2;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[43]];[[43]:[43:i42:4:4]:[43:i79:6:8]]
5;2;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[[4:12:58:357:2:66:58:12:[[357:2:0]]]];2;10;0;4;0;0;0;277;0;0;8;0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;4;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];4;5;5;4;0;1;1;29;0;0;4;0;7.0;0.0;0.0;0.0;3.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;6;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];6;5;5;1;0;1;1;78;0;0;1;0;1.0;0.0;0.0;0.0;5.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;8;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];8;9;1;1;0;1;1;40;0;0;1;0;0.0;5.0;0.0;0.0;20.0;1.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;9;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];9;7;3;1;0;2;2;61;0;0;0;0;1.0;0.0;0.0;1.0;8.0;20.0;20.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;11;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];11;9;1;1;0;1;1;63;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;12;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];12;8;2;4;0;1;1;14;0;0;2;0;12.0;0.0;0.0;0.0;1.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;13;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];13;10;0;0;0;0;0;263;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;14;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];14;6;4;0;0;5;4;5;0;0;0;0;0.0;12.0;9.0;0.0;20.0;2.0;1.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;15;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];15;10;0;0;0;0;0;249;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;16;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];16;10;0;0;0;0;0;227;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;17;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];17;0;10;2;0;2;2;16;0;0;0;0;11.0;0.0;0.0;0.0;2.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;18;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];18;5;5;1;0;3;3;5;0;0;0;0;4.0;0.0;0.0;0.0;6.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;19;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];19;7;3;1;0;3;3;13;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;20;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];20;10;0;0;0;0;0;192;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;21;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];21;2;8;1;0;1;1;31;0;0;0;0;0.0;0.0;0.0;8.0;20.0;20.0;20.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;22;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];22;10;0;2;0;0;0;26;0;0;0;0;1.0;0.0;0.0;0.0;10.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;23;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];23;10;0;0;0;0;0;163;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;26;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];26;10;0;0;0;0;0;157;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
5;43;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];159;51;23;1;0;22;0;[];43;6;4;0;0;1;1;63;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;2;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[[2:79:418:[24]:18]:[6:18:79:418]:[5:79:24:418]];2;10;0;4;0;0;0;338;0;0;9;0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;4;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];4;5;5;4;0;2;1;46;0;0;5;0;11.0;0.0;0.0;0.0;3.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;6;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];6;5;5;1;0;1;1;139;0;0;1;0;1.0;0.0;0.0;0.0;5.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;8;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];8;7;3;1;0;3;3;27;0;0;1;0;4.0;6.0;0.0;1.8333333333333333;6.0;5.0;20.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;9;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];9;6;4;1;0;3;3;35;0;0;0;0;1.0;18.0;0.0;1.0;10.0;1.0;20.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;11;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];11;7;3;1;0;3;2;28;0;0;0;0;1.0;0.0;3.0;3.0;10.0;20.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;12;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];12;6;4;4;0;2;2;53;6;0;3;0;12.0;0.0;0.0;2.0;1.0;20.0;20.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;13;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];13;10;0;0;0;0;0;324;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;14;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];14;6;4;1;0;5;4;18;0;0;0;0;0.0;16.0;9.0;0.0;20.0;3.0;1.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;15;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];15;10;0;0;0;0;0;310;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;16;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];16;8;2;0;0;1;1;45;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;17;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];17;0;10;2;0;2;2;77;0;0;0;0;11.0;0.0;0.0;0.0;2.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;18;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];18;5;5;2;0;3;3;66;0;0;0;0;4.0;17.0;0.0;0.0;6.0;2.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;19;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];19;7;3;1;0;3;3;74;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;20;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];20;10;0;0;0;1;0;40;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;21;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];21;2;8;1;0;1;1;92;0;0;0;0;0.0;0.0;0.0;8.0;20.0;20.0;20.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;22;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];22;8;2;2;0;1;1;41;0;0;0;0;1.0;0.0;0.0;1.0;10.0;20.0;20.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;23;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];23;10;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;26;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];26;10;0;0;0;0;0;218;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
6;43;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];148;62;26;1;0;32;0;[];43;6;4;0;0;1;1;124;0;0;0;0;0.0;0.0;0.0;0.0;20.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;2;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[[4:21:28:479:2:94:28:21:[[479:2:1]]]];2;10;0;4;0;0;0;399;0;0;9;0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;4;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];4;3;7;4;0;4;2;17;0;0;5;0;11.0;5.0;0.0;0.0;3.0;6.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;6;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];6;4;6;1;0;2;2;14;0;0;1;0;7.0;0.0;0.0;1.5;4.0;20.0;20.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;8;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];8;7;3;1;0;3;3;88;0;0;1;0;4.0;6.0;0.0;1.8333333333333333;6.0;5.0;20.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;9;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];9;6;4;2;0;3;3;18;0;0;0;0;1.0;18.0;0.0;1.0;11.0;2.0;20.0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;11;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];11;6;4;1;0;6;3;3;0;0;0;0;1.0;2.0;4.0;3.0;12.0;9.0;2.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;12;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];12;4;6;4;0;4;3;20;6;0;3;0;19.0;4.0;0.0;4.0;1.0;7.0;20.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;13;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];13;10;0;0;0;0;0;385;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;14;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];14;5;5;1;0;6;5;38;0;0;0;0;0.0;16.0;9.0;0.0;20.0;3.0;1.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;15;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];15;10;0;0;0;0;0;371;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;16;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];16;8;2;0;0;2;1;10;0;0;0;0;0.0;6.0;1.3333333333333333;0.0;20.0;6.0;4.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;17;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];17;0;10;2;0;3;2;16;0;0;0;0;11.0;0.0;0.0;0.0;3.0;20.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
7;18;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];139;71;27;1;0;46;0;[];18;5;5;2;0;4;3;9;0;0;0;0;5.0;17.0;0.0;0.0;5.0;3.0;20.0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
