min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;persuasionGraph;tokenGraph
10;15;18;173;7;5;4;6;0;15;7;3;0;0;1;1;2;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[15]:[15:20:-25:14:14]:[15:18:200:11]:[15:13:-100:11:14]:[15:22:-100:12:12]:[15:10:50:12]:[15:16:-50:12:12]:[15:16:83:13:26]:[15:23:-66:13:15]:[15:22:-133:13:16]];[[15]:[15:i25:3:10]:[15:i24:2:12:22]:[15:i34:2:13:15]]
10;16;18;173;7;5;4;6;0;16;8;2;0;0;1;1;29;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[16]:[16:13:300:10:11]:[16:13:480:15:15]:[16:20:20:15:18]:[16:14:200:15:31]:[16:9:200:15:20]:[16:12:-600:11:18]:[16:13:400:12:14]:[16:23:100:12:12]:[16:7:-100:12:17]:[16:23:300:13]:[16:22:150:13:27]:[16:20:100:14:14]:[16:15:50:12:21]:[16:22:50:12:12]];[[16]:[16:i24:2:10]:[16:i25:2:12:12]:[16:i25:-2:13]:[16:i59:2:13:18]]
10;17;18;173;7;5;4;6;0;17;10;0;0;0;0;0;423;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[17]];[[17]]
10;18;18;173;7;5;4;6;0;18;10;0;1;0;0;0;27;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[18]:[18:16:-100:12:12]:[18:16:100:13]:[18:23:-100:13]:[18:22:-50:13]:[18:20:-33:14:28]:[18:13:-40:16:23]:[18:13:-100:11:15]:[18:10:100:12]];[[18]:[18:i25:1:11]]
10;19;18;173;7;5;4;6;0;19;10;0;0;0;0;0;414;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[19]];[[19]]
10;20;18;173;7;5;4;6;0;20;10;0;0;0;0;0;387;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[20]:[20:13:150:16:20]:[20:23:33:17:20]:[20:7:133:18]:[20:12:-125:19:21]:[20:16:20:19:25]:[20:22:200:13:19]:[20:14:-100:19:22]:[20:9:100:13:20]:[20:11:50:15:23]];[[20]:[20:i41:3:12:13]:[20:i41:-1:14:19]:[20:i46:2:13:26]:[20:i25:2:14:28]:[20:i59:2:14:18]:[20:i59:-1:19]:[20:i40:1:15]:[20:i24:1:15:35]:[20:i123:1:19]]
10;21;18;173;7;5;4;6;0;21;9;1;0;0;1;1;4;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[21]:[21:23:-66:13:20]:[21:22:-33:13:27]:[21:20:-25:14:14]:[21:13:100:15:15]:[21:20:-225:15:19]:[21:15:-300:15:21]:[21:13:150:16:20]:[21:7:80:18]:[21:15:-200:10:14]:[21:18:200:11:24]:[21:13:-100:11:14]:[21:10:50:12]:[21:16:-50:12:12]:[21:16:83:13:22]:[21:12:-83:19:21]:[21:20:-125:20:28]];[[21]:[21:i25:1:10]:[21:i24:1:13]:[21:i84:2:14]:[21:i45:1:18]:[21:i131:1:18]:[21:i132:1:19]:[21:i134:2:20]]
10;22;18;173;7;5;4;6;0;22;10;0;0;0;0;0;132;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[22]];[[22]:[22:i24:1:12:22]:[22:i41:1:20]:[22:i25:1:13:22]:[22:i34:2:17:20]:[22:i34:-1:21:22]:[22:i150:2:21:22]]
10;23;18;173;7;5;4;6;0;23;10;0;1;0;0;0;27;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[23]];[[23]:[23:i24:1:12]:[23:i149:9:20]]
11;2;18;165;15;13;4;9;0;2;10;0;0;4;0;0;686;0;4;0;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;7;18;165;15;13;4;9;0;7;9;1;0;0;1;1;94;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;8;18;165;15;13;4;9;0;8;10;0;0;0;0;0;581;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;9;18;165;15;13;4;9;0;9;10;0;2;0;0;0;60;0;0;1;0;5.0;0.0;0.0;0.0;1.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;10;18;165;15;13;4;9;0;10;10;0;1;0;0;0;10;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;11;18;165;15;13;4;9;0;11;10;0;1;0;0;0;51;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;12;18;165;15;13;4;9;0;12;5;5;1;0;1;1;57;7;0;0;0;3.0;0.0;0.0;1.6666666666666667;2.0;18.0;18.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;13;18;165;15;13;4;9;0;13;8;2;1;0;3;3;53;0;0;0;0;0.0;0.0;0.0;1.5;18.0;18.0;18.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;14;18;165;15;13;4;9;0;14;10;0;1;0;0;0;18;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;15;18;165;15;13;4;9;0;15;7;3;0;0;1;1;62;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;16;18;165;15;13;4;9;0;16;8;2;2;0;1;1;3;0;0;0;0;0.0;10.0;2.166666666666667;0.0;18.0;1.0;1.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;17;18;165;15;13;4;9;0;17;10;0;0;0;0;0;483;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;18;18;165;15;13;4;9;0;18;9;1;1;0;1;1;59;0;0;0;0;0.0;0.0;0.0;1.0;18.0;18.0;18.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;19;18;165;15;13;4;9;0;19;10;0;0;0;0;0;474;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;20;18;165;15;13;4;9;0;20;10;0;1;0;0;0;31;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;21;18;165;15;13;4;9;0;21;9;1;0;0;1;1;64;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;22;18;165;15;13;4;9;0;22;10;0;1;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
11;23;18;165;15;13;4;9;0;23;10;0;1;0;0;0;87;0;0;1;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[];[]
12;2;18;139;41;17;4;23;0;2;10;0;0;4;0;0;746;0;5;0;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;7;18;139;41;17;4;23;0;7;2;8;0;0;4;4;44;0;0;0;0;0.0;28.0;0.0;3.6;18.0;3.0;18.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;8;18;139;41;17;4;23;0;8;10;0;0;0;0;0;641;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;9;18;139;41;17;4;23;0;9;10;0;3;0;0;0;33;0;0;3;0;9.0;0.0;0.0;0.0;1.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;10;18;139;41;17;4;23;0;10;9;1;1;0;1;1;40;0;0;0;0;0.0;0.0;0.0;0.3333333333333333;18.0;18.0;18.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;11;18;139;41;17;4;23;0;11;8;2;2;0;1;1;46;2;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;12;18;139;41;17;4;23;0;12;4;6;1;0;2;2;20;7;0;0;0;8.0;30.0;0.0;1.6666666666666667;2.0;1.0;18.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;13;18;139;41;17;4;23;0;13;3;7;1;0;5;5;6;3;0;0;0;1.0;6.0;0.0;4.125;5.0;7.0;18.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;14;18;139;41;17;4;23;0;14;9;1;1;0;1;1;43;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;15;18;139;41;17;4;23;0;15;5;5;0;0;2;2;37;0;0;0;0;0.0;12.0;2.3333333333333335;1.3333333333333333;18.0;4.0;3.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;16;18;139;41;17;4;23;0;16;6;4;2;0;2;2;29;0;0;0;0;1.0;22.0;3.3500000000000005;2.5;4.0;2.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;17;18;139;41;17;4;23;0;17;10;0;0;0;0;0;543;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;18;18;139;41;17;4;23;0;18;9;1;2;0;1;1;16;0;0;0;0;1.0;5.0;0.0;1.0;5.0;8.0;18.0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;19;18;139;41;17;4;23;0;19;10;0;0;0;0;0;534;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;20;18;139;41;17;4;23;0;20;7;3;1;0;1;1;41;3;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;21;18;139;41;17;4;23;0;21;9;1;0;0;1;1;124;0;0;0;0;0.0;0.0;0.0;0.0;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
12;22;18;139;41;17;4;23;0;22;9;1;1;0;1;1;9;0;0;0;0;0.0;0.0;0.0;-0.523809523809524;18.0;18.0;18.0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Recruter de belles filles;[];[]
