min;id;players;playersList;totalRemainingTokens;totalUsedTokens;totalIdeas;rootIdeaId;totalItems;totalComments;totalIdeasWithBets;InnovNationGraph;playerId;playerOpinion;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercreativite;playerpertinence;playerpersuasion;playeradaptation;rankcreativite;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaValue;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParentsId;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentId;commentIdeaId;commentOwnerId;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;persuasionGraph;tokenGraph;commentGraph
0;2;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[[2:34:57:[1]:13]:[6:13:34:57]:[5:34:1:57]];2;[0000];10;0;0;0;0;0;57;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[2]];[[2]];[[2]]
0;3;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];3;[0101];10;0;0;0;0;0;56;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[3]:[3:28:700:2:17]:[3:16:100:2:17]:[3:18:-800:3:17]:[3:25:800:3:17]:[3:8:-800:3:17]:[3:22:1000:3:17]:[3:27:-333:5:17]:[3:23:250:6:17]:[3:4:-200:7:17]:[3:20:0:9:17]:[3:31:0:9:17]:[3:20:0:18]];[[3]];[[3]:[3:i34:1:2]:[3:i36:1:5]:[3:i43:1:8]:[3:i45:1:11]]
0;4;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];4;[1101];10;0;0;0;0;0;56;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[4]:[4:13:0:18]:[4:20:0:18]];[[4]];[[4]:[4:i34:1:7]:[4:i45:1:12]:[4:i43:1:17]:[4:i36:1:21]]
0;5;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];5;[1000];10;0;0;0;0;0;56;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[5]:[5:4:1000:7]:[5:13:16:18]:[5:20:-16:18]];[[5]:[5:i34:10:6]];[[5]:[5:i35:1:3]:[5:i36:1:9]:[5:i43:1:12]]
0;6;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];6;[1101];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[6]:[6:10:200:1]:[6:13:100:1]:[6:31:100:1]:[6:19:200:2]:[6:20:-100:2]:[6:21:-500:2]:[6:28:700:2]:[6:16:100:2]:[6:18:-400:3]:[6:25:400:3]:[6:8:-400:3]:[6:22:500:3]:[6:27:-250:5]:[6:23:200:6]:[6:4:-166:7]];[[6]];[[6]:[6:i34:1:1]:[6:i45:1:10]:[6:i36:1:19]]
0;7;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];7;[1110];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[7]:[7:31:-100:1:4]:[7:19:-200:2:4]:[7:20:100:2:4]:[7:21:500:2:4]:[7:28:-700:2:4]:[7:16:-100:2:4]:[7:18:400:3:4]:[7:25:-400:3:4]:[7:8:400:3:4]:[7:22:-500:3:4]:[7:22:-500:5]:[7:19:0:5]:[7:27:250:5]:[7:6:200:1:4]:[7:10:-200:1:4]:[7:13:-100:1:4]:[7:23:-200:6]:[7:4:166:7]:[7:20:25:9]:[7:31:-25:9]];[[7]:[7:i34:2:1]];[[7]:[7:i33:1:5]:[7:i36:1:5]]
0;8;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];8;[1100];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[8]:[8:22:1000:3:17]:[8:21:50:4:17]:[8:15:-50:4:17]:[8:27:-500:5:17]:[8:7:33:5:17]:[8:23:333:6:17]:[8:4:-250:7:17]:[8:20:-14:9:17]:[8:31:14:9:17]:[8:20:-26:18]];[[8]:[8:i36:1:2]];[[8]:[8:i34:1:3]:[8:i43:1:10]:[8:i45:1:11]]
0;9;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];9;[0110];10;0;1;0;0;0;27;0;0;0;0;0.0;0.0;0.0;0.0;31.0;31.0;31.0;31.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[9]:[9:4:1000:7]:[9:13:14:18]:[9:20:-14:18]];[[9]:[9:i34:10:7]];[[9]:[9:i35:1:4]:[9:i43:1:11]:[9:i36:1:12]]
0;10;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];10;[0001];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[10]:[10:13:-100:1]:[10:31:-100:1]:[10:19:-200:2]:[10:20:100:2]:[10:21:500:2]:[10:28:-700:2]:[10:16:-100:2]:[10:18:400:3]:[10:25:-400:3]:[10:8:400:3]:[10:22:-500:3]:[10:27:250:5]:[10:23:-200:6]:[10:4:166:7]];[[10]:[10:i34:2:1]];[[10]]
0;11;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];11;[0001];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[11]];[[11]];[[11]:[11:i35:1:3]:[11:i34:1:14]:[11:i36:1:21]]
0;12;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];12;[0111];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[12]:[12:23:1000:6:17]:[12:4:-500:7:17]:[12:20:0:9:17]:[12:31:0:9:17]:[12:20:-25:18]];[[12]];[[12]:[12:i34:1:5]:[12:i36:1:7]:[12:i43:1:14]]
0;13;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];13;[0100];10;0;1;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;31.0;31.0;31.0;31.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[13]:[13:25:-400:3:17]:[13:8:400:3:17]:[13:20:200:18]:[13:22:-500:3:17]:[13:27:250:5:17]:[13:23:-200:6:17]:[13:4:166:7:17]:[13:31:-100:1:17]:[13:19:-200:2:17]:[13:20:100:2:17]:[13:21:500:2:17]:[13:28:-700:2:17]:[13:16:-100:2:17]:[13:18:400:3:17]];[[13]:[13:i34:3:1]:[13:i43:1:18]];[[13]:[13:i35:1:5]:[13:i36:1:10]]
0;14;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];14;[1000];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[14]:[14:20:0:9]:[14:31:0:9]];[[14]];[[14]:[14:i36:1:7]:[14:i33:1:11]:[14:i45:1:15]:[14:i43:1:24]]
0;15;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];15;[1101];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[15]:[15:7:100:5]:[15:20:-20:9]:[15:31:20:9]];[[15]:[15:i36:1:4]];[[15]:[15:i35:1:5]:[15:i34:1:14]]
0;16;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];16;[0010];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[16]:[16:18:800:3]:[16:25:-800:3]:[16:8:800:3]:[16:22:-1000:3]:[16:27:333:5]:[16:23:-250:6]:[16:4:200:7]];[[16]:[16:i34:8:2]];[[16]]
0;17;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;2;1;0;0;0;[];17;[0001];10;0;0;0;0;0;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[[17]:[17:4:1000:7]:[17:13:0:18]:[17:20:0:18]];[[17]:[17:i34:10:6]];[[17]:[17:i35:1:3]:[17:i43:1:8]:[17:i36:1:9]]
