min;id;players;playersList;totalRemainingTokens;totalUsedTokens;totalIdeas;rootIdeaId;totalItems;totalComments;totalIdeasWithBets;InnovNationGraph;playerId;playerOpinion;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercreativite;playerpertinence;playerpersuasion;playeradaptation;rankcreativite;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaValue;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParentsId;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentId;commentIdeaId;commentOwnerId;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;persuasionGraph;tokenGraph
29;27;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];66;244;40;1;0;426;0;[];27;[0001];0;10;0;0;18;8;31;0;0;0;0;0.0;0.0;71.97613742373294;108.67147216731948;31.0;31.0;14.0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 27) (id=498): "value of 149" -0 by Wall-e 27 (id=29) scores{ creativite 0.0 pertinence 0.0 persuasion 68.51029490588905 adaptation 134.110298360645 };[];[]
29;28;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];66;244;40;1;0;426;0;[];28;[0110];1;9;0;0;13;7;160;0;0;0;0;0.0;7.0;102.34356251131102;51.920538862210734;31.0;20.0;7.0;17.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 27) (id=498): "value of 149" -0 by Wall-e 27 (id=29) scores{ creativite 0.0 pertinence 0.0 persuasion 68.51029490588905 adaptation 134.110298360645 };[];[]
29;29;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];66;244;40;1;0;426;0;[];29;[0011];0;10;2;0;14;7;75;0;0;0;0;0.0;300.0;85.57214874114766;134.110298360645;31.0;19.0;11.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 27) (id=498): "value of 149" -0 by Wall-e 27 (id=29) scores{ creativite 0.0 pertinence 0.0 persuasion 68.51029490588905 adaptation 134.110298360645 };[];[]
29;30;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];66;244;40;1;0;426;0;[];30;[1111];0;10;0;0;18;7;55;0;0;0;0;0.0;680.0;52.29929699992232;25.25984844716387;31.0;9.0;17.0;23.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 27) (id=498): "value of 149" -0 by Wall-e 27 (id=29) scores{ creativite 0.0 pertinence 0.0 persuasion 68.51029490588905 adaptation 134.110298360645 };[];[]
29;31;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];66;244;40;1;0;426;0;[];31;[1111];0;10;1;0;17;13;77;0;0;0;0;0.0;0.0;100.06698707488361;94.27289844414744;31.0;31.0;8.0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 27) (id=498): "value of 149" -0 by Wall-e 27 (id=29) scores{ creativite 0.0 pertinence 0.0 persuasion 68.51029490588905 adaptation 134.110298360645 };[];[]
29;32;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];66;244;40;1;0;426;0;[];32;[1001];0;10;0;0;16;9;153;0;0;0;0;0.0;630.0;42.49528261935285;37.00555011643645;31.0;8.0;19.0;19.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 27) (id=498): "value of 149" -0 by Wall-e 27 (id=29) scores{ creativite 0.0 pertinence 0.0 persuasion 68.51029490588905 adaptation 134.110298360645 };[];[]
30;2;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];56;254;41;1;0;433;0;[[4:21:42:288:10:106:42:21:[[288:10:1]:[703:0:0]:[759:-10:-1]:[1771:0:-1]:[1859:10:1]]]];2;[0000];10;0;0;0;0;0;1859;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 19) (id=506): "value of 144" +10 by Wall-e 19 (id=21) scores{ creativite 0.0 pertinence 0.0 persuasion 4.001240691025366 adaptation 52.27969400083807 };[];[]
30;3;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];56;254;41;1;0;433;0;[];3;[1101];0;10;1;0;17;10;91;0;0;0;0;0.0;0.0;121.23787759175855;123.97522165181958;31.0;31.0;7.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 19) (id=506): "value of 144" +10 by Wall-e 19 (id=21) scores{ creativite 0.0 pertinence 0.0 persuasion 4.001240691025366 adaptation 52.27969400083807 };[];[]
30;4;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];56;254;41;1;0;433;0;[];4;[1111];0;10;1;0;12;2;53;82;0;5;0;160.0;595.0;-25.128279392509988;2.8231922338780184;2.0;12.0;31.0;28.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 19) (id=506): "value of 144" +10 by Wall-e 19 (id=21) scores{ creativite 0.0 pertinence 0.0 persuasion 4.001240691025366 adaptation 52.27969400083807 };[];[]
30;5;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];56;254;41;1;0;433;0;[];5;[0101];0;10;1;0;13;6;217;0;0;1;0;0.0;880.0;47.903975198482385;22.232369209918605;31.0;6.0;18.0;24.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 5 (by Wall-e 19) (id=506): "value of 144" +10 by Wall-e 19 (id=21) scores{ creativite 0.0 pertinence 0.0 persuasion 4.001240691025366 adaptation 52.27969400083807 };[];[]
