min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;persuasionGraph;tokenGraph;commentGraph
7;2;14;109;31;13;4;18;0;2;10;0;0;4;0;0;429;0;6;0;0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;3;14;109;31;13;4;18;0;3;10;0;0;0;0;0;450;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;7;14;109;31;13;4;18;0;7;7;3;2;0;3;3;2;0;0;1;0;9.0;3.0;0.0;0.0;2.0;4.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;9;14;109;31;13;4;18;0;9;8;2;2;0;1;1;105;0;0;2;0;4.0;6.0;0.0;0.0;3.0;2.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;10;14;109;31;13;4;18;0;10;7;3;1;0;2;1;25;0;0;0;0;0.0;0.0;0.0;0.0;14.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;11;14;109;31;13;4;18;0;11;8;2;0;0;2;2;88;0;0;0;0;0.0;0.0;0.0;1.0;14.0;14.0;14.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;12;14;109;31;13;4;18;0;12;8;2;1;0;1;1;72;0;0;0;0;2.0;0.0;0.0;0.0;4.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;13;14;109;31;13;4;18;0;13;10;0;2;0;0;0;118;0;0;0;0;0.0;0.0;0.0;0.0;14.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;14;14;109;31;13;4;18;0;14;4;6;1;0;2;2;12;0;0;0;0;0.0;0.0;0.0;0.0;14.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;15;14;109;31;13;4;18;0;15;9;1;1;0;1;1;43;0;0;0;0;1.0;0.0;0.0;0.0;6.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;16;14;109;31;13;4;18;0;16;8;2;1;0;1;1;49;0;0;0;0;0.0;12.0;0.0;0.0;14.0;2.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;17;14;109;31;13;4;18;0;17;10;0;2;0;0;0;90;0;0;0;0;6.0;0.0;0.0;0.0;1.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;18;14;109;31;13;4;18;0;18;10;0;0;0;0;0;267;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
7;19;14;109;31;13;4;18;0;19;0;10;0;0;5;4;6;0;0;0;0;0.0;16.0;0.0;0.0;14.0;1.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;2;14;103;37;15;4;23;0;2;10;0;0;4;0;0;484;0;6;0;0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;3;14;103;37;15;4;23;0;3;10;0;0;0;0;0;505;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;7;14;103;37;15;4;23;0;7;4;6;2;0;5;5;19;7;0;1;0;11.0;5.0;2.0;1.0;1.0;5.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;9;14;103;37;15;4;23;0;9;8;2;3;0;1;1;12;0;0;3;0;5.0;10.0;0.0;0.0;3.0;3.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;10;14;103;37;15;4;23;0;10;5;5;1;0;3;2;8;0;0;0;0;2.0;0.0;0.0;0.0;6.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;11;14;103;37;15;4;23;0;11;7;3;0;0;3;3;21;0;0;0;0;0.0;0.0;0.0;2.0;14.0;14.0;14.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;12;14;103;37;15;4;23;0;12;8;2;2;0;1;1;2;0;0;0;0;4.0;2.0;0.0;0.0;4.0;6.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;13;14;103;37;15;4;23;0;13;10;0;2;0;0;0;173;0;0;0;0;0.0;0.0;0.0;0.0;14.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;14;14;103;37;15;4;23;0;14;4;6;1;0;2;2;67;0;0;0;0;0.0;0.0;0.0;0.0;14.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;15;14;103;37;15;4;23;0;15;9;1;1;0;1;1;98;0;0;0;0;1.0;0.0;0.0;0.0;6.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;16;14;103;37;15;4;23;0;16;8;2;1;0;2;1;7;0;0;0;0;0.0;14.0;0.0;0.0;14.0;2.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;17;14;103;37;15;4;23;0;17;10;0;2;0;0;0;145;0;0;0;0;6.0;0.0;0.0;0.0;1.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;18;14;103;37;15;4;23;0;18;10;0;0;0;0;0;322;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
8;19;14;103;37;15;4;23;0;19;0;10;0;0;5;4;61;0;0;0;0;0.0;16.0;0.0;0.0;14.0;1.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;2;14;99;41;16;4;27;0;2;10;0;0;4;0;0;549;0;7;0;0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;3;14;99;41;16;4;27;0;3;10;0;0;0;0;0;570;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;7;14;99;41;16;4;27;0;7;4;6;2;0;5;5;65;7;0;1;0;11.0;5.0;2.0;1.0;1.0;5.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;9;14;99;41;16;4;27;0;9;8;2;3;0;1;1;77;0;0;3;0;5.0;10.0;0.0;0.0;3.0;3.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;10;14;99;41;16;4;27;0;10;4;6;1;0;4;3;21;0;0;0;0;5.0;2.0;1.0;0.5;5.0;8.0;2.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;11;14;99;41;16;4;27;0;11;7;3;0;0;3;3;86;0;0;0;0;0.0;0.0;0.0;2.0;14.0;14.0;14.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;12;14;99;41;16;4;27;0;12;8;2;2;0;1;1;67;0;0;0;0;4.0;2.0;0.0;0.0;4.0;6.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;13;14;99;41;16;4;27;0;13;10;0;3;0;0;0;31;0;0;0;0;2.0;0.0;0.0;0.0;6.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;14;14;99;41;16;4;27;0;14;1;9;1;0;3;3;34;0;0;0;0;0.0;12.0;0.0;1.5;14.0;3.0;14.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;15;14;99;41;16;4;27;0;15;9;1;1;0;1;1;163;0;0;0;0;1.0;0.0;0.0;0.0;6.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;16;14;99;41;16;4;27;0;16;8;2;1;0;2;1;72;0;0;0;0;0.0;14.0;0.0;0.0;14.0;2.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;17;14;99;41;16;4;27;0;17;10;0;2;0;0;0;210;0;0;0;0;6.0;0.0;0.0;0.0;1.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;18;14;99;41;16;4;27;0;18;10;0;0;0;0;0;387;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
9;19;14;99;41;16;4;27;0;19;0;10;0;0;7;4;32;0;0;0;0;0.0;24.0;0.0;0.0;14.0;1.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;2;14;87;53;17;4;33;0;2;10;0;0;4;0;0;624;0;7;0;0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;3;14;87;53;17;4;33;0;3;10;0;0;0;0;0;645;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;7;14;87;53;17;4;33;0;7;4;6;2;0;5;5;140;7;0;1;0;11.0;5.0;2.0;1.0;1.0;5.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;9;14;87;53;17;4;33;0;9;1;9;4;0;2;2;16;7;0;4;0;5.0;10.0;0.0;0.0;5.0;5.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;10;14;87;53;17;4;33;0;10;3;7;1;0;5;4;40;0;0;0;0;5.0;6.0;2.0;1.0;5.0;6.0;2.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;11;14;87;53;17;4;33;0;11;7;3;0;0;3;3;161;0;0;0;0;0.0;0.0;0.0;2.0;14.0;14.0;14.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;12;14;87;53;17;4;33;0;12;8;2;2;0;2;1;56;0;0;0;0;5.0;2.0;0.0;0.0;5.0;8.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;13;14;87;53;17;4;33;0;13;10;0;3;0;0;0;106;0;0;0;0;2.0;0.0;0.0;0.0;6.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;14;14;87;53;17;4;33;0;14;1;9;1;0;3;3;109;0;0;0;0;0.0;12.0;0.0;1.5;14.0;3.0;14.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;15;14;87;53;17;4;33;0;15;7;3;1;0;2;2;45;0;0;0;0;1.0;0.0;0.0;1.0;7.0;14.0;14.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;16;14;87;53;17;4;33;0;16;8;2;1;0;2;1;147;0;0;0;0;0.0;14.0;0.0;0.0;14.0;2.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;17;14;87;53;17;4;33;0;17;8;2;2;0;1;1;285;0;0;0;0;9.0;0.0;0.0;2.6666666666666665;2.0;14.0;14.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;18;14;87;53;17;4;33;0;18;10;0;0;0;0;0;462;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
10;19;14;87;53;17;4;33;0;19;0;10;0;0;8;4;9;0;0;0;0;0.0;24.0;0.0;0.0;14.0;1.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;2;14;74;66;17;4;41;0;2;10;0;0;4;0;0;679;0;7;0;0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;3;14;74;66;17;4;41;0;3;10;0;0;0;0;0;700;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;7;14;74;66;17;4;41;0;7;4;6;2;0;5;5;195;7;0;1;0;11.0;5.0;2.0;1.0;1.0;5.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;9;14;74;66;17;4;41;0;9;1;9;4;0;2;2;71;7;0;4;0;5.0;10.0;0.0;0.0;5.0;5.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;10;14;74;66;17;4;41;0;10;3;7;1;0;5;4;95;0;0;0;0;5.0;6.0;2.0;1.0;5.0;6.0;2.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;11;14;74;66;17;4;41;0;11;5;5;0;0;4;4;37;0;0;0;0;0.0;6.0;0.0;4.666666666666666;14.0;7.0;14.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;12;14;74;66;17;4;41;0;12;5;5;2;0;4;2;52;0;0;0;0;9.0;2.0;0.0;0.0;3.0;10.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;13;14;74;66;17;4;41;0;13;10;0;3;0;0;0;161;0;0;0;0;2.0;0.0;0.0;0.0;6.0;14.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;14;14;74;66;17;4;41;0;14;1;9;1;0;3;3;164;0;0;0;0;0.0;12.0;0.0;1.5;14.0;3.0;14.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;15;14;74;66;17;4;41;0;15;6;4;1;0;3;3;41;0;0;0;0;1.0;0.0;0.0;1.0;7.0;14.0;14.0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;16;14;74;66;17;4;41;0;16;5;5;1;0;4;3;31;2;0;0;0;0.0;14.0;0.0;0.5333333333333333;14.0;4.0;14.0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;17;14;74;66;17;4;41;0;17;4;6;2;0;3;3;6;0;0;0;0;9.0;2.0;0.0;5.333333333333333;3.0;10.0;14.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;18;14;74;66;17;4;41;0;18;10;0;0;0;0;0;517;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
11;19;14;74;66;17;4;41;0;19;0;10;0;0;8;4;64;0;0;0;0;0.0;24.0;0.0;0.0;14.0;1.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
12;2;14;63;77;18;4;49;0;2;10;0;0;4;0;0;741;0;7;0;0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
12;3;14;63;77;18;4;49;0;3;10;0;0;0;0;0;762;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
12;7;14;63;77;18;4;49;0;7;4;6;2;0;5;5;257;7;0;1;0;11.0;5.0;2.0;1.0;1.0;5.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
12;9;14;63;77;18;4;49;0;9;1;9;4;0;2;2;133;7;0;4;0;5.0;10.0;0.0;0.0;5.0;5.0;14.0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
12;10;14;63;77;18;4;49;0;10;3;7;1;0;6;4;34;0;0;0;0;8.0;12.0;4.666666666666666;1.0;5.0;5.0;2.0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[];[]
