min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;ideaGraph
0;1;1;10;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;Information (id=6): null by Jess (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[1]]
10;1;18;173;7;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;5;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
10;24;18;173;7;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;12;608;1;1;0;3;1;0;0.3333333333333333;0.0;0.6666666666666667;3;2;3;43;29;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[24]:[24:12:1:10]:[24:1:1:10]]
10;25;18;173;7;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;25;9;612;1;1;1;3;1;0;0.3333333333333333;0.0;0.6666666666666667;3;5;5;40;59;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[25]:[25:9:1:10]:[25:24:1:10]]
10;28;18;173;7;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;28;18;632;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;26;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[28]:[28:18:1:10]:[28:1:1:10]]
10;29;18;173;7;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;29;23;632;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;33;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[29]:[29:23:1:10]:[29:28:1:10]]
10;34;18;173;7;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;34;9;659;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;5;35;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;KEBAB (id=34) items: { 4 }, parents: { 1 } by Mehdi (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[34]:[34:25:1:10]:[34:9:1:10]]
11;1;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;11;0;0;0;0;0;0;0;Recruter de belles filles;[]
11;24;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;12;608;1;1;0;4;1;0;0.25;0.0;0.75;4;7;7;43;29;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[]
11;25;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;25;9;612;1;1;1;5;1;0;0.2;0.0;0.8;5;8;8;40;59;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;1;0;0;0;0;0;0;0;Recruter de belles filles;[]
11;28;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;28;18;632;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;26;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[]
11;29;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;29;23;632;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;33;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;1;0;0;0;0;0;0;0;Recruter de belles filles;[]
11;34;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;34;9;659;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;5;35;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[]
11;36;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;36;16;661;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;18;12;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[[36]:[36:34:1:11]:[36:16:1:11]]
11;38;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;38;22;664;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;56;12;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[[38]:[38:22:1:11]:[38:1:1:11]]
11;40;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;40;11;668;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;44;71;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[[40]:[40:11:1:11]:[40:29:1:11]]
11;41;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;41;20;688;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;21;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[[41]:[41:25:1:11]:[41:20:1:11]]
11;42;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;42;14;701;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;24;18;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[[42]:[42:14:1:11]:[42:40:1:11]]
11;43;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;43;10;709;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;9;24;2;0;0;0;0;0;0;0;0;0;1065875922;1065875922;0.0;0.0;0.0;5.32937961E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[[43]:[43:36:1:11]:[43:10:1:11]]
11;44;18;165;15;13;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;44;16;716;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;14;26;2;1;1;1;0;0;0;0;0;0;1066508720;1066508720;0.5;0.0;0.0;5.3325436E8;false;0;0;0;0;0;0;0;0;0;Recruter de belles filles;[[44]:[44:1:1:11]:[44:16:1:11]]
