min;id;players;playersList;totalRemainingTokens;totalUsedTokens;totalIdeas;rootIdeaId;totalItems;totalComments;totalIdeasWithBets;InnovNationGraph;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercreativite;playerpertinence;playerpersuasion;playeradaptation;rankcreativite;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParentsId;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentId;commentIdeaId;commentOwnerId;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;N1;E1;O1;A1;C1;N2;E2;O2;A2;C2;N3;E3;O3;A3;C3;N4;E4;O4;A4;C4;N5;E5;O5;A5;C5;N6;E6;O6;A6;C6;N;E;O;A;C;ideaGraph
3;3;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;2;31;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;22;0;[1];18;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
3;5;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;2;42;1;1;0;1;1;0;1.0;0.0;0.0;1;1;1;24;0;[1];16;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;1;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
3;7;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;2;54;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;25;0;[1];16;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;1;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
3;10;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;10;2;80;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;21;0;[1];13;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;1;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
3;24;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;24;4;198;1;1;0;1;1;0;1.0;0.0;0.0;1;1;1;41;0;[1];2;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[24]:[24:4:1:3]:[24:1:1:3]]
3;25;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;25;12;199;1;1;0;2;0;0;0.0;0.0;1.0;2;4;4;18;0;[1];2;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[25]:[25:12:1:3]:[25:1:1:3]]
3;28;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;28;9;206;2;2;0;1;1;0;1.0;0.0;0.0;1;1;1;6;45;[7];2;0;0;0;0;0;0;0;0;0;1271482777;1271482777;0.0;0.0;0.0;6.357413885E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[28]:[28:9:1:3]:[28:7:1:3]]
3;29;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;29;4;210;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;6;32;[10];2;0;0;0;0;0;0;0;0;0;1271508337;1271508337;0.0;0.0;0.0;6.357541685E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[29]:[29:4:1:3]:[29:10:1:3]]
3;33;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;33;12;228;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;38;0;[1];2;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[33]:[33:12:1:3]:[33:1:1:3]]
3;34;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;34;21;230;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;26;[1];2;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[34]:[34:1:1:3]:[34:21:1:3]]
3;35;20;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26];193;7;11;1;0;5;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;35;6;233;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;6;40;[5];2;0;0;0;1;1;1;1;1;1;1271470121;1271470121;0.0;0.5;0.5;6.357350605E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[35]:[35:5:1:3]:[35:6:1:3]]
4;1;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[[4:9:46:296:2:49:46:9:[[296:2:0]]]];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;24;0;[];0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;8;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;3;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;2;31;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;22;0;[1];19;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;5;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;2;42;1;1;0;1;1;0;1.0;0.0;0.0;1;1;1;24;0;[1];17;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;1;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;7;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;2;54;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;25;0;[1];17;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;5;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;10;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;10;2;80;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;21;0;[1];14;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;1;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;24;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;24;4;198;1;1;0;2;1;0;0.5;0.0;0.5;2;2;2;41;0;[1];3;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;1;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;25;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;25;12;199;1;1;0;2;0;0;0.0;0.0;1.0;2;4;4;18;0;[1];2;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;28;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;28;9;206;2;2;0;1;1;0;1.0;0.0;0.0;1;1;1;6;45;[7];3;0;0;0;0;0;0;0;0;0;1271482777;1271482777;0.0;0.0;0.0;6.357413885E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;29;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;29;4;210;2;2;0;1;0;0;0.0;0.0;1.0;1;5;5;6;32;[10];3;0;0;0;0;0;0;0;0;0;1271508337;1271508337;0.0;0.0;0.0;6.357541685E8;false;0;2;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;33;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;33;12;228;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;38;0;[1];2;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;34;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;34;21;230;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;26;[1];2;0;0;0;0;0;0;0;0;0;1271428004;1271428004;0.0;0.0;0.0;6.35714002E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;35;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;35;6;233;2;2;0;1;0;0;0.0;0.0;1.0;1;1;1;6;40;[5];3;0;0;0;2;1;1;2;1;1;1271470121;1271470121;0.0;0.5;0.5;6.357350605E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[]
4;38;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;38;19;254;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;14;107;[7];3;0;0;0;0;0;0;0;0;0;1271482777;1271482777;0.0;0.0;0.0;6.357413885E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[38]:[38:19:1:4]:[38:7:1:4]]
4;39;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;39;22;258;2;2;0;1;0;0;0.0;0.0;1.0;1;1;1;29;73;[7];3;0;0;0;0;0;0;0;0;0;1271482777;1271482777;0.0;0.0;0.0;6.357413885E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[39]:[39:22:1:4]:[39:7:1:4]]
4;40;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;40;4;261;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;78;0;[24];3;0;0;0;4;2;2;4;2;2;1271626294;1271626294;0.0;1.0;1.0;6.35813147E8;true;2;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[40]:[40:24:1:4]:[40:4:1:4]]
4;42;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;42;18;264;2;3;0;1;1;0;1.0;0.0;0.0;1;4;4;7;39;[787];6;0;0;0;1;0;1;1;0;1;1271482777;1271638107;0.0;0.16666666666666666;0.16666666666666666;1.3187907866666667E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[42]:[42:18:1:4]:[42:29:1:4]:[42:7:1:4]]
4;46;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;46;17;286;2;2;0;1;0;0;0.0;0.0;1.0;1;2;2;22;46;[7];2;0;0;0;0;0;0;0;0;0;1271482777;1271482777;0.0;0.0;0.0;6.357413885E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[46]:[46:17:1:4]:[46:7:1:4]]
4;47;21;[2:4:6:8:9:11:12:13:14:15:16:17:18:19:20:21:22:23:26:43];189;21;17;1;0;11;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;47;11;294;3;3;0;0;0;0;0.0;0.0;0.0;0;0;0;7;32;[29];2;0;0;0;1;1;1;1;1;1;1271638107;1271638107;0.0;0.5;0.5;6.358190535E8;false;0;0;0;0;0;0;0;0;0;0;0;0;19;22;19;17;19;15;17;19;21;19;17;14;21;23;23;17;15;18;18;19;17;16;19;21;20;12;20;21;22;17;96;96;96;96;96;[[47]:[47:11:1:4]:[47:29:1:4]]
