min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;ideaGraph
0;1;2;20;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;24;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;recrutement (id=7): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[1]]
2;1;15;150;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;24;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;6;0;0;0;0;0;0;0;idea 5 (id=26) items: { }, parents: { 1 } by laetitia (id=12) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
2;20;15;150;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;10;122;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;35;2;0;0;0;0;0;0;0;0;0;1066110608;1066110608;0.0;0.0;0.0;5.33055304E8;false;0;0;0;0;0;0;0;0;0;idea 5 (id=26) items: { }, parents: { 1 } by laetitia (id=12) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[20]:[20:10:1]:[20:1:1]]
2;21;15;150;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;21;3;123;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;15;0;2;0;0;0;0;0;0;0;0;0;1066110608;1066110608;0.0;0.0;0.0;5.33055304E8;false;0;0;0;0;0;0;0;0;0;idea 5 (id=26) items: { }, parents: { 1 } by laetitia (id=12) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[21]:[21:3:1]:[21:20:1]]
2;23;15;150;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;23;8;140;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;34;0;2;0;0;0;0;0;0;0;0;0;1066110608;1066110608;0.0;0.0;0.0;5.33055304E8;false;0;0;0;0;0;0;0;0;0;idea 5 (id=26) items: { }, parents: { 1 } by laetitia (id=12) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[23]:[23:1:1]:[23:8:1]]
2;24;15;150;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;9;147;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;47;2;0;0;0;0;0;0;0;0;0;1066110608;1066110608;0.0;0.0;0.0;5.33055304E8;false;0;0;0;0;0;0;0;0;0;idea 5 (id=26) items: { }, parents: { 1 } by laetitia (id=12) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[24]:[24:9:1]:[24:23:1]]
2;25;15;150;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;25;19;173;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;29;0;2;0;0;0;0;0;0;0;0;0;1066110608;1066110608;0.0;0.0;0.0;5.33055304E8;false;0;0;0;0;0;0;0;0;0;idea 5 (id=26) items: { }, parents: { 1 } by laetitia (id=12) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[25]:[25:19:1]:[25:21:1]]
2;26;15;150;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;26;12;176;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;36;2;0;0;0;0;0;0;0;0;0;1066110608;1066110608;0.0;0.0;0.0;5.33055304E8;false;0;0;0;0;0;0;0;0;0;idea 5 (id=26) items: { }, parents: { 1 } by laetitia (id=12) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[26]:[26:12:1]:[26:25:1]]
3;1;16;149;11;11;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;24;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;11;0;0;0;0;0;0;0;Yousri (id=34) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
3;20;16;149;11;11;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;10;122;1;1;1;2;0;0;0.0;0.0;1.0;2;11;11;6;35;2;0;0;0;0;0;0;0;0;0;1066110608;1066110608;0.0;0.0;0.0;5.33055304E8;false;0;0;0;0;0;0;0;0;0;Yousri (id=34) items: { }, parents: { 1 } by Yousri (id=13) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
