min;id;players;playersList;totalRemainingTokens;totalUsedTokens;totalIdeas;rootIdeaId;totalItems;totalComments;totalIdeasWithBets;InnovNationGraph;playerId;playerOpinion;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercreativite;playerpertinence;playerpersuasion;playeradaptation;rankcreativite;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaValue;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParentsId;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentId;commentIdeaId;commentOwnerId;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;ideaGraph
0;1;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;1;1;0;0;0;[[3:1:0]:[1:2:0]:[1:3:1]:[1:4:1]:[1:5:1]:[1:6:1]:[1:7:1]:[1:8:1]:[1:9:1]:[1:10:1]:[1:11:1]:[1:12:1]:[1:13:1]:[1:14:1]:[1:15:1]:[1:16:1]:[1:17:1]:[1:18:1]:[1:19:1]:[1:20:1]:[1:21:1]:[1:22:1]:[1:23:1]:[1:24:1]:[1:25:1]:[1:26:1]:[1:27:1]:[1:28:1]:[1:29:1]:[1:30:1]:[1:31:1]:[1:32:1]:[2:33:46:[1]:32]:[6:32:33:46]:[5:33:1:46]];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1000;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;10;0;[];0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;1;0;0;0;0;0;0;0;0;0;0;Idea 1 (id=33) items: { }, parents: { 1 } by Wall-e 30 (id=32) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[1]]
0;33;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];310;0;1;1;0;0;0;[];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;33;4346;32;46;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;29;[1];2;0;0;0;0;0;0;0;0;0;26438279;26438279;0.0;0.0;0.0;1.32191395E7;false;0;0;0;0;0;0;0;0;0;0;0;0;Idea 1 (id=33) items: { }, parents: { 1 } by Wall-e 30 (id=32) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[33]:[33:32:1]:[33:1:1]]
1;1;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];305;5;4;1;0;4;0;[[4:25:33:81:4:36:33:25:[[81:4:1]:[105:-2:-1]]]];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1000;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;10;0;[];0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;2;0;0;0;0;0;0;0;0;0;0;on Idea 1 (by Wall-e 23) (id=40): "value of 200" --2 by Wall-e 23 (id=25) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 3.0 };[]
1;33;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];305;5;4;1;0;4;0;[];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;33;4346;32;46;1;1;0;3;2;1;0.6666666666666666;0.3333333333333333;5.551115123125783E-17;3;3;5;6;29;[1];2;0;0;0;0;0;0;0;0;0;26438279;26438279;0.0;0.0;0.0;1.32191395E7;false;0;2;0;0;0;0;0;0;0;0;0;0;on Idea 1 (by Wall-e 23) (id=40): "value of 200" --2 by Wall-e 23 (id=25) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 3.0 };[]
1;34;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];305;5;4;1;0;4;0;[];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;34;6280;4;65;1;1;0;1;1;0;1.0;0.0;0.0;1;2;2;6;29;[1];2;0;0;0;0;0;0;0;0;0;26438279;26438279;0.0;0.0;0.0;1.32191395E7;false;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 1 (by Wall-e 23) (id=40): "value of 200" --2 by Wall-e 23 (id=25) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 3.0 };[[34]:[34:1:1:1]:[34:4:1:1]]
1;38;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];305;5;4;1;0;4;0;[];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;38;6629;4;90;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;6;29;[33];2;0;0;0;3;2;3;3;2;3;26484751;26484751;0.0;1.5;1.5;1.32423755E7;false;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 1 (by Wall-e 23) (id=40): "value of 200" --2 by Wall-e 23 (id=25) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 3.0 };[[38]:[38:4:1:1]:[38:33:1:1]]
1;39;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];305;5;4;1;0;4;0;[];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;39;4326;24;102;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;6;29;[33];2;0;0;0;3;2;3;3;2;3;26484751;26484751;0.0;1.5;1.5;1.32423755E7;false;0;0;0;0;0;0;0;0;0;0;0;0;on Idea 1 (by Wall-e 23) (id=40): "value of 200" --2 by Wall-e 23 (id=25) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 3.0 };[[39]:[39:33:1:1]:[39:24:1:1]]
2;1;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];290;20;9;1;0;8;0;[[4:8:34:177:3:49:34:8:[[177:3:1]]]];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1000;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;10;0;[];0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;2;0;0;0;0;0;0;0;0;0;0;on Idea 2 (by Wall-e 6) (id=49): "value of 233" +3 by Wall-e 6 (id=8) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.5 };[]
2;33;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];290;20;9;1;0;8;0;[];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;33;4346;32;46;1;1;0;3;2;1;0.6666666666666666;0.3333333333333333;5.551115123125783E-17;3;3;5;6;29;[1];2;0;0;0;0;0;0;0;0;0;26438279;26438279;0.0;0.0;0.0;1.32191395E7;false;0;5;0;0;0;0;0;0;0;0;0;0;on Idea 2 (by Wall-e 6) (id=49): "value of 233" +3 by Wall-e 6 (id=8) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.5 };[]
2;34;31;[2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32];290;20;9;1;0;8;0;[];0;[0000];0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;34;6280;4;65;1;1;0;3;3;0;1.0;0.0;0.0;3;10;10;6;29;[1];2;0;0;0;0;0;0;0;0;0;26438279;26438279;0.0;0.0;0.0;1.32191395E7;false;0;2;0;0;0;0;0;0;0;0;0;0;on Idea 2 (by Wall-e 6) (id=49): "value of 233" +3 by Wall-e 6 (id=8) scores{ creativite 0.0 pertinence 0.0 persuasion 0.0 adaptation 4.5 };[]
