min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;nbVoteGraph;weightVoteGraph
10;24;39;251;139;22;0;76;0;24;4;6;1;0;1;1;109;0;0;0;0;0.0;0.0;0.0;5.145454545454545;38.0;38.0;37.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;25;39;251;139;22;0;76;0;25;1;9;1;0;3;3;8;0;0;3;0;14.0;102.0;0.0;4.857142857142857;3.0;8.0;38.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;26;39;251;139;22;0;76;0;26;8;2;0;0;1;1;193;0;0;0;0;0.0;0.0;0.0;0.0;38.0;38.0;38.0;38.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;27;39;251;139;22;0;76;0;27;10;0;0;0;0;0;427;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;28;39;251;139;22;0;76;0;28;0;10;1;0;3;2;77;12;0;0;0;10.0;70.0;0.0;0.0;4.0;9.0;37.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;29;39;251;139;22;0;76;0;29;5;5;1;0;2;2;5;0;0;0;0;0.0;136.0;0.0;0.0;39.0;3.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;30;39;251;139;22;0;76;0;30;0;10;0;0;5;5;19;0;0;0;0;0.0;188.0;0.0;2.0;39.0;2.0;38.0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;31;39;251;139;22;0;76;0;31;10;0;0;0;0;0;418;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;32;39;251;139;22;0;76;0;32;10;0;0;0;0;0;418;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;35;39;251;139;22;0;76;0;35;3;7;0;0;6;5;0;0;0;0;0;0.0;76.0;-1.6666666666666665;0.0;39.0;10.0;39.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;37;39;251;139;22;0;76;0;37;7;3;0;0;3;2;157;0;0;0;0;0.0;43.0;0.0;-1.0;38.0;10.0;37.0;38.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;39;39;251;139;22;0;76;0;39;2;8;0;0;4;4;65;0;0;0;0;0.0;68.0;8.302597402597401;1.9166666666666667;39.0;13.0;1.0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;40;39;251;139;22;0;76;0;40;1;9;0;0;4;4;70;0;0;0;0;0.0;68.0;2.0;4.967532467532468;39.0;14.0;7.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;42;39;251;139;22;0;76;0;42;7;3;2;0;2;2;110;0;0;0;0;2.0;0.0;0.0;2.0;7.0;38.0;36.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;44;39;251;139;22;0;76;0;44;10;0;0;0;0;0;260;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;45;39;251;139;22;0;76;0;45;7;3;1;0;2;2;13;0;0;1;0;0.0;2.0;0.0;-0.6666666666666666;39.0;21.0;38.0;37.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
10;115;39;251;139;22;0;76;0;115;10;0;0;0;0;0;76;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;2;39;236;154;31;0;85;0;2;10;0;4;0;0;0;411;0;0;10;0;0.0;0.0;0.0;0.0;33.0;33.0;33.0;33.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;3;39;236;154;31;0;85;0;3;10;0;0;0;0;0;677;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;4;39;236;154;31;0;85;0;4;10;0;0;0;0;0;676;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;5;39;236;154;31;0;85;0;5;10;0;0;0;0;0;671;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;6;39;236;154;31;0;85;0;6;10;0;0;0;0;0;668;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;7;39;236;154;31;0;85;0;7;2;8;3;0;6;5;32;0;0;0;0;10.0;117.0;0.0;4.733333333333333;6.0;5.0;38.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;8;39;236;154;31;0;85;0;8;0;10;1;0;2;2;107;0;0;0;0;0.0;313.0;0.0;0.0;39.0;1.0;38.0;37.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;9;39;236;154;31;0;85;0;9;7;3;0;0;3;2;78;0;0;0;0;0.0;30.0;0.0;0.0;39.0;18.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;10;39;236;154;31;0;85;0;10;2;8;0;0;9;9;182;0;0;0;0;0.0;0.0;0.0;-1.3222222222222222;38.0;38.0;36.0;38.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;11;39;236;154;31;0;85;0;11;4;6;2;0;3;3;73;0;0;0;0;3.0;26.0;0.0;0.0;9.0;20.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;12;39;236;154;31;0;85;0;12;10;0;0;0;0;0;648;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;13;39;236;154;31;0;85;0;13;10;0;0;0;0;0;644;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;14;39;236;154;31;0;85;0;14;7;3;1;0;1;1;172;0;0;2;0;0.0;57.0;7.016666666666667;1.35;38.0;13.0;2.0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;15;39;236;154;31;0;85;0;15;8;2;1;0;1;1;255;0;0;1;0;17.0;0.0;0.0;0.0;2.0;39.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;16;39;236;154;31;0;85;0;16;5;5;0;0;3;3;35;0;0;0;0;0.0;41.0;0.0;1.2023809523809523;39.0;17.0;38.0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;17;39;236;154;31;0;85;0;17;6;4;0;0;4;4;19;0;0;0;0;0.0;106.0;0.0;0.0;39.0;8.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;18;39;236;154;31;0;85;0;18;10;0;0;0;0;0;550;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;19;39;236;154;31;0;85;0;19;10;0;2;0;2;0;49;0;0;0;0;11.0;0.0;1.0;0.0;4.0;39.0;8.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;20;39;236;154;31;0;85;0;20;1;9;1;0;4;4;11;0;0;0;0;0.0;133.0;7.024156399156399;5.0;39.0;4.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;21;39;236;154;31;0;85;0;21;4;6;2;0;4;3;3;59;0;1;0;54.0;111.0;0.0;1.5855921855921853;1.0;6.0;38.0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;22;39;236;154;31;0;85;0;22;10;0;0;0;0;0;498;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;23;39;236;154;31;0;85;0;23;0;10;3;0;4;4;6;0;0;0;0;0.0;67.0;2.5666666666666664;2.0416666666666665;39.0;15.0;6.0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;24;39;236;154;31;0;85;0;24;4;6;2;0;1;1;40;0;0;0;0;0.0;36.0;3.6666666666666665;5.145454545454545;39.0;19.0;4.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;25;39;236;154;31;0;85;0;25;1;9;1;0;3;3;73;0;0;4;0;14.0;102.0;0.0;4.857142857142857;3.0;8.0;38.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;26;39;236;154;31;0;85;0;26;6;4;0;0;2;2;12;0;0;0;0;0.0;74.0;0.0;0.0;39.0;14.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;27;39;236;154;31;0;85;0;27;10;0;0;0;0;0;492;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;28;39;236;154;31;0;85;0;28;0;10;2;0;3;2;51;12;0;0;0;10.0;70.0;3.0;0.0;6.0;13.0;5.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;29;39;236;154;31;0;85;0;29;5;5;1;0;2;2;70;0;0;0;0;0.0;136.0;0.0;0.0;39.0;3.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;30;39;236;154;31;0;85;0;30;0;10;0;0;5;5;84;0;0;0;0;0.0;188.0;0.0;2.0;39.0;2.0;38.0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;31;39;236;154;31;0;85;0;31;10;0;0;0;0;0;483;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;32;39;236;154;31;0;85;0;32;10;0;0;0;0;0;483;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;35;39;236;154;31;0;85;0;35;2;8;0;0;7;6;23;0;0;0;0;0.0;76.0;-1.6666666666666665;0.0;39.0;10.0;39.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;37;39;236;154;31;0;85;0;37;7;3;1;0;3;2;24;0;0;0;0;0.0;62.0;0.0;-1.0;39.0;16.0;38.0;38.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;39;39;236;154;31;0;85;0;39;0;10;0;0;5;5;7;0;0;0;0;0.0;78.0;8.445454545454544;1.9166666666666667;39.0;10.0;1.0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;40;39;236;154;31;0;85;0;40;1;9;0;0;4;4;65;0;0;0;0;0.0;68.0;2.0;4.967532467532468;39.0;14.0;7.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;42;39;236;154;31;0;85;0;42;7;3;3;0;2;2;11;0;0;0;0;3.0;0.0;0.0;2.0;10.0;39.0;38.0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;44;39;236;154;31;0;85;0;44;10;0;0;0;0;0;325;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;45;39;236;154;31;0;85;0;45;7;3;1;0;2;2;78;0;0;1;0;0.0;2.0;0.0;-0.6666666666666666;39.0;21.0;38.0;37.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
11;115;39;236;154;31;0;85;0;115;10;0;0;0;0;0;141;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;2;39;219;171;31;0;97;0;2;10;0;4;0;0;0;469;0;0;10;0;0.0;0.0;0.0;0.0;33.0;33.0;33.0;33.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;3;39;219;171;31;0;97;0;3;10;0;0;0;0;0;735;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;4;39;219;171;31;0;97;0;4;10;0;0;0;0;0;734;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;5;39;219;171;31;0;97;0;5;10;0;0;0;0;0;729;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;6;39;219;171;31;0;97;0;6;10;0;0;0;0;0;726;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;7;39;219;171;31;0;97;0;7;2;8;3;0;6;5;90;0;0;0;0;10.0;117.0;0.0;4.733333333333333;6.0;5.0;38.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;8;39;219;171;31;0;97;0;8;0;10;1;0;2;2;165;0;0;0;0;0.0;313.0;0.0;0.0;39.0;1.0;38.0;37.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;9;39;219;171;31;0;97;0;9;7;3;0;0;3;2;136;0;0;0;0;0.0;30.0;0.0;0.0;39.0;18.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;10;39;219;171;31;0;97;0;10;2;8;0;0;9;9;240;0;0;0;0;0.0;0.0;0.0;-1.3222222222222222;38.0;38.0;36.0;38.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;11;39;219;171;31;0;97;0;11;2;8;2;0;4;4;6;0;0;0;0;3.0;36.0;0.0;0.0;13.0;19.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;12;39;219;171;31;0;97;0;12;10;0;0;0;0;0;706;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;13;39;219;171;31;0;97;0;13;10;0;0;0;0;0;702;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;14;39;219;171;31;0;97;0;14;6;4;1;0;2;2;47;0;0;2;0;4.0;90.0;8.274603174603175;1.35;8.0;12.0;2.0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;15;39;219;171;31;0;97;0;15;8;2;1;0;1;1;58;0;0;1;0;17.0;0.0;0.0;0.0;2.0;39.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;16;39;219;171;31;0;97;0;16;5;5;0;0;3;3;93;0;0;0;0;0.0;41.0;0.0;1.2023809523809523;39.0;17.0;38.0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;17;39;219;171;31;0;97;0;17;6;4;0;0;4;4;77;0;0;0;0;0.0;106.0;0.0;0.0;39.0;8.0;38.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;18;39;219;171;31;0;97;0;18;10;0;0;0;0;0;608;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;19;39;219;171;31;0;97;0;19;10;0;2;0;2;0;107;0;0;0;0;11.0;0.0;1.0;0.0;4.0;39.0;8.0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
12;20;39;219;171;31;0;97;0;20;1;9;1;0;5;4;8;0;0;0;0;0.0;163.0;7.502132589632589;5.0;39.0;3.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];[]
