IDBuyer;Day;Hour;Seller;Buyer;Prod;QualID;FinPrice;TransPrice;StdPrice;ProdPrice;Age;r;Qty;Quality;QualAdmId;IDAdmin;AdminPrice;Hour;supply;NewOffer;margBuyer;margSeller;VmargBuyer;VmargSeller;dem2;sup2;sup/dem;qty/dem;qty/off;BuyType;TypeXP;Idbuyer;dertrans
80038;8;131;7;38;1;2;28;21,61;21,89;21,12;2;Qty;10;0,418979;1;81100;22,6665;130;311;151;0,295696437;0,023200758;2,956964368;0,232007576;230;297;1,3;0,043478261;0,033670034;B;XP4;81138;130
80032;8;133;8;32;0;1;24;19,09;19,49;16,9;1;Qty;7;0,263748;0;80000;22,0944;130;114;0;0,257202724;0,129585799;1,800419068;0,907100592;201;110;0,5;0,034825871;0,063636364;B;XP4;80032;200
80059;8;139;20;59;2;3;28;19,87;21,9;17,95;0;Qty;10;0,735896;2;82200;25,8683;140;512;436;0,409159537;0,106963788;4,09159537;1,069637883;70;431;6,2;0,142857143;0,023201856;R;XP4;82259;290
80030;8;139;7;30;1;1;24;19,67;20,5;15,64;1;Qty;10;0,336045;1;81100;22,6665;140;311;151;0,220132181;0,257672634;2,20132181;2,576726343;230;297;1,3;0,043478261;0,033670034;B;XP4;81130;140
80064;8;140;15;64;2;2;32;22,28;29,05;16,84;0;Qty;7;0,855667;2;82200;25,8683;140;512;436;0,436265709;0,32304038;3,053859964;2,26128266;70;431;6,2;0,1;0,016241299;R;XP4;82264;140
80042;8;143;14;42;1;5;32;21,1;23,87;18,44;0;Qty;6;0,9999;2;81200;29,305;140;261;224;0,516587678;0,144251627;3,099526066;0,865509761;50;376;7,5;0,12;0,015957447;N;XP4;81242;150
80022;8;144;15;22;1;0;20;18,12;18,96;18,02;2;Qty;10;0,246704;0;81000;19,9078;140;151;0;0,103752759;0,00554939;1,037527594;0,055493896;220;110;0,5;0,045454545;0,090909091;B;XP4;81022;170
80022;8;147;20;22;2;1;24;19,96;20,17;17,16;1;Qty;1;0,344409;1;82100;23,1842;150;597;160;0,20240481;0,163170163;0,20240481;0,163170163;228;704;3,1;0,004385965;0,001420455;B;XP4;82122;170
80042;8;149;1;42;1;4;32;23,55;23,55;17,81;1;Qty;4;0,733233;2;81200;29,305;150;261;224;0,35881104;0,322290848;1,435244161;1,289163391;50;376;7,5;0,08;0,010638298;N;XP4;81242;150
80040;8;150;16;40;2;1;24;19,59;19,71;18,45;3;Qty;4;0,326651;0;82000;20,9895;150;361;0;0,225114855;0,061788618;0,900459418;0,247154472;201;308;1,5;0,019900498;0,012987013;B;XP4;82040;240
80058;8;150;4;58;0;2;28;20,79;20,79;13,66;0;Qty;8;0,669252;2;80200;27,9331;150;337;337;0,346801347;0,521961933;2,774410774;4,175695461;70;352;5;0,114285714;0,022727273;R;XP4;80258;180
80059;8;152;4;59;0;2;28;20,79;22,7;17,48;0;Qty;8;0,675017;2;80200;27,9331;150;337;337;0,346801347;0,189359268;2,774410774;1,514874142;70;352;5;0,114285714;0,022727273;R;XP4;80259;290
80028;8;153;6;28;0;1;28;25,25;25,81;12,8;0;Qty;10;0,540451;1;80100;23,5674;150;309;200;0,108910891;0,97265625;1,089108911;9,7265625;230;383;1,7;0,043478261;0,026109661;B;XP4;80128;150
80058;8;154;6;58;0;1;28;25,81;25,81;12,8;0;Qty;2;0,540451;1;80100;23,5674;150;309;200;0,084850833;1,01640625;0,169701666;2,0328125;230;383;1,7;0,008695652;0,005221932;R;XP4;80158;180
80021;8;154;3;21;1;0;20;18,33;18,33;16,76;2;Qty;2;0,1526;0;81000;19,9078;150;151;0;0,091107474;0,093675418;0,182214948;0,187350835;220;110;0,5;0,009090909;0,018181818;B;XP4;81021;230
80040;8;157;10;40;2;4;24;21,34;22,7;17,7;1;Qty;3;0,592122;1;82100;23,1842;160;597;160;0,124648547;0,205649718;0,373945642;0,616949153;228;704;3,1;0,013157895;0,004261364;B;XP4;82140;240
80024;8;159;4;24;0;1;24;18,7;20,66;19,24;1;Qty;1;0,296444;0;80000;22,0944;160;114;0;0,28342246;-0,028066528;0,28342246;-0,028066528;201;110;0,5;0,004975124;0,009090909;B;XP4;80024;230
80036;8;160;6;36;2;1;28;19,26;20,52;14,82;1;Qty;10;0,519738;1;82100;23,1842;160;597;160;0,453790239;0,299595142;4,537902388;2,995951417;228;704;3,1;0,043859649;0,014204545;B;XP4;82136;160
80022;8;162;15;22;2;1;24;20,88;21,49;16;2;Qty;9;0,439329;1;82100;23,1842;160;597;160;0,149425287;0,305;1,344827586;2,745;228;704;3,1;0,039473684;0,012784091;B;XP4;82122;170
80051;8;163;7;51;2;2;28;18,88;20,11;17,05;1;Qty;10;0,555509;1;82100;23,1842;160;597;160;0,483050847;0,107331378;4,830508475;1,073313783;228;704;3,1;0,043859649;0,014204545;N;XP4;82151;160
80022;8;168;4;22;0;1;24;20,65;20,65;17,74;1;Qty;4;0,39937;1;80100;23,5674;170;309;200;0,162227603;0,164036077;0,648910412;0,656144307;230;383;1,7;0,017391304;0,010443864;B;XP4;80122;170
80058;8;177;17;58;1;7;32;24,26;24,26;19,23;0;Qty;1;0,933983;2;81200;29,305;180;261;224;0,319043693;0,261570463;0,319043693;0,261570463;50;376;7,5;0,02;0,002659574;R;XP4;81258;180
80029;8;177;6;29;0;0;20;18,57;20,76;15,28;1;Qty;2;0,045273;0;80000;22,0944;180;114;0;0,077005924;0,215314136;0,154011847;0,430628272;201;110;0,5;0,009950249;0,018181818;B;XP4;80029;180
80058;8;180;19;58;1;1;32;27,14;27,14;16,5;0;Qty;9;0,756278;2;81200;29,305;180;261;224;0,179071481;0,644848485;1,611643331;5,803636364;50;376;7,5;0,18;0,02393617;R;XP4;81258;180
80057;8;186;17;57;1;2;24;19,38;19,61;19,33;2;Qty;10;0,257167;0;81000;19,9078;190;151;0;0,238390093;0,002586653;2,383900929;0,025866529;220;110;0,5;0,045454545;0,090909091;R;XP4;81057;270
80024;8;188;6;24;2;0;20;17,32;18,65;16,32;2;Qty;5;0,176639;0;82000;20,9895;190;361;0;0,154734411;0,06127451;0,773672055;0,306372549;201;308;1,5;0,024875622;0,016233766;B;XP4;82024;230
80059;8;191;1;59;1;4;32;23,31;23,55;17,81;1;Qty;10;0,733233;2;81200;29,305;190;261;224;0,372801373;0,308815272;3,728013728;3,088152723;50;376;7,5;0,2;0,026595745;R;XP4;81259;290
80032;8;201;4;32;0;1;24;20,66;20,65;17,74;1;Qty;4;0,39937;1;80100;23,5674;200;309;200;0,161665053;0,164599775;0,646660213;0,658399098;230;383;1,7;0,017391304;0,010443864;B;XP4;80132;200
80033;8;204;20;33;2;1;24;19,52;19,52;15,87;2;Qty;9;0,388957;1;82100;23,1842;200;597;160;0,229508197;0,229993699;2,06557377;2,069943289;228;704;3,1;0,039473684;0,012784091;B;XP4;82133;200
80034;8;205;7;34;1;2;28;21,89;21,89;21,12;2;Qty;10;0,418979;1;81100;22,6665;210;311;151;0,279122887;0,036458333;2,791228872;0,364583333;230;297;1,3;0,043478261;0,033670034;B;XP4;81134;230
80034;8;212;4;34;2;0;20;18,07;18,07;15,17;2;Qty;5;0,126767;0;82000;20,9895;210;361;0;0,106806862;0,191166777;0,534034311;0,955833883;201;308;1,5;0,024875622;0,016233766;B;XP4;82034;230
80026;8;213;20;26;2;1;24;18,59;19,52;15,87;2;Qty;10;0,388957;1;82100;23,1842;210;597;160;0,291016676;0,171392565;2,910166756;1,713925646;228;704;3,1;0,043859649;0,014204545;B;XP4;82126;210
80040;8;224;6;40;2;0;24;18,65;26,54;18,92;3;Qty;3;0,213712;0;82000;20,9895;220;361;0;0,286863271;-0,014270613;0,860589812;-0,042811839;201;308;1,5;0,014925373;0,00974026;B;XP4;82040;240
80031;8;224;20;31;2;1;24;18,63;19,52;15,87;2;Qty;4;0,388957;1;82100;23,1842;220;597;160;0,288244767;0,173913043;1,152979066;0,695652174;228;704;3,1;0,01754386;0,005681818;B;XP4;82131;260
80021;8;225;20;21;2;0;20;17,48;19,33;17,68;2;Qty;10;0,148725;0;82000;20,9895;230;361;0;0,14416476;-0,011312217;1,441647597;-0,113122172;201;308;1,5;0,049751244;0,032467532;B;XP4;82021;230
80034;8;225;6;34;2;0;20;18,65;19,4;17,82;2;Qty;5;0,196382;0;82000;20,9895;230;361;0;0,072386059;0,04657688;0,361930295;0,2328844;201;308;1,5;0,024875622;0,016233766;B;XP4;82034;230
80024;8;229;4;24;2;0;20;17,5;18,43;15,89;2;Qty;5;0,151191;0;82000;20,9895;230;361;0;0,142857143;0,101321586;0,714285714;0,50660793;201;308;1,5;0,024875622;0,016233766;B;XP4;82024;230
80040;8;229;17;40;1;2;24;19,61;19,61;19,33;2;Qty;4;0,257167;0;81000;19,9078;230;151;0;0,223865375;0,014485256;0,895461499;0,057941024;220;110;0,5;0,018181818;0,036363636;B;XP4;81040;240
80040;8;237;7;40;1;1;24;20,5;20,5;15,64;1;Qty;6;0,336045;1;81100;22,6665;240;311;151;0,170731707;0,310741688;1,024390244;1,864450128;230;297;1,3;0,026086957;0,02020202;B;XP4;81140;240
80059;8;249;7;59;1;4;32;19,68;29,26;19,14;0;Qty;10;0,959447;2;81200;29,305;250;261;224;0,62601626;0,028213166;6,260162602;0,282131661;50;376;7,5;0,2;0,026595745;R;XP4;81259;290
80057;8;255;7;57;1;1;24;19,55;20,5;15,64;1;Qty;2;0,336045;1;81100;22,6665;260;311;151;0,227621483;0,25;0,455242967;0,5;230;297;1,3;0,008695652;0,006734007;R;XP4;81157;270
80031;8;258;7;31;2;1;24;18,8;20,25;19,52;3;Qty;6;0,215632;0;82000;20,9895;260;361;0;0,276595745;-0,036885246;1,659574468;-0,221311475;201;308;1,5;0,029850746;0,019480519;B;XP4;82031;260
80069;8;266;20;69;2;1;24;18,57;19,69;16,2;1;Qty;10;0,399387;1;82100;23,1842;270;597;160;0,292407108;0,146296296;2,924071082;1,462962963;228;704;3,1;0,043859649;0,014204545;T;XP4;82169;270
80057;8;271;14;57;1;2;24;21,1;21,1;19,55;2;Qty;8;0,355031;1;81100;22,6665;270;311;151;0,137440758;0,079283887;1,099526066;0,6342711;230;297;1,3;0,034782609;0,026936027;R;XP4;81157;270
80059;8;294;7;59;1;4;32;19,68;29,26;19,14;0;Qty;1;0,959447;2;81200;29,305;290;261;224;0,62601626;0,028213166;0,62601626;0,028213166;50;376;7,5;0,02;0,002659574;R;XP4;81259;290
90057;9;1;2;57;0;3;32;19,21;20,41;15,87;0;Qty;10;0,644836;1;90100;24,95;0;383;181;0,665799063;0,210459987;6,65799063;2,104599874;230;287;1,2;0,043478261;0,034843206;R;XP4;90157;100
90060;9;2;3;60;0;2;28;19,51;37,49;15,75;0;Qty;10;0,611572;1;90100;24,95;0;383;181;0,435161456;0,238730159;4,351614557;2,387301587;230;287;1,2;0,043478261;0,034843206;R;XP4;90160;100
90065;9;2;4;65;2;1;28;22,71;18,17;13,48;0;Qty;10;0,406942;1;92100;22,8716;0;704;288;0,232937032;0,684718101;2,329370321;6,847181009;229;688;3;0,043668122;0,014534884;R;XP4;92165;150
90057;9;3;4;57;2;3;36;33,34;37,23;19,23;0;Qty;10;0,9999;2;92200;25,656;0;431;343;0,079784043;0,73374935;0,797840432;7,3374935;70;471;6,7;0,142857143;0,021231423;R;XP4;92257;100
90060;9;5;7;60;1;4;36;33,5;45,78;19,11;0;Qty;10;0,931732;2;91200;25,8278;10;376;291;0,074626866;0,753008896;0,746268657;7,530088959;50;325;6,5;0,2;0,030769231;R;XP4;91260;100
90063;9;8;4;63;2;1;28;19,34;18,17;13,48;0;Qty;10;0,406942;1;92100;22,8716;10;704;288;0,447776629;0,434718101;4,477766287;4,347181009;229;688;3;0,043668122;0,014534884;R;XP4;92163;70
90062;9;17;5;62;2;1;36;25,51;25,56;19,04;0;Qty;10;0,830352;2;92200;25,656;20;431;343;0,41121129;0,339810924;4,112112897;3,398109244;70;471;6,7;0,142857143;0,021231423;R;XP4;92262;20
90048;9;20;20;48;2;4;36;20,57;20,78;15,92;0;Qty;10;0,810726;2;92200;25,656;20;431;343;0,750121536;0,292085427;7,501215362;2,920854271;70;471;6,7;0,142857143;0,021231423;N;XP4;92248;20
90062;9;20;7;62;1;3;32;21,04;40,01;18,91;0;Qty;10;0,782556;2;91200;25,8278;20;376;291;0,520912548;0,112638815;5,209125475;1,126388154;50;325;6,5;0,2;0,030769231;R;XP4;91262;20
90062;9;23;13;62;0;1;36;23,08;33,03;17,6;0;Qty;10;0,864913;2;90200;26,2206;20;352;352;0,559792028;0,311363636;5,597920277;3,113636364;70;351;5;0,142857143;0,028490028;R;XP4;90262;20
90052;9;24;13;52;0;1;32;18,94;33,03;17,6;0;Qty;10;0,864913;2;90200;26,2206;20;352;352;0,689545935;0,076136364;6,895459345;0,761363636;70;351;5;0,142857143;0,028490028;N;XP4;90252;30
90053;9;25;1;53;0;4;32;21,44;21,44;16,66;0;Qty;10;0,73904;2;90200;26,2206;30;352;352;0,492537313;0,286914766;4,925373134;2,869147659;70;351;5;0,142857143;0,028490028;N;XP4;90253;30
90053;9;28;15;53;2;1;32;21,88;22,11;18,27;0;Qty;10;0,618572;1;92100;22,8716;30;704;288;0,462522852;0,19759168;4,625228519;1,975916804;229;688;3;0,043668122;0,014534884;N;XP4;92153;30
90052;9;28;7;52;2;3;32;21,54;21,54;17,43;0;Qty;10;0,76436;2;92200;25,656;30;431;343;0,485608171;0,235800344;4,856081708;2,358003442;70;471;6,7;0,142857143;0,021231423;N;XP4;92252;30
90055;9;31;3;55;0;2;32;24,71;37,49;15,75;0;Qty;7;0,611572;1;90100;24,95;30;383;181;0,295022258;0,568888889;2,065155807;3,982222222;230;287;1,2;0,030434783;0,024390244;R;XP4;90155;60
90055;9;32;3;55;0;3;32;24,71;20,82;15,43;0;Qty;3;0,9326;2;90200;26,2206;30;352;352;0,295022258;0,601425794;0,885066775;1,804277382;70;351;5;0,042857143;0,008547009;R;XP4;90255;60
90054;9;34;7;54;1;4;36;33,5;45,78;19,11;0;Qty;10;0,931732;2;91200;25,8278;30;376;291;0,074626866;0,753008896;0,746268657;7,530088959;50;325;6,5;0,2;0,030769231;R;XP4;91254;190
90043;9;37;9;43;0;2;32;22;22,23;18,24;0;Qty;10;0,7326;2;90200;26,2206;40;352;352;0,454545455;0,206140351;4,545454545;2,061403509;70;351;5;0,142857143;0,028490028;N;XP4;90243;40
90047;9;37;2;47;1;3;32;20,49;20,49;18,8;1;Qty;10;0,613792;1;91100;22,1863;40;297;114;0,561737433;0,089893617;5,617374329;0,89893617;230;272;1,2;0,043478261;0,036764706;N;XP4;91147;40
90035;9;38;2;35;0;0;20;17,89;18,08;15,84;1;Qty;10;0,0528261;0;90000;20,328;40;110;19;0,117942985;0,129419192;1,179429849;1,294191919;200;149;0,7;0,05;0,067114094;B;XP4;90035;60
90043;9;39;18;43;2;6;32;18,73;18,92;14,98;0;Qty;10;0,605525;1;92100;22,8716;40;704;288;0,708489055;0,250333778;7,08489055;2,503337784;229;688;3;0,043668122;0,014534884;N;XP4;92143;40
90047;9;41;19;47;2;1;32;20,88;22,23;18,81;0;Qty;10;0,722914;2;92200;25,656;40;431;343;0,53256705;0,110047847;5,325670498;1,100478469;70;471;6,7;0,142857143;0,021231423;N;XP4;92247;40
90043;9;41;9;43;1;2;32;20,85;21,46;17,1;0;Qty;10;0,682273;2;91200;25,8278;40;376;291;0,534772182;0,219298246;5,347721823;2,192982456;50;325;6,5;0,2;0,030769231;N;XP4;91243;40
90047;9;41;19;47;0;1;32;25,91;26,18;20,95;0;Qty;10;0,9999;2;90200;26,2206;40;352;352;0,235044384;0,236754177;2,350443844;2,367541766;70;351;5;0,142857143;0,028490028;N;XP4;90247;40
90039;9;46;19;39;2;0;20;18,84;19,11;16,55;2;Qty;10;0,324391;0;92000;21,6785;50;308;0;0,061571125;0,13836858;0,615711253;1,383685801;199;227;1,1;0,050251256;0,044052863;B;XP4;92039;70
90066;9;49;3;66;0;3;32;20,92;20,82;15,43;0;Qty;10;0,9326;2;90200;26,2206;50;352;352;0,529636711;0,355800389;5,296367113;3,558003889;70;351;5;0,142857143;0,028490028;R;XP4;90266;180
90035;9;54;4;35;2;0;20;18,49;18,68;15,69;2;Qty;10;0,0982198;0;92000;21,6785;50;308;0;0,081665765;0,178457616;0,816657653;1,784576163;199;227;1,1;0,050251256;0,044052863;B;XP4;92035;60
90045;9;55;17;45;0;7;36;21,56;21,78;17,34;0;Qty;10;0,9999;2;90200;26,2206;60;352;352;0,669758813;0,243367935;6,697588126;2,433679354;70;351;5;0,142857143;0,028490028;N;XP4;90245;60
90045;9;56;18;45;2;6;32;18,73;18,92;14,98;0;Qty;1;0,605525;1;92100;22,8716;60;704;288;0,708489055;0,250333778;0,708489055;0,250333778;229;688;3;0,004366812;0,001453488;N;XP4;92145;60
90037;9;57;17;37;0;1;24;18,85;18,85;17,39;1;Qty;10;0,203838;0;90000;20,328;60;110;19;0,273209549;0,083956297;2,732095491;0,839562967;200;149;0,7;0,05;0,067114094;B;XP4;90037;80
90045;9;58;16;45;2;4;32;22,75;22,97;17,09;1;Qty;8;0,745744;2;92200;25,656;60;431;343;0,406593407;0,331187829;3,252747253;2,649502633;70;471;6,7;0,114285714;0,016985138;N;XP4;92245;60
90039;9;58;2;39;0;0;20;17,89;18,08;15,84;1;Qty;3;0,0528261;0;90000;20,328;60;110;19;0,117942985;0,129419192;0,353828955;0,388257576;200;149;0,7;0,015;0,020134228;B;XP4;90039;70
90040;9;60;8;40;2;1;24;17,81;17,99;14,32;2;Qty;8;0,321102;0;92000;21,6785;60;308;0;0,347557552;0,243715084;2,780460415;1,94972067;199;227;1,1;0,040201005;0,035242291;B;XP4;92040;80
90035;9;60;10;35;1;2;24;17,9;18,28;15,69;1;Qty;10;0,292231;0;91000;20,875;60;110;0;0,340782123;0,140854047;3,407821229;1,408540472;220;144;0,7;0,045454545;0,069444444;B;XP4;91035;60
90066;9;60;6;66;2;1;32;20,92;24,26;18,79;1;Qty;10;0,613496;1;92100;22,8716;60;704;288;0,529636711;0,113358169;5,296367113;1,133581692;229;688;3;0,043668122;0,014534884;R;XP4;92166;180
90065;9;61;2;65;1;3;32;20,49;20,49;18,8;1;Qty;7;0,613792;1;91100;22,1863;60;297;114;0,561737433;0,089893617;3,93216203;0,629255319;230;272;1,2;0,030434783;0,025735294;R;XP4;91165;150
90055;9;61;7;55;1;4;36;33,5;45,78;19,11;0;Qty;6;0,931732;2;91200;25,8278;60;376;291;0,074626866;0,753008896;0,447761194;4,518053375;50;325;6,5;0,12;0,018461538;R;XP4;91255;60
90037;9;63;16;37;1;2;24;18,59;18,59;15;1;Qty;10;0,369731;1;91100;22,1863;60;297;114;0,291016676;0,239333333;2,910166756;2,393333333;230;272;1,2;0,043478261;0,036764706;B;XP4;91137;80
90045;9;63;10;45;1;4;32;21,07;21,29;16,77;0;Qty;10;0,70482;2;91200;25,8278;60;376;291;0,518747034;0,256410256;5,187470337;2,564102564;50;325;6,5;0,2;0,030769231;N;XP4;91245;60
90040;9;64;10;40;1;2;24;18,09;18,28;15,69;1;Qty;10;0,292231;0;91000;20,875;60;110;0;0,326699834;0,152963671;3,266998342;1,529636711;220;144;0,7;0,045454545;0,069444444;B;XP4;91040;80
90027;9;64;7;27;1;0;20;18,79;18,98;17,09;1;Qty;10;0,0747715;0;91000;20,875;60;110;0;0,064395955;0,099473376;0,643959553;0,994733762;220;144;0,7;0,045454545;0,069444444;B;XP4;91027;110
90056;9;65;13;56;2;1;36;22,57;22,44;17,19;0;Qty;10;0,9999;2;92200;25,656;70;431;343;0,595037661;0,312972659;5,950376606;3,129726585;70;471;6,7;0,142857143;0,021231423;R;XP4;92256;70
90063;9;66;1;63;0;4;28;21,44;21,81;17,41;0;Qty;10;0,825563;2;90200;26,2206;70;352;352;0,305970149;0,231476163;3,059701493;2,314761631;70;351;5;0,142857143;0,028490028;R;XP4;90263;70
90050;9;66;10;50;1;3;28;19,89;20,1;18,03;1;Qty;4;0,538979;1;91100;22,1863;70;297;114;0,407742584;0,103161398;1,630970337;0,412645591;230;272;1,2;0,017391304;0,014705882;N;XP4;91150;160
90025;9;67;7;25;1;0;20;18,79;18,98;17,09;1;Qty;10;0,0747715;0;91000;20,875;70;110;0;0,064395955;0,099473376;0,643959553;0,994733762;220;144;0,7;0,045454545;0,069444444;B;XP4;91025;120
90040;9;70;4;40;2;1;24;18,92;18,92;14,98;1;Qty;2;0,379731;1;92100;22,8716;70;704;288;0,268498943;0,263017356;0,536997886;0,526034713;229;688;3;0,008733624;0,002906977;B;XP4;92140;80
90063;9;71;2;63;1;3;32;20,49;21,6;17,38;0;Qty;10;0,777286;2;91200;25,8278;70;376;291;0,561737433;0,178941312;5,617374329;1,789413119;50;325;6,5;0,2;0,030769231;R;XP4;91263;70
90064;9;71;15;64;2;1;32;22,28;22,11;18,27;0;Qty;10;0,618572;1;92100;22,8716;70;704;288;0,436265709;0,219485495;4,362657092;2,194854953;229;688;3;0,043668122;0,014534884;R;XP4;92164;80
90050;9;73;2;50;1;3;28;20,36;21,6;17,38;0;Qty;5;0,777286;2;91200;25,8278;70;376;291;0,37524558;0,17146145;1,876227898;0,85730725;50;325;6,5;0,1;0,015384615;N;XP4;91250;160
90060;9;73;4;60;2;1;28;18,17;18,17;13,48;0;Qty;5;0,406942;1;92100;22,8716;70;704;288;0,541001651;0,347922849;2,705008255;1,739614243;229;688;3;0,021834061;0,007267442;R;XP4;92160;100
90039;9;74;10;39;1;2;24;18,09;18,28;15,69;1;Qty;10;0,292231;0;91000;20,875;70;110;0;0,326699834;0,152963671;3,266998342;1,529636711;220;144;0,7;0,045454545;0,069444444;B;XP4;91039;70
90061;9;74;1;61;0;4;32;20,3;21,81;17,41;0;Qty;3;0,825563;2;90200;26,2206;70;352;352;0,57635468;0,165996554;1,729064039;0,497989661;70;351;5;0,042857143;0,008547009;R;XP4;90261;190
90064;9;74;12;64;1;2;32;23,04;22,35;17,66;1;Qty;10;0,658586;1;91100;22,1863;70;297;114;0,388888889;0,304643262;3,888888889;3,046432616;230;272;1,2;0,043478261;0,036764706;R;XP4;91164;80
90030;9;76;16;30;1;2;24;18,49;18,59;15;1;Qty;10;0,369731;1;91100;22,1863;80;297;114;0,297998918;0,232666667;2,979989183;2,326666667;230;272;1,2;0,043478261;0,036764706;B;XP4;91130;100
90059;9;76;4;59;2;1;28;17,98;19,15;15,44;0;Qty;10;0,4951;1;92100;22,8716;80;704;288;0,557285873;0,164507772;5,572858732;1,64507772;229;688;3;0,043668122;0,014534884;R;XP4;92159;230
90023;9;76;7;23;1;0;20;18,22;18,98;17,09;1;Qty;5;0,0747715;0;91000;20,875;80;110;0;0,097694841;0,066120538;0,488474204;0,330602692;220;144;0,7;0,022727273;0,034722222;B;XP4;91023;120
90064;9;77;3;64;0;3;32;21,86;20,82;15,43;0;Qty;10;0,9326;2;90200;26,2206;80;352;352;0,463860933;0,416720674;4,638609332;4,16720674;70;351;5;0,142857143;0,028490028;R;XP4;90264;80
90037;9;78;20;37;2;0;20;18,84;21,12;16,2;2;Qty;6;0,199387;0;92000;21,6785;80;308;0;0,061571125;0,162962963;0,369426752;0,977777778;199;227;1,1;0,030150754;0,026431718;B;XP4;92037;80
90023;9;78;4;23;2;0;20;18,46;18,68;15,69;2;Qty;7;0,0982198;0;92000;21,6785;80;308;0;0,083423619;0,17654557;0,58396533;1,235818993;199;227;1,1;0,035175879;0,030837004;B;XP4;92023;120
90057;9;78;10;57;1;2;24;18,09;18,28;15,69;1;Qty;1;0,292231;0;91000;20,875;80;110;0;0,326699834;0,152963671;0,326699834;0,152963671;220;144;0,7;0,004545455;0,006944444;R;XP4;91057;100
90040;9;79;17;40;0;1;20;18,78;18,85;17,39;1;Qty;10;0,203838;0;90000;20,328;80;110;19;0,064962726;0,079930995;0,649627263;0,799309948;200;149;0,7;0,05;0,067114094;B;XP4;90040;80
90027;9;80;13;27;0;0;20;18,75;18,94;17,56;1;Qty;10;0,103218;0;90000;20,328;80;110;19;0,066666667;0,067767654;0,666666667;0,677676538;200;149;0,7;0,05;0,067114094;B;XP4;90027;110
90041;9;83;3;41;0;3;36;20,82;20,82;15,43;0;Qty;9;0,9326;2;90200;26,2206;80;352;352;0,729106628;0,349319507;6,561959654;3,143875567;70;351;5;0,128571429;0,025641026;N;XP4;90241;100
90059;9;84;7;59;1;3;32;19,68;40,01;18,91;0;Qty;8;0,782556;2;91200;25,8278;80;376;291;0,62601626;0,040719196;5,008130081;0,32575357;50;325;6,5;0,16;0,024615385;R;XP4;91259;230
90049;9;85;5;49;2;1;36;25,56;25,56;19,04;0;Qty;10;0,830352;2;92200;25,656;90;431;343;0,408450704;0,342436975;4,084507042;3,424369748;70;471;6,7;0,142857143;0,021231423;N;XP4;92249;90
90025;9;85;18;25;2;3;20;18,45;19,7;16,53;1;Qty;10;0,356741;1;92100;22,8716;90;704;288;0,08401084;0,11615245;0,840108401;1,161524501;229;688;3;0,043668122;0,014534884;B;XP4;92125;120
90044;9;88;8;44;2;3;32;20,89;21,11;16,58;0;Qty;10;0,670175;2;92200;25,656;90;431;343;0,531833413;0,259951749;5,318334131;2,599517491;70;471;6,7;0,142857143;0,021231423;N;XP4;92244;100
90030;9;89;8;30;2;1;24;17,81;20,11;17,35;1;Qty;10;0,349944;1;92100;22,8716;90;704;288;0,347557552;0,026512968;3,475575519;0,265129683;229;688;3;0,043668122;0,014534884;B;XP4;92130;100
90042;9;90;8;42;2;3;32;20,89;21,11;16,58;0;Qty;10;0,670175;2;92200;25,656;90;431;343;0,531833413;0,259951749;5,318334131;2,599517491;70;471;6,7;0,142857143;0,021231423;N;XP4;92242;180
90041;9;90;12;41;1;2;32;22,35;22,35;17,66;1;Qty;10;0,658586;1;91100;22,1863;90;297;114;0,431767338;0,265571914;4,317673378;2,655719139;230;272;1,2;0,043478261;0,036764706;N;XP4;91141;100
90041;9;93;17;41;0;7;36;21,78;21,78;17,34;0;Qty;1;0,9999;2;90200;26,2206;90;352;352;0,652892562;0,256055363;0,652892562;0,256055363;70;351;5;0,014285714;0,002849003;N;XP4;90241;100
90030;9;93;6;30;0;0;20;16,39;16,56;12,8;1;Qty;6;0,140451;0;90000;20,328;90;110;19;0,220256254;0,28046875;1,321537523;1,6828125;200;149;0,7;0,03;0,040268456;B;XP4;90030;100
90044;9;95;12;44;1;2;32;22,31;22,35;17,66;1;Qty;10;0,658586;1;91100;22,1863;100;297;114;0,434334379;0,263306908;4,343343792;2,633069083;230;272;1,2;0,043478261;0,036764706;N;XP4;91144;100
90024;9;95;9;24;1;0;20;18,58;19,55;18,24;1;Qty;10;0,212933;0;91000;20,875;100;110;0;0,076426265;0,018640351;0,764262648;0,186403509;220;144;0,7;0,045454545;0,069444444;B;XP4;91024;120
90041;9;96;4;41;2;1;28;18,17;19,15;15,44;0;Qty;10;0,4951;1;92100;22,8716;100;704;288;0,541001651;0,176813472;5,410016511;1,768134715;229;688;3;0,043668122;0,014534884;N;XP4;92141;100
90057;9;96;16;57;1;2;24;18,59;18,59;15;1;Qty;5;0,369731;1;91100;22,1863;100;297;114;0,291016676;0,239333333;1,455083378;1,196666667;230;272;1,2;0,02173913;0,018382353;R;XP4;91157;100
90044;9;96;13;44;0;1;32;30,16;33,03;17,6;0;Qty;10;0,864913;2;90200;26,2206;100;352;352;0,061007958;0,713636364;0,610079576;7,136363636;70;351;5;0,142857143;0,028490028;N;XP4;90244;100
90050;9;97;6;50;2;1;32;24,26;24,26;18,79;1;Qty;1;0,613496;1;92100;22,8716;100;704;288;0,319043693;0,291112294;0,319043693;0,291112294;229;688;3;0,004366812;0,001453488;N;XP4;92150;160
