IDBuyer;Day;Hour;Seller;Buyer;Prod;QualID;FinPrice;TransPrice;StdPrice;ProdPrice;Age;r;Qty;Quality;QualAdmId;IDAdmin;AdminPrice;Hour;supply;NewOffer;margBuyer;margSeller;VmargBuyer;VmargSeller;dem2;sup2;sup/dem;qty/dem;qty/off;BuyType;TypeXP;Idbuyer;dertrans
170026;17;135;3;26;0;0;20;17,19;17,23;17,23;1;Qty;10;0,169631;0;170000;17,1313;140;121;11;0,163467132;-0,002321532;1,634671321;-0,023215322;199;160;0,8;0,050251256;0,0625;B;XP4;170026;140
170021;17;136;4;21;2;0;20;18,36;18,55;16,15;2;Qty;10;0,196361;0;172000;20,9511;140;347;0;0,089324619;0,136842105;0,893246187;1,368421053;200;351;1,8;0,05;0,028490028;B;XP4;172021;210
170025;17;137;2;25;2;0;20;17,8;19,27;17,6;2;Qty;10;0,0933476;0;172000;20,9511;140;347;0;0,123595506;0,011363636;1,235955056;0,113636364;200;351;1,8;0,05;0,028490028;B;XP4;172025;140
170027;17;139;7;27;2;1;20;17,68;18,9;16,85;2;Qty;3;0,286347;0;172000;20,9511;140;347;0;0,131221719;0,04925816;0,393665158;0,147774481;200;351;1,8;0,015;0,008547009;B;XP4;172027;220
170031;17;141;7;31;2;1;24;18,71;18,9;16,85;2;Qty;8;0,286347;0;172000;20,9511;140;347;0;0,282736505;0,110385757;2,261892036;0,883086053;200;351;1,8;0,04;0,022792023;B;XP4;172031;180
170023;17;142;19;23;1;0;20;18,23;19,03;15,89;2;Qty;9;0,187227;0;171000;22,1775;140;80;0;0,097092704;0,147262429;0,873834339;1,325361863;221;151;0,7;0,040723982;0,059602649;B;XP4;171023;140
170022;17;143;3;22;0;1;24;16,42;16,5;15,87;1;Qty;10;0,305657;0;170000;17,1313;140;121;11;0,461632156;0,034656585;4,616321559;0,346565848;199;160;0,8;0,050251256;0,0625;B;XP4;170022;190
170038;17;143;3;38;0;0;20;17,17;17,23;17,23;1;Qty;9;0,169631;0;170000;17,1313;140;121;11;0,164822365;-0,003482298;1,483401281;-0,031340685;199;160;0,8;0,045226131;0,05625;B;XP4;170038;140
170034;17;145;3;34;0;0;20;17,23;17,23;17,23;1;Qty;4;0,169631;0;170000;17,1313;150;121;11;0,160766106;0;0,643064423;0;199;160;0,8;0,020100503;0,025;B;XP4;170034;170
170024;17;146;2;24;2;0;20;18,08;19,27;17,6;2;Qty;10;0,0933476;0;172000;20,9511;150;347;0;0,10619469;0,027272727;1,061946903;0,272727273;200;351;1,8;0,05;0,028490028;B;XP4;172024;150
170060;17;147;8;60;0;2;28;19,14;19,66;16,75;0;Qty;10;0,517587;1;170100;22,5731;150;269;114;0,462904911;0,142686567;4,629049112;1,426865672;231;298;1,3;0,043290043;0,033557047;R;XP4;170160;210
170069;17;148;10;69;2;1;24;18,96;18,96;16,97;2;Qty;4;0,219403;0;172000;20,9511;150;347;0;0,265822785;0,117265763;1,063291139;0,469063052;200;351;1,8;0,02;0,011396011;T;XP4;172069;290
170058;17;148;3;58;0;2;28;19,16;19,21;15,85;0;Qty;1;0,595371;1;170100;22,5731;150;269;114;0,461377871;0,208832808;0,461377871;0,208832808;231;298;1,3;0,004329004;0,003355705;R;XP4;170158;280
170032;17;151;4;32;2;0;20;18,55;18,55;16,15;2;Qty;10;0,196361;0;172000;20,9511;150;347;0;0,078167116;0,148606811;0,781671159;1,486068111;200;351;1,8;0,05;0,028490028;B;XP4;172032;190
170039;17;154;3;39;0;1;20;17,23;16,5;15,87;1;Qty;6;0,305657;0;170000;17,1313;150;121;11;0,160766106;0,085696282;0,964596634;0,514177694;199;160;0,8;0,030150754;0,0375;B;XP4;170039;150
170031;17;156;2;31;2;1;24;21,21;21,21;19,8;3;Qty;2;0,3999;1;172100;22,6221;160;803;281;0,131541726;0,071212121;0,263083451;0,142424242;230;812;3,5;0,008695652;0,002463054;B;XP4;172131;180
170063;17;158;20;63;2;2;28;19,21;19,21;15,8;0;Qty;10;0,575556;1;172100;22,6221;160;803;281;0,45757418;0,215822785;4,575741801;2,158227848;230;812;3,5;0,043478261;0,012315271;R;XP4;172163;260
170032;17;159;8;32;0;1;24;15,99;16,34;15,55;1;Qty;9;0,319717;0;170000;17,1313;160;121;11;0,500938086;0,02829582;4,508442777;0,254662379;199;160;0,8;0,045226131;0,05625;B;XP4;170032;190
170064;17;160;3;64;0;3;32;20,67;20,67;16,41;0;Qty;1;0,752529;2;170200;24,944;160;425;425;0,548137397;0,259597806;0,548137397;0,259597806;70;390;5,6;0,014285714;0,002564103;R;XP4;170264;180
170034;17;161;16;34;1;2;28;20,41;20,73;17,13;1;Qty;10;0,493813;1;171100;24,3333;160;289;96;0,371876531;0,191476941;3,718765311;1,91476941;230;354;1,5;0,043478261;0,028248588;B;XP4;171134;170
170028;17;164;4;28;2;0;20;18,55;18,55;16,15;2;Qty;8;0,196361;0;172000;20,9511;160;347;0;0,078167116;0,148606811;0,625336927;1,188854489;200;351;1,8;0,04;0,022792023;B;XP4;172028;160
170036;17;164;15;36;2;1;28;19,6;19,6;16,59;1;Qty;10;0,508671;1;172100;22,6221;160;803;281;0,428571429;0,181434599;4,285714286;1,814345992;230;812;3,5;0,043478261;0,012315271;B;XP4;172136;170
170036;17;167;10;36;1;1;20;18,84;19,11;16,06;1;Qty;10;0,144838;0;171000;22,1775;170;80;0;0,061571125;0,173100872;0,615711253;1,731008717;221;151;0,7;0,045248869;0,066225166;B;XP4;171036;170
170034;17;169;17;34;0;2;20;17,83;18,53;18,53;1;Qty;6;0,271902;0;170000;17,1313;170;121;11;0,121704992;-0,037776579;0,73022995;-0,226659471;199;160;0,8;0,030150754;0,0375;B;XP4;170034;170
170031;17;170;3;31;0;1;20;17,23;16,5;15,87;1;Qty;4;0,305657;0;170000;17,1313;170;121;11;0,160766106;0,085696282;0,643064423;0,342785129;199;160;0,8;0,020100503;0,025;B;XP4;170031;180
170022;17;171;20;22;2;1;24;20,46;22,89;16,75;2;Qty;10;0,222458;0;172000;20,9511;170;347;0;0,173020528;0,221492537;1,730205279;2,214925373;200;351;1,8;0,05;0,028490028;B;XP4;172022;190
170069;17;173;15;69;2;0;24;19,99;20,67;17,6;3;Qty;6;0,248128;0;172000;20,9511;170;347;0;0,2006003;0,135795455;1,203601801;0,814772727;200;351;1,8;0,03;0,017094017;T;XP4;172069;290
170029;17;174;9;29;1;0;20;18,8;19,43;16,69;2;Qty;1;0,0173512;0;171000;22,1775;170;80;0;0,063829787;0,126423008;0,063829787;0,126423008;221;151;0,7;0,004524887;0,006622517;B;XP4;171029;240
170068;17;178;19;68;0;1;36;22,61;22,87;19,02;0;Qty;10;0,853181;2;170200;24,944;180;425;425;0,592215834;0,188748686;5,922158337;1,887486856;70;390;5,6;0,142857143;0,025641026;T;XP4;170268;180
170064;17;179;12;64;1;2;32;23,94;23,94;19,51;1;Qty;9;0,69688;2;171200;28,37;180;325;268;0,336675021;0,227063045;3,030075188;2,043567401;50;348;7;0,18;0,025862069;R;XP4;171264;180
170062;17;180;12;62;1;2;32;23,94;24,34;20,31;1;Qty;10;0,733233;2;171200;28,37;180;325;268;0,336675021;0,17872969;3,366750209;1,787296898;50;348;7;0,2;0,028735632;R;XP4;171262;270
170031;17;180;17;31;0;2;20;18,34;18,53;18,53;1;Qty;6;0,271902;0;170000;17,1313;180;121;11;0,090512541;-0,010253643;0,543075245;-0,061521856;199;160;0,8;0,030150754;0,0375;B;XP4;170031;180
170068;17;181;13;68;2;0;20;16,94;21,24;19,86;3;Qty;10;0,342386;1;172100;22,6221;180;803;281;0,180637544;-0,147029204;1,806375443;-1,470292044;230;812;3,5;0,043478261;0,012315271;T;XP4;172168;180
170061;17;184;10;61;1;3;24;19,83;19,83;15,33;0;Qty;3;0,543412;1;171100;24,3333;180;289;96;0,210287443;0,293542074;0,63086233;0,880626223;230;354;1,5;0,013043478;0,008474576;R;XP4;171161;200
170022;17;187;3;22;1;0;20;18,88;19,15;16,14;2;Qty;10;0,19288;0;171000;22,1775;190;80;0;0,059322034;0,16976456;0,593220339;1,697645601;221;151;0,7;0,045248869;0,066225166;B;XP4;171022;190
170033;17;189;19;33;2;0;24;20,08;20,08;17,55;2;Qty;5;0,385663;1;172100;22,6221;190;803;281;0,195219124;0,144159544;0,976095618;0,720797721;230;812;3,5;0,02173913;0,006157635;B;XP4;172133;200
170056;17;193;12;56;1;2;32;23,94;24,34;20,31;1;Qty;6;0,733233;2;171200;28,37;190;325;268;0,336675021;0,17872969;2,020050125;1,072378139;50;348;7;0,12;0,017241379;R;XP4;171256;240
170032;17;194;17;32;0;2;24;18,53;18,53;18,53;1;Qty;1;0,271902;0;170000;17,1313;190;121;11;0,295196978;0;0,295196978;0;199;160;0,8;0,005025126;0,00625;B;XP4;170032;190
170066;17;195;12;66;1;2;32;23,34;24,34;20,31;1;Qty;1;0,733233;2;171200;28,37;200;325;268;0,371036847;0,149187592;0,371036847;0,149187592;50;348;7;0,02;0,002873563;R;XP4;171266;210
170061;17;196;16;61;2;5;36;21,78;21,89;19;0;Qty;2;0,883865;2;172200;24,7944;200;450;381;0,652892562;0,146315789;1,305785124;0,292631579;69;453;6,6;0,028985507;0,004415011;R;XP4;172261;200
170033;17;196;15;33;2;0;24;20,26;20,67;17,6;3;Qty;5;0,248128;0;172000;20,9511;200;347;0;0,184600197;0,151136364;0,923000987;0,755681818;200;351;1,8;0,025;0,014245014;B;XP4;172033;200
170021;17;196;17;21;0;2;20;18,53;18,53;18,53;1;Qty;10;0,271902;0;170000;17,1313;200;121;11;0,079330815;0;0,793308149;0;199;160;0,8;0,050251256;0,0625;B;XP4;170021;210
170063;17;202;1;63;0;3;28;19,81;19,81;17,05;0;Qty;10;0,582683;1;170100;22,5731;200;269;114;0,413427562;0,161876833;4,134275618;1,618768328;231;298;1,3;0,043290043;0,033557047;R;XP4;170163;260
170033;17;203;18;33;1;3;20;18,8;20,32;16,31;1;Qty;3;0,355538;1;171100;24,3333;200;289;96;0,063829787;0,152667075;0,191489362;0,458001226;230;354;1,5;0,013043478;0,008474576;B;XP4;171133;200
170060;17;205;12;60;1;3;36;23,95;23,95;19,54;0;Qty;10;0,899347;2;171200;28,37;210;325;268;0,503131524;0,22569089;5,03131524;2,256908905;50;348;7;0,2;0,028735632;R;XP4;171260;210
170021;17;206;10;21;1;1;20;18,82;19,11;16,06;1;Qty;8;0,144838;0;171000;22,1775;210;80;0;0,062699256;0,171855542;0,501594049;1,374844334;221;151;0,7;0,036199095;0,052980132;B;XP4;171021;210
170066;17;207;19;66;0;1;32;20,84;22,87;19,02;0;Qty;10;0,853181;2;170200;24,944;210;425;425;0,535508637;0,095688749;5,355086372;0,956887487;70;390;5,6;0,142857143;0,025641026;R;XP4;170266;210
170021;17;210;3;21;1;0;20;18,9;19,15;16,14;2;Qty;2;0,19288;0;171000;22,1775;210;80;0;0,058201058;0,171003717;0,116402116;0,342007435;221;151;0,7;0,009049774;0,013245033;B;XP4;171021;210
170059;17;214;12;59;1;3;32;23,68;23,95;19,54;0;Qty;10;0,899347;2;171200;28,37;210;325;268;0,351351351;0,211873081;3,513513514;2,118730809;50;348;7;0,2;0,028735632;R;XP4;171259;220
170027;17;218;17;27;0;2;20;18,53;18,53;18,53;1;Qty;10;0,271902;0;170000;17,1313;220;121;11;0,079330815;0;0,793308149;0;199;160;0,8;0,050251256;0,0625;B;XP4;170027;220
170062;17;222;12;62;1;3;32;23,94;23,95;19,54;0;Qty;7;0,899347;2;171200;28,37;220;325;268;0,336675021;0,22517912;2,356725146;1,576253838;50;348;7;0,14;0,020114943;R;XP4;171262;270
170059;17;224;17;59;0;4;28;19,61;20,09;17,62;1;Qty;10;0,587234;1;170100;22,5731;220;269;114;0,427842937;0,112939841;4,278429373;1,129398411;231;298;1,3;0,043290043;0,033557047;R;XP4;170159;220
170056;17;232;12;56;1;3;32;23,94;24,57;20,78;0;Qty;6;0,9999;2;171200;28,37;230;325;268;0,336675021;0,152069297;2,020050125;0,912415784;50;348;7;0,12;0,017241379;R;XP4;171256;240
170029;17;236;17;29;0;2;20;18,53;18,53;18,53;1;Qty;6;0,271902;0;170000;17,1313;240;121;11;0,079330815;0;0,475984889;0;199;160;0,8;0,030150754;0,0375;B;XP4;170029;240
170056;17;241;19;56;0;1;36;22,87;22,87;19,02;0;Qty;10;0,853181;2;170200;24,944;240;425;425;0,574114561;0,202418507;5,741145606;2,024185068;70;390;5,6;0,142857143;0,025641026;R;XP4;170256;240
170063;17;242;1;63;0;3;28;19,81;19,81;17,05;0;Qty;10;0,582683;1;170100;22,5731;240;269;114;0,413427562;0,161876833;4,134275618;1,618768328;231;298;1,3;0,043290043;0,033557047;R;XP4;170163;260
170063;17;259;12;63;1;3;32;22,72;24,57;20,78;0;Qty;10;0,9999;2;171200;28,37;260;325;268;0,408450704;0,093358999;4,084507042;0,93358999;50;348;7;0,2;0,028735632;R;XP4;171263;260
170062;17;265;19;62;0;1;36;22,87;22,87;19,02;0;Qty;2;0,853181;2;170200;24,944;270;425;425;0,574114561;0,202418507;1,148229121;0,404837014;70;390;5,6;0,028571429;0,005128205;R;XP4;170262;270
170058;17;266;1;58;0;3;28;18,81;19,81;17,05;0;Qty;1;0,582683;1;170100;22,5731;270;269;114;0,48856991;0,103225806;0,48856991;0,103225806;231;298;1,3;0,004329004;0,003355705;R;XP4;170158;280
170058;17;283;12;58;1;3;32;23,94;24,57;20,78;0;Qty;5;0,9999;2;171200;28,37;280;325;268;0,336675021;0,152069297;1,683375104;0,760346487;50;348;7;0,1;0,014367816;R;XP4;171258;280
170069;17;288;3;69;1;1;28;20,26;20,26;16,19;1;Qty;10;0,427336;1;171100;24,3333;290;289;96;0,382033564;0,251389747;3,820335637;2,513897468;230;354;1,5;0,043478261;0,028248588;T;XP4;171169;290
180065;18;4;3;65;1;2;32;20,57;33,04;17,48;0;Qty;10;0,700071;2;181200;26,1094;0;348;284;0,555663588;0,176773455;5,556635877;1,767734554;50;343;6,9;0,2;0,029154519;R;XP4;181265;10
180060;18;4;8;60;0;3;28;19,14;32,34;16,41;0;Qty;10;0,699436;2;180200;29,0463;0;390;390;0,462904911;0,166361974;4,629049112;1,663619744;70;314;4,5;0,142857143;0,031847134;R;XP4;180260;200
180065;18;5;1;65;2;4;28;19,98;19,75;14,82;0;Qty;7;0,763237;2;182200;24,6876;10;453;344;0,401401401;0,348178138;2,80980981;2,437246964;70;469;6,7;0,1;0,014925373;R;XP4;182265;10
180063;18;10;20;63;2;2;28;19,21;27,86;16,41;1;Qty;6;0,433038;1;182100;22,895;10;812;319;0,45757418;0,170627666;2,745445081;1,023765996;229;722;3,2;0,026200873;0,008310249;R;XP4;182163;160
180063;18;12;20;63;2;2;28;19,21;27,15;15,99;0;Qty;4;0,548306;1;182100;22,895;10;812;319;0,45757418;0,20137586;1,83029672;0,80550344;229;722;3,2;0,017467249;0,005540166;R;XP4;182163;160
180054;18;14;7;54;1;4;36;33,5;37,93;18,69;0;Qty;10;0,823292;2;181200;26,1094;10;348;284;0,074626866;0,792402354;0,746268657;7,924023542;50;343;6,9;0,2;0,029154519;R;XP4;181254;130
180060;18;17;4;60;2;1;28;17,86;19,7;16,51;0;Qty;10;0,458533;1;182100;22,895;20;812;319;0,56774916;0,081768625;5,677491601;0,817686251;229;722;3,2;0,043668122;0,013850416;R;XP4;182160;200
180053;18;26;6;53;2;1;32;19,58;19,58;16,28;0;Qty;10;0,619033;1;182100;22,895;30;812;319;0,634320735;0,202702703;6,343207354;2,027027027;229;722;3,2;0,043668122;0,013850416;N;XP4;182153;30
180053;18;29;1;53;1;5;36;21,69;21,69;17,28;0;Qty;10;0,9999;2;181200;26,1094;30;348;284;0,659751037;0,255208333;6,597510373;2,552083333;50;343;6,9;0,2;0,029154519;N;XP4;181253;30
180053;18;30;11;53;0;4;32;22,12;22,35;15,67;0;Qty;9;0,79688;2;180200;29,0463;30;390;390;0,446654611;0,41161455;4,019891501;3,704530951;70;314;4,5;0,128571429;0,02866242;N;XP4;180253;30
180055;18;32;6;55;2;2;36;23,66;24,36;16,78;0;Qty;10;0,833368;2;182200;24,6876;30;453;344;0,521555368;0,410011919;5,215553677;4,10011919;70;469;6,7;0,142857143;0,021321962;R;XP4;182255;40
180052;18;32;7;52;2;4;32;19,41;20,66;16,65;0;Qty;10;0,811061;2;182200;24,6876;30;453;344;0,648634724;0,165765766;6,486347244;1,657657658;70;469;6,7;0,142857143;0,021321962;N;XP4;182252;40
180055;18;33;8;55;0;3;32;21,91;32,34;16,41;0;Qty;10;0,699436;2;180200;29,0463;30;390;390;0,46052031;0,335161487;4,605203104;3,351614869;70;314;4,5;0,142857143;0,031847134;R;XP4;180255;40
180048;18;33;19;48;1;1;32;24;24,25;16,75;1;Qty;0;0,64744;1;181100;21,6612;30;354;122;0,333333333;0,432835821;0;0;220;208;0,9;0;0;N;XP4;181148;40
180055;18;36;7;55;1;4;36;33,5;37,93;18,69;0;Qty;10;0,823292;2;181200;26,1094;40;348;284;0,074626866;0,792402354;0,746268657;7,924023542;50;343;6,9;0,2;0,029154519;R;XP4;181255;40
180052;18;36;4;52;0;2;32;22,76;22,99;16,94;0;Qty;10;0,681123;2;180200;29,0463;40;390;390;0,405975395;0,343565525;4,059753954;3,435655254;70;314;4,5;0,142857143;0,031847134;N;XP4;180252;40
180054;18;37;6;54;2;1;32;18,95;19,58;16,28;0;Qty;10;0,619033;1;182100;22,895;40;812;319;0,688654354;0,164004914;6,886543536;1,64004914;229;722;3,2;0,043668122;0,013850416;R;XP4;182154;130
180048;18;37;2;48;2;4;36;21,41;21,49;18,31;0;Qty;10;0,852319;2;182200;24,6876;40;453;344;0,681457263;0,16930639;6,81457263;1,6930639;70;469;6,7;0,142857143;0,021321962;N;XP4;182248;40
180035;18;44;20;35;2;0;20;17,53;18,76;16,75;3;Qty;10;0,0224583;0;182000;20,7789;40;351;0;0,140901312;0,046567164;1,40901312;0,465671642;200;539;2,7;0,05;0,018552876;B;XP4;182035;60
180035;18;44;20;35;1;1;24;17,95;18,14;16,94;1;Qty;10;0,268752;0;181000;19,3563;40;151;0;0,337047354;0,059622196;3,370473538;0,59622196;220;158;0,7;0,045454545;0,063291139;B;XP4;181035;60
180023;18;45;6;23;0;0;20;16,72;16,89;15,34;1;Qty;10;0,176999;0;180000;18,4586;50;160;0;0,196172249;0,089960887;1,961722488;0,899608866;198;105;0,5;0,050505051;0,095238095;B;XP4;180023;140
180066;18;47;2;66;2;3;32;21,01;21,04;15,07;0;Qty;10;0,631285;1;182100;22,895;50;812;319;0,523084246;0,394160584;5,230842456;3,941605839;229;722;3,2;0,043668122;0,013850416;R;XP4;182166;50
180057;18;49;10;57;2;6;36;20,21;20,42;16,16;0;Qty;10;0,886483;2;182200;24,6876;50;453;344;0,781296388;0,250618812;7,812963879;2,506188119;70;469;6,7;0,142857143;0,021321962;R;XP4;182257;210
180037;18;49;18;37;2;2;20;18,31;18,54;16,32;1;Qty;10;0,291706;0;182000;20,7789;50;351;0;0,09229929;0,121936275;0,9229929;1,219362745;200;539;2,7;0,05;0,018552876;B;XP4;182037;90
180047;18;51;4;47;0;2;32;22,76;22,99;16,94;0;Qty;10;0,681123;2;180200;29,0463;50;390;390;0,405975395;0,343565525;4,059753954;3,435655254;70;314;4,5;0,142857143;0,031847134;N;XP4;180247;60
180039;18;53;8;39;2;1;20;17,79;17,79;14,81;1;Qty;10;0,278765;0;182000;20,7789;50;351;0;0,124227094;0,201215395;1,242270939;2,01215395;200;539;2,7;0,05;0,018552876;B;XP4;182039;70
180047;18;54;16;47;1;4;32;21,37;21,59;17,08;0;Qty;10;0,82258;2;181200;26,1094;50;348;284;0,497426299;0,25117096;4,974262985;2,511709602;50;343;6,9;0,2;0,029154519;N;XP4;181247;60
180035;18;56;4;35;0;1;20;17,82;18,01;17,57;1;Qty;10;0,308935;0;180000;18,4586;60;160;0;0,122334456;0,014228799;1,223344557;0,142287991;198;105;0,5;0,050505051;0,095238095;B;XP4;180035;60
180043;18;59;8;43;2;4;32;20,05;20,15;15,63;0;Qty;10;0,811766;2;182200;24,6876;60;453;344;0,596009975;0,282789507;5,960099751;2,827895074;70;469;6,7;0,142857143;0,021321962;N;XP4;182243;70
180059;18;59;4;59;2;1;28;18,32;19,7;16,51;0;Qty;10;0,458533;1;182100;22,895;60;812;319;0,528384279;0,109630527;5,283842795;1,09630527;229;722;3,2;0,043668122;0,013850416;R;XP4;182159;300
180047;18;59;6;47;2;1;32;19,38;19,58;16,28;0;Qty;10;0,619033;1;182100;22,895;60;812;319;0,651186791;0,19041769;6,511867905;1,904176904;229;722;3,2;0,043668122;0,013850416;N;XP4;182147;60
180045;18;59;6;45;2;1;32;19,58;19,58;16,28;0;Qty;10;0,619033;1;182100;22,895;60;812;319;0,634320735;0,202702703;6,343207354;2,027027027;229;722;3,2;0,043668122;0,013850416;N;XP4;182145;70
180045;18;63;16;45;1;4;32;21,54;21,59;17,08;0;Qty;10;0,82258;2;181200;26,1094;60;348;284;0,485608171;0,261124122;4,856081708;2,611241218;50;343;6,9;0,2;0,029154519;N;XP4;181245;70
180030;18;64;6;30;0;0;20;16,89;16,89;15,34;1;Qty;2;0,176999;0;180000;18,4586;60;160;0;0,184132623;0,101043025;0,368265246;0,20208605;198;105;0,5;0,01010101;0,019047619;B;XP4;180030;140
180046;18;64;9;46;0;2;36;22,77;23,01;16,99;0;Qty;10;0,81147;2;180200;29,0463;60;390;390;0,581027668;0,340200118;5,81027668;3,402001177;70;314;4,5;0,142857143;0,031847134;N;XP4;180246;80
180043;18;64;15;43;1;1;32;19,52;19,52;17,38;0;Qty;10;0,616349;1;181100;21,6612;60;354;122;0,639344262;0,123130035;6,393442623;1,231300345;220;208;0,9;0,045454545;0,048076923;N;XP4;181143;70
180045;18;65;5;45;0;1;36;22,79;22,9;16,76;0;Qty;10;0,849703;2;180200;29,0463;70;390;390;0,579640193;0,359785203;5,796401931;3,597852029;70;314;4,5;0,142857143;0,031847134;N;XP4;180245;70
180050;18;66;5;50;0;1;32;22,67;22,9;16,76;0;Qty;10;0,849703;2;180200;29,0463;70;390;390;0,411557124;0,352625298;4,11557124;3,526252983;70;314;4,5;0,142857143;0,031847134;N;XP4;180250;80
180043;18;66;11;43;0;5;32;22,35;24,39;19,75;0;Qty;10;0,858331;2;180200;29,0463;70;390;390;0,431767338;0,13164557;4,317673378;1,316455696;70;314;4,5;0,142857143;0,031847134;N;XP4;180243;70
180030;18;67;8;30;2;1;24;17,79;17,79;14,81;1;Qty;10;0,278765;0;182000;20,7789;70;351;0;0,349072513;0,201215395;3,490725126;2,01215395;200;539;2,7;0,05;0,018552876;B;XP4;182030;140
180039;18;69;1;39;1;1;24;19,37;19,57;19,58;2;Qty;10;0,291128;0;181000;19,3563;70;151;0;0,239029427;-0,01072523;2,390294269;-0,107252298;220;158;0,7;0,045454545;0,063291139;B;XP4;181039;70
180046;18;69;15;46;1;1;32;19,32;19,52;17,38;0;Qty;10;0,616349;1;181100;21,6612;70;354;122;0,6563147;0,111622555;6,563146998;1,116225547;220;208;0,9;0,045454545;0,048076923;N;XP4;181146;80
180050;18;71;20;50;1;2;28;18,91;19,11;16,57;0;Qty;10;0,548613;1;181100;21,6612;70;354;122;0,480698043;0,141219071;4,806980434;1,412190706;220;208;0,9;0,045454545;0,048076923;N;XP4;181150;80
180037;18;73;20;37;1;1;24;17,24;18,14;16,94;1;Qty;10;0,268752;0;181000;19,3563;70;151;0;0,392111369;0,017709563;3,921113689;0,177095632;220;158;0,7;0,045454545;0,063291139;B;XP4;181037;90
180025;18;75;15;25;1;0;20;18,34;18,53;17,72;2;Qty;6;0,20728;0;181000;19,3563;80;151;0;0,090512541;0,034988713;0,543075245;0,20993228;220;158;0,7;0,027272727;0,037974684;B;XP4;181025;130
180050;18;75;6;50;2;1;32;19,58;19,58;16,28;0;Qty;1;0,619033;1;182100;22,895;80;812;319;0,634320735;0,202702703;0,634320735;0,202702703;229;722;3,2;0,004366812;0,001385042;N;XP4;182150;80
180046;18;76;8;46;2;4;32;20,14;20,15;15,63;0;Qty;9;0,811766;2;182200;24,6876;80;453;344;0,588877855;0,288547665;5,299900695;2,596928983;70;469;6,7;0,128571429;0,019189765;N;XP4;182246;80
180061;18;77;13;61;0;1;32;21,74;23,95;18,86;0;Qty;10;0,919853;2;180200;29,0463;80;390;390;0,471941122;0,152704136;4,719411224;1,527041357;70;314;4,5;0,142857143;0,031847134;R;XP4;180261;200
180050;18;78;10;50;2;4;32;20,31;21,16;15,45;0;Qty;9;0,632502;1;182100;22,895;80;812;319;0,575578533;0,314563107;5,180206795;2,831067961;229;722;3,2;0,03930131;0,012465374;N;XP4;182150;80
180030;18;79;1;30;1;1;24;19,37;19,57;19,58;2;Qty;4;0,291128;0;181000;19,3563;80;151;0;0,239029427;-0,01072523;0,956117708;-0,042900919;220;158;0,7;0,018181818;0,025316456;B;XP4;181030;140
180040;18;82;4;40;0;1;20;17,9;18,01;17,57;1;Qty;10;0,308935;0;180000;18,4586;80;160;0;0,117318436;0,018782015;1,173184358;0,187820148;198;105;0,5;0,050505051;0,095238095;B;XP4;180040;190
180027;18;84;6;27;2;0;20;18,27;20,07;15,53;2;Qty;10;0,231234;0;182000;20,7789;80;351;0;0,09469075;0,176432711;0,946907499;1,764327109;200;539;2,7;0,05;0,018552876;B;XP4;182027;120
180061;18;84;16;61;2;5;36;21,78;37,37;19,69;0;Qty;10;0,878392;2;182200;24,6876;80;453;344;0,652892562;0,106145251;6,52892562;1,061452514;70;469;6,7;0,142857143;0,021321962;R;XP4;182261;200
180037;18;86;11;37;0;1;24;16,62;16,62;14,79;1;Qty;10;0,217841;0;180000;18,4586;90;160;0;0,444043321;0,123732252;4,440433213;1,237322515;198;105;0,5;0,050505051;0,095238095;B;XP4;180037;90
180059;18;87;4;59;0;3;28;23,69;23,93;18,82;0;Qty;5;0,774077;2;180200;29,0463;90;390;390;0,181933305;0,258767269;0,909666526;1,293836344;70;314;4,5;0,071428571;0,015923567;R;XP4;180259;300
180025;18;88;13;25;0;0;20;16,11;17,16;15,88;1;Qty;10;0,252143;0;180000;18,4586;90;160;0;0,241464929;0,014483627;2,414649286;0,144836272;198;105;0,5;0,050505051;0,095238095;B;XP4;180025;130
180044;18;95;8;44;2;4;32;19,94;20,15;15,63;0;Qty;10;0,811766;2;182200;24,6876;100;453;344;0,604814443;0,275751759;6,048144433;2,757517594;70;469;6,7;0,142857143;0,021321962;N;XP4;182244;100
180049;18;96;10;49;2;6;36;20,21;20,42;16,16;0;Qty;10;0,886483;2;182200;24,6876;100;453;344;0,781296388;0,250618812;7,812963879;2,506188119;70;469;6,7;0,142857143;0,021321962;N;XP4;182249;120
180041;18;101;5;41;0;1;36;22,84;22,9;16,76;0;Qty;2;0,849703;2;180200;29,0463;100;390;390;0,576182137;0,362768496;1,152364273;0,725536993;70;314;4,5;0,028571429;0,006369427;N;XP4;180241;120
180044;18;102;5;44;0;1;32;22,84;24,15;19,27;0;Qty;10;0,950378;2;180200;29,0463;100;390;390;0,401050788;0,185262065;4,010507881;1,852620654;70;314;4,5;0,142857143;0,031847134;N;XP4;180244;100
180042;18;102;13;42;0;1;32;22,77;23,95;18,86;0;Qty;10;0,919853;2;180200;29,0463;100;390;390;0,405357927;0,207317073;4,053579271;2,073170732;70;314;4,5;0,142857143;0,031847134;N;XP4;180242;120
180027;18;103;11;27;0;1;20;16,28;16,62;14,79;1;Qty;8;0,217841;0;180000;18,4586;100;160;0;0,228501229;0,100743746;1,828009828;0,805949966;198;105;0,5;0,04040404;0,076190476;B;XP4;180027;120
