D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pTypeAgent;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;GraphBoughtToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;1;H;34;118;-385.52;94.48;0.245072;385.52;94.48;0.245072;5;BuyerTF;00000000;6.3;0.2;5.57074;6.3;0.729263;2.5;0;8;10;3;0.75;0.122571;0.0639188;1;5;0.216828;0.01;1;0.122571;0.05;1;0.01;0;0;20;[[118:3:1]:[118:4:1]:[118:5:1]:[118:6:1]:[118:7:2]:[118:8:1]:[118:9:1]:[118:11:1]:[118:13:1]:[118:14:1]:[118:15:1]:[118:16:1]:[118:17:2]:];[[118:7:1]:[118:13:9]:[118:17:10]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-5.95;0.75;1.15385;13;
D;1;H;38;32;-313.22;86.78;0.277058;313.22;86.78;0.277058;5;BuyerBarbes;00000000;5.93333;0.2;5.64396;5.93333;0.289373;2.5;0;8;10;3;0.75;0.180271;0.0703991;0.0685366;5;0.625641;0.01;1;0.180271;0.05;1;0.01;1;5;20;[[32:3:1]:[32:4:1]:[32:5:1]:[32:6:1]:];[[32:5:4]:[32:6:16]:];10;2;1;20;0;0;0;1;0;1;0;0.15;-6;0.2;1;4;
D;1;H;39;82;-614.57;33.43;0.0543958;614.57;33.43;0.0543958;5;BuyerNeuilly;00000000;7.16639;0.2;5.65343;7.21639;1.56296;2.5;0;8;10;3;0.75;0.0380161;0.0403644;0.040543;5;0.827973;0.01;1;0.0380161;0.05;1;0.01;0;12;19;[[82:1:1]:[82:2:1]:[82:3:1]:[82:4:1]:[82:5:1]:[82:6:1]:[82:7:1]:[82:8:1]:[82:9:1]:[82:10:1]:[82:11:1]:[82:12:1]:[82:13:1]:[82:14:1]:[82:15:1]:[82:16:2]:[82:17:1]:[82:18:1]:[82:19:1]:[82:20:1]:];[[82:16:9]:[82:19:10]:];9.5;2;1;20;0.7;0.5;0;1;0;0.5;0;0.15;-6;1.05;1.05;20;
D;1;H;41;84;-519.04;120.96;0.233046;519.04;120.96;0.233046;5;BuyerNeuilly;00000000;6.2;0.2;5.68671;6.2;0.513295;2.5;0;8;10;3;0.75;0.0670506;0.0358207;0.0401205;5;0.695104;0.01;1;0.0670506;0.05;1;0.01;1;20;20;[[84:4:1]:[84:10:1]:[84:12:1]:[84:15:1]:[84:19:1]:[84:20:1]:];[[84:10:9]:[84:15:10]:[84:20:1]:];10;2;1;20;0.6;0;0;1;0;0.5;0;0.2;-5.95;0.3;1;6;
D;1;H;42;54;-200.41;99.59;0.496931;200.41;99.59;0.496931;5;BuyerBarbes;00000000;6.41639;0.2;5.71054;6.86639;1.15585;2.5;0;8;10;3;0.75;0.1633;0.0489048;0.0959247;5;0.71802;0.01;1;0.1633;0.05;1;0.01;0;20;15;[[54:1:1]:[54:2:1]:[54:3:1]:[54:4:1]:[54:5:2]:[54:6:1]:[54:7:1]:[54:8:1]:[54:9:1]:[54:10:1]:[54:11:1]:[54:12:1]:[54:13:1]:[54:14:1]:[54:15:1]:[54:16:1]:[54:17:1]:[54:18:1]:[54:19:1]:[54:20:1]:];[[54:2:5]:[54:9:3]:[54:17:7]:];7.5;2;1;20;0;2.5;0;1;0;0.5;0;0.2;-5.95;1.05;1.05;20;
D;1;H;43;43;-361.1;78.9;0.218499;361.1;78.9;0.218499;5;BuyerBarbes;00000000;5.96667;0.2;5.72291;5.96667;0.243756;2.5;0;8;10;3;0.75;0.0695387;0.0564495;0.0971529;5;0.631065;0.01;1;0.0695387;0.05;1;0.01;1;5;20;[[43:5:1]:[43:8:1]:[43:12:1]:];[[43:5:10]:[43:8:10]:];10;2;1;20;0.1;0;0;1;0;1;0;0.15;-6;0.15;1;3;
D;1;H;44;60;-377.6;102.4;0.271186;377.6;102.4;0.271186;5;BuyerBarbes;00000000;7.28306;0.2;5.74666;7.28306;1.5364;2.5;0;8;10;3;0.75;0.10937;0.0419373;0.100261;5;0.547673;0.01;1;0.10937;0.05;1;0.01;0;15;20;[[60:1:1]:[60:2:1]:[60:3:1]:[60:4:1]:[60:5:1]:[60:6:1]:[60:7:2]:[60:8:1]:[60:9:1]:[60:10:1]:[60:11:1]:[60:12:1]:[60:13:1]:[60:14:1]:[60:15:1]:[60:16:1]:[60:17:1]:[60:18:2]:[60:19:1]:[60:20:1]:];[[60:2:10]:[60:7:10]:];10;2;1;20;0.2;0;0;1;0;0.5;0;0.1;-6;1.1;1.1;20;
D;1;H;44;64;-636.16;83.84;0.131791;636.16;83.84;0.131791;5;BuyerNeuilly;00000000;6.11667;0.2;5.74719;6.11667;0.369475;2.5;0;8;10;3;0.75;0.149765;0.0854518;0.0297252;5;0.930983;0.01;1;0.149765;0.05;1;0.01;1;7;20;[[64:1:1]:[64:7:1]:[64:8:1]:[64:14:1]:[64:15:1]:];[[64:7:7]:[64:8:3]:[64:15:10]:];10;2;1;20;0.8;0;0;0.5;0;0.5;0;0.15;-5.95;0.25;1;5;
D;1;H;46;62;0;0;0;0;0;0;5;BuyerNeuilly;00000000;6.93306;0.2;5.77648;7.03306;1.25658;2.5;0;8;10;3;0.75;0.0353822;0.0404228;0.0515281;5;0.748871;0.01;1;0.0353822;0.05;1;0.01;0;2;0;[[62:1:1]:[62:2:1]:[62:3:1]:[62:4:1]:[62:5:1]:[62:6:2]:[62:7:1]:[62:8:1]:[62:9:1]:[62:10:1]:[62:11:1]:[62:12:1]:[62:13:1]:[62:14:1]:[62:15:1]:[62:16:2]:[62:17:1]:[62:18:1]:[62:19:1]:[62:20:1]:];[];0;2;1;20;0.7;10;0;1;0;1;0;0.05;-6.05;1.1;1.1;20;
D;1;H;46;70;-203.94;12.06;0.059135;203.94;12.06;0.059135;5;BuyerNeuilly;00000000;6.78306;0.2;5.77559;6.78306;1.00746;2.5;0;8;10;3;0.75;0.0400511;0.0329741;0.057308;5;0.858092;0.01;1;0.0400511;0.05;1;0.01;0;0;6;[[70:4:1]:[70:6:2]:[70:7:2]:[70:11:1]:[70:12:1]:[70:13:1]:[70:14:1]:[70:15:1]:[70:16:2]:[70:18:1]:[70:19:1]:[70:20:2]:];[[70:6:6]:];3;2;1;20;0.7;7;0;2;0;1;0;0.1;-6;0.8;1.33333;12;
D;1;H;47;48;-216.22;23.78;0.109981;216.22;23.78;0.109981;5;BuyerBarbes;00000000;6.76639;0.2;5.79253;6.76639;0.973856;2.5;0;8;10;3;0.75;0.00261639;0.0668617;0.106464;5;0.606112;0.01;1;0.00261639;0.05;1;0.01;0;0;10;[[48:2:1]:[48:3:1]:[48:4:1]:[48:5:1]:[48:6:1]:[48:7:1]:[48:8:1]:[48:9:1]:[48:11:2]:[48:12:1]:[48:13:1]:[48:14:1]:[48:17:1]:[48:19:1]:[48:20:1]:];[[48:6:8]:[48:9:2]:];5;2;1;20;0.2;5;0;1.5;0;0.5;0;0.15;-5.95;0.8;1.06667;15;
D;1;H;48;30;-228.9;51.1;0.223242;228.9;51.1;0.223242;5;BuyerBarbes;00000000;7.16639;0.2;5.808;7.18306;1.37506;2.5;0;8;10;3;0.75;0.112331;0.0324314;0.0869818;5;0.573512;0.01;1;0.112331;0.05;1;0.01;0;6;10;[[30:1:1]:[30:2:1]:[30:3:1]:[30:4:1]:[30:5:1]:[30:6:1]:[30:7:1]:[30:8:1]:[30:9:1]:[30:10:1]:[30:11:1]:[30:12:1]:[30:13:1]:[30:14:1]:[30:15:1]:[30:16:1]:[30:17:1]:[30:18:1]:[30:19:1]:[30:20:2]:];[[30:18:5]:[30:20:5]:];5;2;1;20;0.2;5;0;1;0;0.5;0;0.15;-5.95;1.05;1.05;20;
D;1;H;48;65;-342.5;17.5;0.0510949;342.5;17.5;0.0510949;5;BuyerNeuilly;00000000;6.96639;0.2;5.8081;6.98306;1.17496;2.5;0;8;10;3;0.75;0.0496351;0.0501385;0.0795318;5;0.867764;0.01;1;0.0496351;0.05;1;0.01;0;2;10;[[65:1:1]:[65:2:1]:[65:3:1]:[65:4:1]:[65:5:1]:[65:6:1]:[65:7:1]:[65:8:1]:[65:9:1]:[65:10:1]:[65:11:1]:[65:12:1]:[65:13:1]:[65:14:1]:[65:15:1]:[65:16:1]:[65:17:1]:[65:18:1]:[65:19:1]:[65:20:1]:];[[65:19:10]:];5;2;1;20;0.7;5;0;1;0;0.5;0;0.1;-6.05;1;1;20;
D;1;H;52;83;-465.19;54.81;0.117823;465.19;54.81;0.117823;5;BuyerNeuilly;00000000;7.36639;0.2;5.87344;7.36639;1.49295;2.5;0;8;10;3;0.75;0.0634415;0.0315946;0.0517312;5;0.943749;0.01;1;0.0634415;0.05;1;0.01;0;19;15;[[83:1:1]:[83:2:2]:[83:3:1]:[83:4:1]:[83:5:1]:[83:6:1]:[83:7:1]:[83:8:1]:[83:9:1]:[83:10:1]:[83:11:1]:[83:12:1]:[83:13:1]:[83:14:1]:[83:15:1]:[83:16:1]:[83:17:1]:[83:18:1]:[83:19:1]:[83:20:1]:];[[83:1:14]:[83:2:1]:];7.5;2;1;20;0.7;2.5;0;1;0;0.5;0;0.15;-6;1.05;1.05;20;
D;1;H;53;27;-125;75;0.6;125;75;0.6;5;BuyerBarbes;00000000;6.11667;0.2;5.88716;6.13333;0.246176;2.5;0;8;10;3;0.75;0.0474327;0.0647255;0.0926641;5;0.569657;0.01;1;0.0474327;0.05;1;0.01;0;0;10;[[27:7:1]:[27:9:1]:[27:11:1]:];[[27:7:10]:];5;2;1;20;0.1;5;0;1.5;0;0.5;0;0.05;-6;0.15;1;3;
D;1;H;53;103;-277.7;2.3;0.00828232;277.7;2.3;0.00828232;5;BuyerResto;00000000;7.03306;0.2;5.89695;7.11639;1.21944;2.5;1;8;10;1;0.75;0.0610247;0.0407765;0.042688;5;0.636721;0.01;1;0.0610247;-0.95;1;0.01;0;10;10;[[103:1:1]:[103:2:1]:[103:3:1]:[103:4:1]:[103:5:1]:[103:6:1]:[103:7:1]:[103:8:1]:[103:9:1]:[103:10:1]:[103:11:1]:[103:12:1]:[103:13:1]:[103:14:1]:[103:15:1]:[103:16:2]:[103:17:1]:[103:18:1]:[103:19:1]:[103:20:1]:];[[103:5:10]:];5;2;1;20;0.5;5;0;1;0;0.5;0;0.05;-5.95;1.05;1.05;20;
D;1;H;55;47;-274.7;125.3;0.456134;274.7;125.3;0.456134;5;BuyerBarbes;00000000;6.31667;0.2;5.92295;6.31667;0.393719;2.5;0;8;10;3;0.75;0.124969;0.0275536;0.134242;5;0.533987;0.01;1;0.124969;0.05;1;0.01;1;8;20;[[47:2:1]:[47:4:1]:[47:5:1]:[47:8:1]:[47:14:1]:];[[47:2:10]:[47:8:10]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.1;-6;0.25;1;5;
D;1;H;57;44;-124.7;75.3;0.603849;124.7;75.3;0.603849;5;BuyerBarbes;00000000;6.96639;0.2;5.95671;7.11639;1.15968;2.5;0;8;10;3;0.75;0.161159;0.0727009;0.0882724;5;0.636304;0.01;1;0.161159;0.05;1;0.01;0;12;10;[[44:1:1]:[44:2:1]:[44:3:1]:[44:4:1]:[44:5:1]:[44:6:1]:[44:7:1]:[44:8:1]:[44:9:1]:[44:10:1]:[44:11:1]:[44:12:1]:[44:13:1]:[44:14:1]:[44:15:1]:[44:16:1]:[44:17:1]:[44:18:1]:[44:19:1]:[44:20:2]:];[[44:14:10]:];5;2;1;20;0;5;0;1;0;1;0;0.1;-6.05;1.05;1.05;20;
D;1;H;57;78;-557.7;82.3;0.14757;557.7;82.3;0.14757;5;BuyerNeuilly;00000000;7.09972;0.2;5.951;7.11639;1.16539;2.5;0;8;10;3;0.75;0.184666;0.0435441;0.0907223;5;0.722132;0.01;1;0.184666;0.05;1;0.01;0;0;20;[[78:2:1]:[78:4:1]:[78:5:1]:[78:6:1]:[78:7:1]:[78:8:1]:[78:9:1]:[78:10:1]:[78:11:1]:[78:12:1]:[78:13:1]:[78:14:1]:[78:16:1]:[78:17:1]:[78:18:1]:[78:19:1]:[78:20:2]:];[[78:8:10]:[78:20:10]:];10;2;1;20;0.6;0;0;1;0;0;0;0.2;-5.95;0.9;1.05882;17;
D;1;H;57;99;-728.2;-48.2;-0.0661906;728.2;-48.2;-0.0661906;5;BuyerResto;00000000;6.2;0.2;5.95073;6.2;0.249272;2.5;1;8;10;1;0.75;0.149759;0.0622066;0.0742013;5;0.645998;0.01;1;0.149759;-0.95;1;0.01;1;7;20;[[99:7:1]:[99:10:1]:[99:14:1]:[99:16:1]:];[[99:7:10]:[99:10:10]:];10;2;1;20;0.7;0;0;0.5;0;0.5;0;0.1;-6;0.2;1;4;
D;1;H;58;23;-226.2;13.8;0.061008;226.2;13.8;0.061008;5;BuyerBarbes;00000000;7.24972;0.2;5.98136;7.36639;1.38503;2.5;0;8;10;3;0.75;0.251152;0.0304301;0.100586;5;0.64774;0.01;1;0.251152;0.05;1;0.01;0;13;10;[[23:1:1]:[23:2:1]:[23:3:1]:[23:4:1]:[23:5:1]:[23:6:1]:[23:7:1]:[23:8:1]:[23:9:1]:[23:10:1]:[23:11:1]:[23:12:1]:[23:13:1]:[23:14:1]:[23:15:1]:[23:16:1]:[23:17:1]:[23:18:1]:[23:19:1]:[23:20:2]:];[[23:15:10]:];5;2;1;20;0.1;5;0;0.5;0;0.5;0;0.1;-6.05;1.05;1.05;20;
D;1;H;58;90;-708.92;-28.92;-0.0407944;708.92;-28.92;-0.0407944;5;BuyerResto;00000000;6.41639;0.2;5.97245;6.43306;0.460605;2.5;1;8;10;1;0.75;0.165008;0.00646008;0.0273617;5;0.673297;0.01;1;0.165008;-0.95;1;0.01;1;20;20;[[90:1:1]:[90:5:1]:[90:15:1]:[90:16:1]:[90:19:1]:[90:20:1]:];[[90:1:10]:[90:15:2]:[90:19:2]:[90:20:6]:];10;2;1;20;0.7;0;0;1;0;1;36.7;0.1;-6;0.3;1;6;
D;1;H;60;37;-126.8;73.2;0.577287;126.8;73.2;0.577287;5;BuyerBarbes;00000000;7.24972;0.2;6.00249;7.38306;1.38057;2.5;0;8;10;3;0.75;0.0866925;0.0467971;0.157811;5;0.696196;0.01;1;0.0866925;0.05;1;0.01;0;1;10;[[37:1:1]:[37:2:1]:[37:3:1]:[37:4:1]:[37:5:1]:[37:6:1]:[37:7:1]:[37:8:1]:[37:9:1]:[37:10:1]:[37:11:1]:[37:12:1]:[37:13:1]:[37:14:1]:[37:15:1]:[37:16:1]:[37:17:1]:[37:18:1]:[37:19:1]:[37:20:1]:];[[37:20:10]:];5;2;1;20;0;5;0;1;0;1;0;0.1;-6;1;1;20;
D;1;H;61;75;-302.5;17.5;0.0578512;302.5;17.5;0.0578512;5;BuyerNeuilly;00000000;7.26639;0.2;6.0233;7.28306;1.25975;2.5;0;8;10;3;0.75;0.102558;0.0428404;0.0402877;5;0.804856;0.01;1;0.102558;0.05;1;0.01;0;19;10;[[75:1:1]:[75:2:1]:[75:3:1]:[75:4:1]:[75:5:1]:[75:6:1]:[75:7:1]:[75:8:1]:[75:9:1]:[75:10:1]:[75:11:1]:[75:12:1]:[75:13:1]:[75:14:1]:[75:15:1]:[75:16:1]:[75:17:1]:[75:18:1]:[75:19:1]:[75:20:2]:];[[75:7:10]:];5;2;1;20;0.6;5;0;0.5;0;0.5;0;0.05;-6;1.05;1.05;20;
D;1;H;61;79;0;0;0;0;0;0;5;BuyerNeuilly;00000000;7.16639;0.2;6.02812;7.28306;1.25494;2.5;0;8;10;3;0.75;0.156563;0.0625178;0.0987046;5;0.600087;0.01;1;0.156563;0.05;1;0.01;0;18;0;[[79:1:1]:[79:2:1]:[79:3:1]:[79:4:1]:[79:5:1]:[79:6:1]:[79:7:1]:[79:8:2]:[79:9:1]:[79:10:1]:[79:11:1]:[79:12:1]:[79:13:1]:[79:14:1]:[79:15:1]:[79:16:1]:[79:17:1]:[79:18:1]:[79:19:1]:[79:20:1]:];[];0;2;1;20;0.6;10;0;1;0;1;0;0.05;-6.05;1.05;1.05;20;
D;1;H;63;61;-585;55;0.0940171;585;55;0.0940171;5;BuyerNeuilly;00000000;6.71639;0.2;6.06638;6.71639;0.650006;2.5;0;8;10;3;0.75;0.141019;0.0508731;0.0617297;5;0.600144;0.01;1;0.141019;0.05;1;0.01;0;0;20;[[61:1:1]:[61:2:1]:[61:3:1]:[61:5:1]:[61:7:1]:[61:8:1]:[61:15:1]:[61:16:1]:[61:18:1]:[61:19:2]:[61:20:1]:];[[61:7:10]:[61:19:10]:];10;2;1;20;0.6;0;0;0.5;0;0;0;0.15;-6;0.6;1.09091;11;
D;1;H;63;120;0;0;0;0;0;0;5;BuyerTF;00000000;7.29972;0.2;6.06228;7.29972;1.23744;2.5;0;8;10;3;0.75;0.0427274;0.0572559;1;5;0.0975399;0.01;1;0.0427274;0.05;1;0.01;0;9;0;[[120:1:1]:[120:2:1]:[120:3:1]:[120:4:1]:[120:5:2]:[120:6:1]:[120:7:1]:[120:8:1]:[120:9:1]:[120:10:1]:[120:11:1]:[120:12:1]:[120:13:1]:[120:14:2]:[120:15:1]:[120:16:1]:[120:17:1]:[120:18:1]:[120:19:1]:[120:20:2]:];[];0;2;1;20;0;10;0;0;0;0.5;0;0.05;-6.05;1.15;1.15;20;
D;1;H;64;109;-408.02;19.98;0.0489682;408.02;19.98;0.0489682;5;BuyerResto;00000000;7.36639;0.2;6.08036;7.36639;1.28603;2.5;1;8;10;1;0.75;0.168898;0.0278809;0.0949549;5;0.550901;0.01;1;0.168898;-0.95;1;0.01;0;13;13;[[109:1:1]:[109:2:1]:[109:3:1]:[109:4:1]:[109:5:1]:[109:6:1]:[109:7:1]:[109:8:1]:[109:9:1]:[109:10:1]:[109:11:1]:[109:12:1]:[109:13:1]:[109:14:1]:[109:15:1]:[109:16:1]:[109:17:1]:[109:18:1]:[109:19:1]:[109:20:2]:];[[109:7:3]:[109:20:10]:];6.5;2;1;20;0.7;3.5;0;1;0;1;0;0.1;-6;1.05;1.05;20;
D;1;H;65;42;-323.42;76.58;0.236782;323.42;76.58;0.236782;5;BuyerBarbes;00000000;7.19972;0.2;6.09692;7.26639;1.16947;2.5;0;8;10;3;0.75;0.122855;0.0258786;0.0663348;5;0.608444;0.01;1;0.122855;0.05;1;0.01;0;6;18;[[42:1:1]:[42:2:1]:[42:3:1]:[42:4:1]:[42:5:1]:[42:6:1]:[42:7:1]:[42:8:1]:[42:9:1]:[42:10:1]:[42:11:1]:[42:12:1]:[42:13:1]:[42:14:1]:[42:15:1]:[42:16:1]:[42:17:1]:[42:18:1]:[42:19:1]:[42:20:1]:];[[42:5:8]:[42:9:10]:];9;2;1;20;0.1;1;0;1;0;0.5;0;0.15;-6;1;1;20;
D;1;H;70;29;0;0;0;0;0;0;5;BuyerBarbes;00000000;7.51639;0.2;6.17388;7.53306;1.35918;2.5;0;8;10;3;0.75;0.162515;0.0772423;0.0938364;5;0.822619;0.01;1;0.162515;0.05;1;0.01;0;18;0;[[29:1:1]:[29:2:1]:[29:3:1]:[29:4:1]:[29:5:1]:[29:6:1]:[29:7:1]:[29:8:1]:[29:9:1]:[29:10:1]:[29:11:2]:[29:12:1]:[29:13:1]:[29:14:1]:[29:15:1]:[29:16:1]:[29:17:1]:[29:18:1]:[29:19:1]:[29:20:1]:];[];0;2;1;20;0.1;10;0;1;0;0.5;0;0.05;-6.05;1.05;1.05;20;
D;1;H;70;101;-36.2;-0.2;-0.00552486;36.2;-0.2;-0.00552486;5;BuyerResto;00000000;7.23306;0.2;6.17571;7.24972;1.07401;2.5;1;8;10;1;0.75;0.0929329;0.0230905;0.0129987;5;0.548932;0.01;1;0.0929329;-0.95;1;0.01;0;20;1;[[101:1:1]:[101:2:1]:[101:3:1]:[101:4:1]:[101:5:1]:[101:6:1]:[101:7:1]:[101:8:1]:[101:9:1]:[101:10:1]:[101:11:1]:[101:12:1]:[101:13:1]:[101:14:1]:[101:15:1]:[101:16:1]:[101:17:1]:[101:18:1]:[101:19:1]:[101:20:1]:];[[101:2:1]:];0.5;2;1;20;0.7;9.5;0;1;0;1;0;0.05;-6;1;1;20;
D;1;H;72;57;-126.8;73.2;0.577287;126.8;73.2;0.577287;5;BuyerBarbes;00000000;7.26639;0.2;6.20082;7.34972;1.1489;2.5;0;8;10;3;0.75;0.14273;0.0529459;0.0645659;5;0.653789;0.01;1;0.14273;0.05;1;0.01;0;3;10;[[57:1:1]:[57:2:1]:[57:3:1]:[57:4:1]:[57:5:1]:[57:6:1]:[57:7:1]:[57:8:1]:[57:9:1]:[57:10:1]:[57:11:1]:[57:12:1]:[57:13:1]:[57:14:1]:[57:15:1]:[57:16:1]:[57:17:1]:[57:18:1]:[57:19:1]:[57:20:1]:];[[57:20:10]:];5;2;1;20;0;5;0;1;0;1;0;0.1;-6;1;1;20;
D;1;H;72;66;0;0;0;0;0;0;5;BuyerNeuilly;00000000;7.38306;0.2;6.21471;7.39972;1.18501;2.5;0;8;10;3;0.75;0.213063;0.107519;0.0290672;5;0.592411;0.01;1;0.213063;0.05;1;0.01;0;7;0;[[66:1:1]:[66:2:1]:[66:3:1]:[66:4:1]:[66:5:1]:[66:6:1]:[66:7:1]:[66:8:1]:[66:9:1]:[66:10:1]:[66:11:1]:[66:12:1]:[66:13:1]:[66:14:1]:[66:15:1]:[66:16:1]:[66:17:1]:[66:18:1]:[66:19:1]:[66:20:2]:];[];0;2;1;20;0.6;10;0;1;0;1;0;0.05;-6.05;1.05;1.05;20;
D;1;H;72;80;-302.5;17.5;0.0578512;302.5;17.5;0.0578512;5;BuyerNeuilly;00000000;7.53306;0.2;6.20936;7.68306;1.4737;2.5;0;8;10;3;0.75;0.184762;0.0519684;0.0849753;5;0.624015;0.01;1;0.184762;0.05;1;0.01;0;8;10;[[80:1:1]:[80:2:1]:[80:3:1]:[80:4:1]:[80:5:1]:[80:6:1]:[80:7:1]:[80:8:1]:[80:9:1]:[80:10:1]:[80:11:1]:[80:12:1]:[80:13:1]:[80:14:1]:[80:15:1]:[80:16:1]:[80:17:1]:[80:18:1]:[80:19:1]:[80:20:2]:];[[80:7:10]:];5;2;1;20;0.6;5;0;1;0;1;0;0.1;-6;1.05;1.05;20;
D;1;H;73;25;-191.08;88.92;0.465355;191.08;88.92;0.465355;5;BuyerBarbes;00000000;7.23306;0.2;6.22813;7.39972;1.1716;2.5;0;8;10;3;0.75;0.0623889;0.0563593;0.0983723;5;0.676764;0.01;1;0.0623889;0.05;1;0.01;0;1;14;[[25:1:1]:[25:2:1]:[25:3:1]:[25:4:1]:[25:5:1]:[25:6:1]:[25:7:1]:[25:8:1]:[25:9:1]:[25:10:1]:[25:11:1]:[25:12:1]:[25:13:1]:[25:14:1]:[25:15:1]:[25:16:1]:[25:17:1]:[25:18:1]:[25:19:1]:[25:20:1]:];[[25:2:4]:[25:7:2]:[25:8:8]:];7;2;1;20;0;3;0;0.5;0;0.5;0;0.2;-5.95;1;1;20;
D;1;H;73;74;-99.08;8.92;0.0900283;99.08;8.92;0.0900283;5;BuyerNeuilly;00000000;7.61639;0.2;6.23141;7.61639;1.38498;2.5;0;8;10;3;0.75;0.129146;0.0490304;0.0721838;5;1.00609;0.01;1;0.129146;0.05;1;0.01;0;1;3;[[74:1:1]:[74:2:2]:[74:3:1]:[74:4:1]:[74:5:1]:[74:6:1]:[74:7:1]:[74:8:1]:[74:9:1]:[74:10:1]:[74:11:1]:[74:12:1]:[74:13:1]:[74:14:1]:[74:15:1]:[74:16:1]:[74:17:1]:[74:18:1]:[74:19:1]:[74:20:2]:];[[74:2:2]:[74:20:1]:];1.5;2;1;20;0.7;8.5;0;1;0;0.5;0;0.15;-6.05;1.1;1.1;20;
D;1;H;74;36;-368.7;71.3;0.193382;368.7;71.3;0.193382;5;BuyerBarbes;00000000;6.48306;0.2;6.24206;6.49972;0.25766;2.5;0;8;10;3;0.75;0.170288;0.0594128;0.129486;5;0.620604;0.01;1;0.170288;0.05;1;0.01;1;14;20;[[36:14:1]:[36:17:1]:];[[36:14:20]:];10;2;1;20;0.1;0;0;1;0;1;0;0.05;-6;0.1;1;2;
D;1;H;75;21;0;0;0;0;0;0;5;BuyerBarbes;00000000;7.74972;0.2;6.25;7.74972;1.49972;2.5;0;8;10;3;0.75;0.0573416;0.0647095;0.0976663;5;0.491123;0.01;1;0.0573416;0.05;1;0.01;0;20;0;[[21:1:1]:[21:2:1]:[21:3:1]:[21:4:1]:[21:5:1]:[21:6:1]:[21:7:1]:[21:8:1]:[21:9:1]:[21:10:1]:[21:11:2]:[21:12:1]:[21:13:1]:[21:14:1]:[21:15:1]:[21:16:1]:[21:17:1]:[21:18:1]:[21:19:1]:[21:20:1]:];[];0;2;1;20;0.1;10;0;1;0;0.5;0;0.05;-6.05;1.05;1.05;20;
D;1;H;75;28;-49.88;30.12;0.603849;49.88;30.12;0.603849;5;BuyerBarbes;00000000;7.38306;0.2;6.25;7.39972;1.14972;2.5;0;8;10;3;0.75;0.149866;0.035736;0.102934;5;0.539703;0.01;1;0.149866;0.05;1;0.01;0;20;4;[[28:1:1]:[28:2:1]:[28:3:1]:[28:4:1]:[28:5:1]:[28:6:1]:[28:7:1]:[28:8:1]:[28:9:1]:[28:10:1]:[28:11:1]:[28:12:1]:[28:13:1]:[28:14:1]:[28:15:1]:[28:16:1]:[28:17:1]:[28:18:1]:[28:19:1]:[28:20:1]:];[[28:14:4]:];2;2;1;20;0;8;0;1;0;1;0;0.1;-6.05;1;1;20;
D;1;H;75;31;-215.9;24.1;0.111626;215.9;24.1;0.111626;5;BuyerBarbes;00000000;7.63306;0.2;6.25;7.63306;1.38306;2.5;0;8;10;3;0.75;0.0971968;0.001;0.105955;5;0.457487;0.01;1;0.0971968;0.05;1;0.01;0;10;10;[[31:1:1]:[31:2:1]:[31:3:1]:[31:4:1]:[31:5:1]:[31:6:1]:[31:7:1]:[31:8:1]:[31:9:2]:[31:10:1]:[31:11:1]:[31:12:1]:[31:13:1]:[31:14:1]:[31:15:1]:[31:16:1]:[31:17:1]:[31:18:1]:[31:19:1]:[31:20:1]:];[[31:9:10]:];5;2;1;20;0.1;5;0;1;0;0.5;0;0.1;-6;1.05;1.05;20;
