Day;Seller;NbBuyer;MoyHour;SumQty;NbProd;MoyTransPrice;MoyFinPrice;MoyQualID;MoyStdPrice;MoyProdPrice;MoyAge;MoyQuality;MoyQty;MoyQualAdmId;MoyIDAdmin;MoyAdminPrice;Moysupply;MoyHour2;MoymargBuyer;MoyNewOffer;MoymargSeller;MoyVmargBuyer;MoyVmargSeller;Moydem2;Moysup2;Moysup/dem;Moyqty/dem;Moyqty/off;SumVmargBuyer;SumVmargSeller;Moydertrans
10;3;3;162.333333333333;21;3;22.1833333333333;29.3333333333333;1.33333333333333;22.2033333333333;16.33;0.666666666666667;0.541292;7;1.33333333333333;101133.333333333;28.0907;264.666666666667;160;0.31788237;188.666666666667;0.358110526666667;2.402601387;2.55819253566667;106.666666666667;272;4.93333333333333;0.114242424333333;0.032504273;7.207804161;7.674577607;186.666666666667
10;4;7;45.4285714285714;57;7;21.6157142857143;28;2;22.3371428571429;16.4314285714286;0.571428571428571;0.558327;8.14285714285714;1;101242.857142857;23.4310857142857;454.857142857143;45.7142857142857;0.316610929428571;206;0.302709442142857;2.420323257;2.48860144614286;175.285714285714;481.285714285714;3.15714285714286;0.0583508598571428;0.0250907108571429;16.942262799;17.420210123;135.714285714286
10;5;7;115;47;7;21.2828571428571;28;0.428571428571429;21.6971428571429;18.0242857142857;1.14285714285714;0.496899571428571;6.71428571428571;0.714285714285714;102071.428571429;22.5125714285714;362.571428571429;115.714285714286;0.305617807142857;136;0.178781482142857;2.35819769042857;1.63718507071429;167;392.428571428571;3.04285714285714;0.0591974868571429;0.0171808578571429;16.507383833;11.460295495;167.142857142857
10;6;13;132.692307692308;101;13;19.4715384615385;26.1538461538462;0.615384615384615;19.7192307692308;15.3907692307692;1;0.401572307692308;7.76923076923077;0.615384615384615;101753.846153846;22.4984846153846;449;133.846153846154;0.340108753;136;0.266318211846154;2.54086038638462;2.19346113130769;218;514.076923076923;2.29230769230769;0.0357557213076923;0.0186549217692308;33.031185023;28.514994707;166.923076923077
10;7;17;117.058823529412;126;17;24.3411764705882;28.9411764705882;2.47058823529412;26.5735294117647;17.6982352941176;0.411764705882353;0.565545235294118;7.41176470588235;1.29411764705882;101305.882352941;26.7854764705882;287.588235294118;118.235294117647;0.220048814529412;186.941176470588;0.362956977352941;1.72054444494118;2.74723061352941;122.352941176471;294.176470588235;4.44705882352941;0.0960509183529412;0.0352543484705882;29.249255564;46.70292043;147.647058823529
10;8;18;114.888888888889;150;18;18.7855555555556;24;1.66666666666667;22.4727777777778;16.0933333333333;0.666666666666667;0.411579;8.33333333333333;0.777777777777778;101077.777777778;23.4330111111111;335.611111111111;116.111111111111;0.277294079055556;146.944444444444;0.175155671666667;2.23898914822222;1.5468336105;170.388888888889;354.277777777778;2.65555555555556;0.0598873865555556;0.0312996975555556;40.301804668;27.843004989;148.333333333333
10;10;2;46;20;2;20.77;30;3.5;21.055;18.375;0.5;0.612919;10;1.5;102150;23.75135;579.5;45;0.4427992695;299.5;0.1314702705;4.427992692;1.3147027035;149.5;599.5;4.75;0.0932626325;0.018092979;8.855985384;2.629405407;50
10;11;18;153.333333333333;122;18;20.1277777777778;29.3333333333333;3.33333333333333;21.0666666666667;17.1988888888889;0.388888888888889;0.642099444444444;6.77777777777778;1.27777777777778;100127.777777778;24.9486277777778;292.444444444444;153.888888888889;0.4515960215;212.777777777778;0.184714130055556;2.92054397072222;1.16166527127778;153.888888888889;297.611111111111;2.67222222222222;0.0579796411666667;0.0251001623888889;52.569791473;20.909974883;185
10;12;3;76.6666666666667;28;3;21.5366666666667;32;3;21.61;18.32;0;0.923861;9.33333333333333;2;100200;24.9163;351;76.6666666666667;0.485872678666667;351;0.175582241666667;4.53819616833333;1.636098981;70;308;4.4;0.133333333333333;0.03030303;13.614588505;4.908296943;103.333333333333
10;13;6;73.8333333333333;44;6;23.9666666666667;33.3333333333333;0.833333333333333;28.9233333333333;19.2566666666667;0.166666666666667;0.802443333333333;7.33333333333333;1.66666666666667;100500;24.6718;337.333333333333;73.3333333333333;0.405250456333333;292.833333333333;0.2384804415;3.045852474;1.5387286635;91.6666666666667;304.666666666667;4.1;0.0892857143333333;0.0270076391666667;18.275114844;9.232371981;76.6666666666667
10;14;4;101.25;34;4;20.5625;28;4.25;21.8175;18.5375;0.25;0.74383525;8.5;1.75;100175;25.106925;335;100;0.3530040005;299.75;0.10866066625;2.9892236775;0.93668683375;110;316.75;3.675;0.096583851;0.026769149;11.95689471;3.746747335;120
10;15;9;147.333333333333;65;9;20.4833333333333;27.5555555555556;1.22222222222222;21.7811111111111;17.5622222222222;0.888888888888889;0.550028333333333;7.22222222222222;1.22222222222222;101233.333333333;26.0143666666667;276.333333333333;146.666666666667;0.338620594111111;160.444444444444;0.167430066666667;2.39975604333333;1.12562185122222;145.555555555556;300.888888888889;3.83333333333333;0.0739393938888889;0.0309977652222222;21.59780439;10.130596661;162.222222222222
10;16;4;108.5;32;4;22.5375;32;4;24.51;18.35;1;0.7649155;8;1.5;102150;23.75135;579.5;110;0.434344785;299.5;0.22265623475;3.4463841735;1.964274461;149.5;599.5;4.75;0.08452900825;0.015485417;13.785536694;7.857097844;162.5
10;17;8;138.5;67;8;21.09625;28.5;4.125;21.8725;18.26125;0.375;0.589697625;8.375;1.25;100125;24.32185;275.25;140;0.34786718475;219.375;0.155994505375;3.13637011975;1.37420862075;118.75;254;3.05;0.092946428625;0.0353876305;25.090960958;10.993668966;167.5
10;18;12;112.916666666667;93;12;19.3975;25;3.5;20.9516666666667;16.8566666666667;0.916666666666667;0.414852166666667;7.75;0.916666666666667;101091.666666667;25.05765;248.833333333333;113.333333333333;0.282002130916667;107.833333333333;0.151803153916667;2.19518017191667;1.20406131825;197.5;256.916666666667;2.05833333333333;0.0498089591666667;0.0424637098333333;26.342162063;14.448735819;131.666666666667
10;19;8;86.375;48;8;22.25375;26.5;0.625;24.23875;17.75125;0.875;0.517660875;6;1;100850;26.165125;258.625;86.25;0.183404312375;142.625;0.26137387975;1.092479109375;1.57539450925;153.75;288.25;3.4;0.068332509875;0.02488680275;8.739832875;12.603156074;116.25
10;20;8;168.75;58;8;20.035;27.5;1.875;20.77125;16.12625;1;0.4779155;7.25;0.875;101712.5;23.816;472.875;167.5;0.38485939525;180.125;0.24905597825;2.778735228125;1.85897533325;207;498.125;2.6875;0.0356008775;0.025245538625;22.229881825;14.871802666;196.25
11;1;7;94.5714285714286;52;7;20.49;26.2857142857143;2.14285714285714;20.6628571428571;17.6257142857143;0.714285714285714;0.412208;7.42857142857143;0.857142857142857;110085.714285714;23.7097714285714;256.285714285714;95.7142857142857;0.277696226571429;150.857142857143;0.164535739571429;2.21726862742857;1.22456244985714;171.428571428571;248.142857142857;2.37142857142857;0.0613220941428571;0.0342968142857143;15.520880392;8.571937149;122.857142857143
11;2;5;112.6;41;5;20.578;27.2;1.8;24.286;16.652;0.6;0.4959092;8.2;0.8;110880;22.76368;374;114;0.3077861074;171.6;0.2417193754;2.5968080386;1.9117753498;186;337;2.38;0.0476770186;0.0357964032;12.984040193;9.558876749;162
11;3;15;113.8;134;15;19.0453333333333;23.7333333333333;1.2;19.5506666666667;16.19;0.733333333333333;0.382211906666667;8.93333333333333;0.733333333333333;110340;22.9234733333333;221.666666666667;114.666666666667;0.237209755933333;115.6;0.181548873933333;2.2284142328;1.59029976606667;158.666666666667;246.466666666667;2.76666666666667;0.0813184641333333;0.0426563139333333;33.426213492;23.854496491;135.333333333333
11;4;18;86.2777777777778;140;18;18.7283333333333;24.6666666666667;1;19.8905555555556;15.6338888888889;0.666666666666667;0.410223333333333;7.77777777777778;0.777777777777778;111633.333333333;22.3218555555556;540.555555555556;87.2222222222222;0.311625471833333;185.888888888889;0.203532338333333;2.43516369066667;1.62596895366667;202.222222222222;562;2.98888888888889;0.0433212560555556;0.0187868057777778;43.832946432;29.267441166;124.444444444444
11;5;13;123;84;13;21.4053846153846;28.9230769230769;0.692307692307692;22.9646153846154;18.5784615384615;0.461538461538462;0.675492230769231;6.46153846153846;1.23076923076923;110430.769230769;24.1973153846154;288.153846153846;123.076923076923;0.336643131538462;208.461538461538;0.152063411153846;2.35416539384615;1.07909718753846;134.615384615385;315.769230769231;3.76153846153846;0.0672694696923077;0.0240633715384615;30.60415012;14.028263438;153.076923076923
11;6;7;84.7142857142857;63;7;17.5642857142857;23.4285714285714;0.571428571428571;22.9485714285714;16.22;1.42857142857143;0.386890714285714;9;0.571428571428571;112057.142857143;21.3982;322.714285714286;85.7142857142857;0.319598615;104.285714285714;0.103911888142857;2.76700542414286;0.782799619571429;162.857142857143;395.714285714286;3.15714285714286;0.0662244898571428;0.0229574657142857;19.369037969;5.479597337;105.714285714286
11;7;8;28.375;66;8;27.56125;31.5;2.875;27.33;18.3025;0.25;0.714671625;8.25;1.375;111137.5;24.3743625;286.25;28.75;0.157147338375;196.75;0.48342354125;1.428134794;3.904123120875;115;302.125;4.9;0.114525691625;0.030640348625;11.425078352;31.232984967;91.25
11;9;9;93.1111111111111;70;9;20.4644444444444;28.4444444444444;1.33333333333333;20.9;17.2933333333333;0.333333333333333;0.631096666666667;7.77777777777778;1.33333333333333;110800;24.5141666666667;254.333333333333;93.3333333333333;0.378595721777778;201;0.182923180555556;2.88738867722222;1.41511802177778;113.333333333333;325.666666666667;4.8;0.0973881673333333;0.0290108198888889;25.986498095;12.736062196;113.333333333333
11;10;18;109;131;18;19.7016666666667;27.5555555555556;2.83333333333333;20.2066666666667;16.7416666666667;1;0.455546188888889;7.27777777777778;0.777777777777778;111522.222222222;22.4493555555556;421.388888888889;110.555555555556;0.396137334111111;140.388888888889;0.186476726333333;2.77925776727778;1.36170995533333;215;419.555555555556;2.18333333333333;0.0357861221111111;0.0232634697777778;50.026639811;24.510779196;132.222222222222
11;12;12;151.583333333333;97;12;20.9116666666667;28;1.83333333333333;21.275;18.8575;1.16666666666667;0.596128;8.08333333333333;1.08333333333333;111108.333333333;23.702975;244.416666666667;152.5;0.330140259083333;155.75;0.111710276333333;2.85898970425;1.0089453805;135.833333333333;273.75;4.075;0.107411067166667;0.0318169255833333;34.307876451;12.107344566;173.333333333333
11;13;6;67;46;6;21.0266666666667;29.3333333333333;0.666666666666667;22.3966666666667;16.1766666666667;0.333333333333333;0.531858766666667;7.66666666666667;1.33333333333333;110133.333333333;24.5276;260;66.6666666666667;0.375763893666667;205.333333333333;0.312453153666667;3.08267216266667;2.52226574;113.333333333333;348.333333333333;4.46666666666667;0.090952381;0.0253701888333333;18.496032976;15.13359444;68.3333333333333
11;14;7;113;59;7;20.5614285714286;30.8571428571429;3.57142857142857;20.9957142857143;18.8628571428571;1.14285714285714;0.699140857142857;8.42857142857143;1.42857142857143;112142.857142857;23.1292;388.285714285714;114.285714285714;0.494570016857143;260.714285714286;0.093815014;4.08037989185714;0.78973359;107.142857142857;422.285714285714;5.04285714285714;0.0978571428571429;0.0200611558571429;28.562659243;5.52813513;174.285714285714
11;15;8;92.75;63;8;19.9475;28.5;1.375;20.10125;17.0425;0.625;0.66962325;7.875;1.375;112137.5;23.1676;538.5;93.75;0.4232889745;284.875;0.173120052625;3.091562314;1.367276117;146.25;544.75;4.5875;0.071079192625;0.01559956875;24.732498512;10.938208936;105
11;16;11;96.4545454545455;84;11;19.8227272727273;27.6363636363636;2.63636363636364;21.1645454545455;16.5536363636364;1.18181818181818;0.511588090909091;7.63636363636364;1;111281.818181818;23.2248090909091;295.636363636364;97.2727272727273;0.386472190727273;156.454545454545;0.199564121;3.20165076118182;1.55429843418182;162.727272727273;313.181818181818;3.34545454545455;0.0755022841818182;0.0315486186363636;35.218158373;17.097282776;120
11;18;2;51.5;11;2;20.11;32;7;20.49;16.7;0;0.762992;5.5;2;112200;24.2832;432;50;0.591273318;365;0.204191617;3.223517003;1.1446107785;70;440;6.3;0.0785714285;0.0125;6.447034006;2.289221557;60
11;19;9;139.888888888889;68;9;23.4811111111111;30.2222222222222;1;24.3522222222222;18.22;0.333333333333333;0.664981666666667;7.55555555555556;1.33333333333333;110688.888888889;24.9117;420.444444444444;141.111111111111;0.298198625555556;247.666666666667;0.292770231777778;2.35200626944444;2.33082756088889;176.666666666667;402;3.2;0.0615596963333333;0.0242427967777778;21.168056425;20.977448048;156.666666666667
11;20;7;89.5714285714286;48;7;19.7271428571429;28;2;20.3114285714286;16.29;1;0.515996857142857;6.85714285714286;1.14285714285714;111685.714285714;23.3662714285714;453.571428571429;91.4285714285714;0.407534126142857;204.428571428571;0.212777813714286;3.06323015142857;1.60530352814286;144.285714285714;476.714285714286;4.58571428571429;0.0868322981428572;0.0163901122857143;21.44261106;11.237124697;130
12;1;8;127.875;65;8;22.07125;29;3.25;22.7875;17.045;0.875;0.602920875;8.125;1.375;120887.5;23.7224625;311.625;130;0.345314448875;195.125;0.313442753375;2.915613179;2.85958961075;167.5;322.375;2.7375;0.079736024875;0.025575766375;23.324905432;22.876716886;146.25
12;2;16;74.5;115;16;19.2875;25.5;1.4375;19.478125;15.93375;1.375;0.3862849375;7.1875;0.625;121812.5;22.3698125;450.875;75;0.3124590358125;132.625;0.213262567625;2.1572132925;1.5151977630625;193;446.875;2.5875;0.0454591175625;0.0190626881875;34.51541268;24.243164209;110.625
12;4;4;44.75;31;4;20.1;25;1.5;20.31;14.685;0.5;0.5025285;7.75;1;120100;24.3842;187;45;0.2325178985;74;0.37011392875;2.17389830225;2.825490661;230;407;1.8;0.03369565225;0.01904176925;8.695593209;11.301962644;110
12;5;4;115.5;32;4;21.4675;27;0.25;21.7125;18.8875;1.5;0.4783525;8;0.75;122075;22.953425;484;117.5;0.24357872175;172.25;0.1357896955;1.82262809475;1.1700460125;175.5;483.5;3.325;0.06276382075;0.020689613;7.290512379;4.68018405;117.5
12;6;12;81.6666666666667;89;12;18.5041666666667;26.3333333333333;0.75;20.4791666666667;16.2266666666667;0.583333333333333;0.434048941666667;7.41666666666667;0.75;121408.333333333;22.7640416666667;465.666666666667;82.5;0.415808803083333;182.083333333333;0.154472932083333;3.37258540008333;1.29316133658333;206.833333333333;508;2.64166666666667;0.0344585561666667;0.0234698796666667;40.471024801;15.517936039;113.333333333333
12;7;6;33.1666666666667;45;6;28.61;31.3333333333333;3;34.4616666666667;19.4183333333333;0.333333333333333;0.727155333333333;7.5;1.66666666666667;121166.666666667;23.0516;327.333333333333;31.6666666666667;0.105564491333333;234;0.457292717833333;0.712522280666667;3.5039159365;110;291.666666666667;4.1;0.110869565166667;0.025981205;4.275133684;21.023495619;128.333333333333
12;8;27;108.666666666667;221;27;19.2622222222222;26.962962962963;1.92592592592593;19.6474074074074;16.1625925925926;0.481481481481481;0.494141555555556;8.18518518518519;0.925925925925926;121129.62962963;23.1449333333333;505.444444444444;108.888888888889;0.394738546888889;248.592592592593;0.198607333777778;3.21093942755556;1.63393637685185;199.62962962963;523.074074074074;2.77037037037037;0.0485254198518518;0.0324486862962963;86.695364544;44.116282175;125.555555555556
12;10;3;147.666666666667;24;3;26.48;28;2.66666666666667;28.7433333333333;17.41;1;0.453452333333333;8;0.666666666666667;121400;22.2464333333333;291.333333333333;150;0.0599498216666667;48;0.541459648333333;0.445486369333333;5.42956174466667;220.333333333333;338.333333333333;1.56666666666667;0.0356190066666667;0.0237652316666667;1.336459108;16.288685234;153.333333333333
12;11;8;92.75;65;8;21.15875;30.5;3.375;21.19125;17.61875;0.25;0.64407725;8.125;1.375;120137.5;24.7692875;340;93.75;0.42362598875;286.125;0.201548664625;3.213315275625;1.587503611375;122.5;270;3.1375;0.081595497;0.045540646125;25.706522205;12.700028891;108.75
12;12;5;93;40;5;25.996;32.8;2.6;35.93;19.786;0.4;0.8769694;8;2;121200;23.3017;367;94;0.293801176;315;0.3142204472;2.0744770832;2.8809667212;50;270;5.4;0.16;0.0296296296;10.372385416;14.404833606;144
12;13;5;111.8;42;5;22.284;35.2;1;22.152;19.052;0.2;0.907959;8.4;2;122200;25.261;440;114;0.5816753506;352;0.1713966118;4.7878169476;1.426190135;70;449;6.4;0.1200000002;0.0187082406;23.939084738;7.130950675;154
12;14;5;58.2;40;5;23.164;32;3.8;30.522;19.026;0.8;0.6865782;8;1.4;121940;24.00788;445.4;60;0.417530749;278.6;0.2138411178;3.4344554012;2.0014201574;132;438;4.58;0.0905928854;0.0311514056;17.172277006;10.007100787;102
12;15;1;68;10;1;22.28;32;2;29.08;16.28;0;0.711612;10;2;122200;25.261;440;70;0.436265709;352;0.368550369;4.362657092;3.685503686;70;449;6.4;0.142857143;0.022271715;4.362657092;3.685503686;70
12;17;9;139.888888888889;67;9;21.4455555555556;28.4444444444444;4.33333333333333;22;17.6911111111111;0.222222222222222;0.635766222222222;7.44444444444444;1.77777777777778;120177.777777778;26.3102111111111;386.111111111111;140;0.322578325111111;361;0.216881322666667;2.42444348066667;1.66461307266667;105.555555555556;337;3.9;0.0919944788888889;0.0224764483333333;21.819991326;14.981517654;150
12;18;3;83.3333333333333;19;3;19.1266666666667;28;4.33333333333333;20.2933333333333;17.8633333333333;0.666666666666667;0.465967;6.33333333333333;0.666666666666667;122066.666666667;22.7319666666667;619.333333333333;83.3333333333333;0.449738705;224.666666666667;0.0783341573333333;2.76619273;0.423412072333333;220.333333333333;645;2.9;0.028999928;0.0117947313333333;8.29857819;1.270236217;96.6666666666667
12;19;6;118;35;6;18.9416666666667;22;0;19.96;17.715;1.66666666666667;0.2506955;5.83333333333333;0.5;121716.666666667;22.2153333333333;395;118.333333333333;0.157603249833333;80.1666666666667;0.0696859716666667;0.829089041;0.393535699166667;215.5;416.666666666667;1.93333333333333;0.0270351141666667;0.0160307295;4.974534246;2.361214195;128.333333333333
12;20;9;136.111111111111;72;9;21.7633333333333;27.1111111111111;1.77777777777778;23.3622222222222;15.95;1.11111111111111;0.465696033333333;8;0.888888888888889;121644.444444444;22.7810444444444;512.333333333333;136.666666666667;0.265259987222222;211.222222222222;0.384714416555556;2.24554592255556;2.78389767366667;228.888888888889;558.666666666667;2.46666666666667;0.0350021958888889;0.0358435806666667;20.209913303;25.055079063;170
13;1;1;44;7;1;18.6;20;1;18.79;16.67;2;0.276733;7;0;132000;20.9288;345;40;0.075268817;0;0.115776845;0.52688172;0.810437912;200;396;2;0.035;0.017676768;0.52688172;0.810437912;260
13;2;9;82;67;9;21.71;29.7777777777778;2.66666666666667;23.1455555555556;17.9188888888889;0.444444444444444;0.589129622222222;7.44444444444444;1.22222222222222;131233.333333333;25.4139888888889;400.333333333333;81.1111111111111;0.370425172888889;219.888888888889;0.216189999111111;2.77605289166667;1.54536586844444;147.777777777778;384.666666666667;3.34444444444444;0.0732760398888889;0.0278487772222222;24.984476025;13.908292816;126.666666666667
13;3;9;131.888888888889;57;9;20.2844444444444;29.3333333333333;1.55555555555556;20.0322222222222;15.3466666666667;0.222222222222222;0.552780555555555;6.33333333333333;0.777777777777778;130077.777777778;24.7288777777778;335.222222222222;132.222222222222;0.446610385777778;136.111111111111;0.324512922555556;2.77289780433333;2.078565685;223.111111111111;266.666666666667;1.14444444444444;0.0285145534444444;0.028330996;24.956080239;18.707091165;150
13;4;20;124.85;157;20;18.7235;25.4;1.15;19.5625;15.5035;0.85;0.40249255;7.85;0.6;131860;22.30412;475.95;126.5;0.3522490505;151.95;0.20861945555;2.8576999581;1.67599634195;189.75;513.4;2.86;0.0463293523;0.0173308904;57.153999162;33.519926839;145
13;5;6;121.5;49;6;21.9833333333333;30.6666666666667;0.833333333333333;22.7533333333333;19.06;0.666666666666667;0.707604483333333;8.16666666666667;1.33333333333333;131133.333333333;24.9736833333333;438.333333333333;123.333333333333;0.386727656666667;247.333333333333;0.157749165;3.52032983383333;1.61346908533333;145.166666666667;433.666666666667;3.63333333333333;0.081961384;0.0215215283333333;21.121979003;9.680814512;151.666666666667
13;6;9;119.555555555556;80;9;18.2955555555556;23.1111111111111;0.333333333333333;20.2144444444444;16.3755555555556;2;0.251501;8.88888888888889;0.333333333333333;132033.333333333;21.6582666666667;406.555555555556;118.888888888889;0.249127247;75;0.121446795222222;2.33688117522222;1.09047505744444;189;438.444444444444;2.45555555555556;0.054016354;0.021777723;21.031930577;9.814275517;168.888888888889
13;7;11;69.8181818181818;81;11;26.3281818181818;32.3636363636364;3.18181818181818;28.0154545454545;18.47;0.545454545454545;0.753160727272727;7.36363636363636;1.63636363636364;131527.272727273;27.1203909090909;388.545454545455;71.8181818181818;0.278323778909091;237;0.418869987454545;2.06424604072727;3.05668094863636;98.3636363636364;404.545454545455;4.89090909090909;0.112770562727273;0.0222819105454545;22.706706448;33.623490435;99.0909090909091
13;9;5;121;38;5;20.322;26.4;1.2;20.904;17.106;0.6;0.54444;7.6;1.2;130520;24.71212;277.6;122;0.3013054312;182.8;0.1874534224;2.8404566772;1.50324107;159.8;305.4;2.8;0.0632635226;0.0251218436;14.202283386;7.51620535;150
13;10;8;115.875;56;8;20.61375;27.5;2.625;20.895;17.1225;1;0.4328837;7;0.75;131825;21.784975;567.5;118.75;0.352327972375;206.5;0.21274013475;2.9474342385;1.92977063725;223;620.75;2.775;0.030676171625;0.012226203;23.579473908;15.438165098;133.75
13;11;7;84.1428571428571;57;7;24.4442857142857;28.5714285714286;3.28571428571429;27.2385714285714;16.8085714285714;0.142857142857143;0.569510014285714;8.14285714285714;1.42857142857143;130142.857142857;26.4115714285714;309.428571428571;84.2857142857143;0.192995532;231.142857142857;0.447831354714286;1.34636556028571;4.204020563;134.142857142857;311.285714285714;3.42857142857143;0.0829310707142857;0.0295887167142857;9.424558922;29.428143941;97.1428571428571
13;13;13;83.5384615384615;113;13;21.5361538461538;30.1538461538462;0.692307692307692;24.0146153846154;18.3453846153846;0.461538461538462;0.646444692307692;8.69230769230769;1.46153846153846;130761.538461538;26.1017307692308;320.692307692308;82.3076923076923;0.387556585846154;236.384615384615;0.176774511;3.55233610515385;1.59143566592308;112.153846153846;308.538461538462;3.73846153846154;0.103237760769231;0.0315072375384615;46.180369367;20.688663657;111.538461538462
13;14;3;86.3333333333333;15;3;21.8;32;3.66666666666667;22.7933333333333;18.5333333333333;0.333333333333333;0.673233;5;1.66666666666667;131166.666666667;27.0608333333333;291.666666666667;86.6666666666667;0.475247787666667;198;0.175568233666667;2.421474587;0.854194136;110;306.333333333333;4.3;0.0686956523333333;0.016250063;7.264423761;2.562582408;126.666666666667
13;15;11;98.2727272727273;85;11;19.8827272727273;26.5454545454545;1.09090909090909;20.4336363636364;17.0127272727273;1.27272727272727;0.456213645454546;7.72727272727273;1.09090909090909;131654.545454545;22.7441363636364;482.090909090909;99.0909090909091;0.332099858727273;217.545454545455;0.168432513454545;2.69674387281818;1.37618912690909;198.454545454545;485.454545454545;2.68181818181818;0.0519245248181818;0.0194578285454545;29.664182601;15.138080396;119.090909090909
13;16;5;112.2;38;5;22.762;32.8;4;22.846;16.782;0;0.7273806;7.6;2;131400;28.91608;305.8;116;0.4424206534;248;0.3588291928;3.4270012372;2.6813145872;54;290.2;5.42;0.1417142858;0.0261496534;17.135006186;13.406572936;138
13;18;8;127.125;63;8;19.96625;27;4;21.82625;17.63625;0.75;0.457215375;7.875;0.625;131062.5;26.0249375;227.375;127.5;0.352746803875;87.5;0.1379281035;2.6885748105;1.17961766725;226.625;261;1.125;0.034792445375;0.039594562125;21.508598484;9.436941338;128.75
13;19;4;81.25;37;4;21.3325;26;0.5;21.88;17.93;0.5;0.6065165;9.25;1;130100;25.8312;200.5;80;0.20236596175;158.5;0.1888941115;1.98042808;1.7536414915;134.5;238;2.9;0.0927853555;0.05080693725;7.92171232;7.014565966;102.5
13;20;2;55.5;20;2;18.32;32;3;18.51;14.95;0;0.62968;10;1;132100;22.0716;795;55;0.746724891;343;0.22541806;7.467248908;2.254180602;231;871;3.8;0.043290043;0.011481056;14.934497816;4.508361204;65
14;1;14;119.928571428571;105;14;20.6992857142857;28;3;20.5014285714286;16.8285714285714;0.357142857142857;0.610728428571428;7.5;1.21428571428571;140407.142857143;24.1870714285714;299;121.428571428571;0.3533762115;210.357142857143;0.228068619571429;2.64520212;1.76425472935714;125.357142857143;280.857142857143;3.43571428571429;0.0857306194285714;0.0390898687142857;37.03282968;24.699566211;142.857142857143
14;2;8;83.125;73;8;19.73625;25;1.75;21.15;16.62375;1.625;0.4694215;9.125;1.125;142112.5;23.1029625;539.25;83.75;0.254709212875;226.5;0.197416155125;2.4568060455;1.8462336625;162.5;545.875;4.075;0.07808229825;0.01762645525;19.654448364;14.7698693;123.75
14;3;5;59.4;39;5;20.724;25.6;1.8;21.128;18.148;0.6;0.5110578;7.8;1.4;141140;24.1203;321.8;60;0.2315644308;193.8;0.1419151826;1.8961236178;1.1740190104;158;315.8;3.5;0.0902608696;0.0246043758;9.480618089;5.870095052;186
14;4;11;95.5454545454545;76;11;20.6454545454545;28;1.81818181818182;23.8963636363636;16.7963636363636;0.272727272727273;0.543477727272727;6.90909090909091;1;140827.272727273;21.9795545454545;444.636363636364;95.4545454545455;0.351199694363636;196.545454545455;0.233753182545455;2.747485463;1.61610740827273;212.818181818182;439.363636363636;2.3;0.039302078;0.0183112288181818;30.222340093;17.777181491;178.181818181818
14;5;6;123.5;41;6;20.58;26;0.333333333333333;21.5866666666667;16.955;0.833333333333333;0.425233833333333;6.83333333333333;0.833333333333333;141416.666666667;22.7596;350.5;125;0.2473795665;142.5;0.2208461585;1.95640562583333;1.63104092633333;162;373.666666666667;3.13333333333333;0.0644088308333333;0.0318825098333333;11.738433755;9.786245558;148.333333333333
14;6;7;72.7142857142857;51;7;19.6142857142857;28.5714285714286;1.28571428571429;21.2528571428571;16.1157142857143;0.428571428571429;0.635888285714286;7.28571428571429;1.28571428571429;141271.428571429;23.4204571428571;250.285714285714;71.4285714285714;0.450834443714286;163.714285714286;0.223186363285714;3.39971902614286;1.78902364914286;130.285714285714;327.142857142857;3.9;0.0752537225714286;0.0290892462857143;23.798033183;12.523165544;97.1428571428571
14;7;13;45.7692307692308;105;13;24.8869230769231;29.8461538461538;2.76923076923077;26.7423076923077;17.2861538461538;0.538461538461538;0.692670569230769;8.07692307692308;1.30769230769231;141438.461538462;26.6086846153846;304.461538461538;46.1538461538462;0.233496621769231;164.076923076923;0.431065256692308;1.621224209;4.03501828692308;117.923076923077;362.307692307692;4.73846153846154;0.114590630692308;0.0262968221538462;21.075914717;52.45523773;99.2307692307692
14;8;9;122.555555555556;74;9;18.4688888888889;25.3333333333333;1.44444444444444;19.3566666666667;16.4277777777778;0.888888888888889;0.351217311111111;8.22222222222222;0.777777777777778;141411.111111111;22.2925777777778;640.666666666667;122.222222222222;0.366536924444444;251.111111111111;0.126561903777778;2.99155387022222;0.992160033444444;223.555555555556;550;2.41111111111111;0.0370730886666667;0.0303043496666667;26.923984832;8.929440301;171.111111111111
14;9;7;163.142857142857;41;7;21.77;25.7142857142857;0.571428571428571;22.5157142857143;16.3742857142857;0.857142857142857;0.429738;5.85714285714286;0.571428571428571;141057.142857143;28.6699285714286;168.428571428571;164.285714285714;0.179168919857143;60.8571428571429;0.332106976714286;1.20842128242857;1.85529508357143;172.142857142857;250.857142857143;2.65714285714286;0.0596638655714286;0.023535581;8.458948977;12.987065585;172.857142857143
14;10;2;77;14;2;20.215;32;4;20.425;17.465;0.5;0.633032;7;1.5;141650;23.3976;324;75;0.5767752295;216;0.1572327165;4.3326942175;1.111913039;150;367;3.75;0.0801242235;0.0181918625;8.665388435;2.223826078;80
14;11;8;144.625;44;8;22.25625;28;2.375;22.8275;16.665;0.375;0.532413125;5.5;0.75;140075;21.2718;261.25;145;0.273478378875;106.5;0.35995177175;1.385461399;2.72901875675;222.75;288.5;1.25;0.024069868125;0.017403846375;11.083691192;21.832150054;146.25
