D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;3;H;0;55;-806.92;393.08;0.487136;263.2;136.8;0.519757;5;00000000;5.2;0.2;5;5.2;0.2;2.5;0;8;10;3;0.75;0.0879841;0.0619587;0.107432;5;0.682596;0.01;1;0.0879841;0.05;1;0.01;0;0;20;[[55:7:1]:[55:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.15;-5.8;0.1;1;2;
D;3;H;0;66;-1602.62;437.38;0.272916;454.5;225.5;0.49615;5;00000000;5.13333;0.2;5;5.13333;0.133333;2.5;0;8;10;3;0.75;0;0.0697809;0.0578084;5;0.805239;0.01;1;0;0.05;1;0.01;0;0;20;[[66:11:1]:[66:12:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.2;-5.8;0.1;1;2;
D;3;H;0;77;-1175.98;552.02;0.469413;472.6;167.4;0.354211;5;00000000;5.2;0.2;5;5.2;0.2;2.5;0;8;10;3;0.75;0.100511;0.0395048;0.0906504;5;0.826314;0.01;1;0.100511;0.05;1;0.01;0;0;20;[[77:5:1]:[77:17:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-5.8;0.1;1;2;
D;3;H;0;107;-1297.92;370.08;0.285133;467.07;172.93;0.370244;5;00000000;5.48333;0.2;5;5.5;0.5;2.5;1;8;10;1;0.75;0.0531507;0.0311174;0.0747917;5;0.638585;0.01;1;0.0531507;-0.95;1;0.01;0;0;20;[[107:2:1]:[107:4:2]:[107:5:1]:[107:8:1]:[107:10:1]:[107:11:1]:[107:12:1]:[107:16:1]:];10;2;1;20;0.6;0;0;0.5;0;0;0;0.1;-5.9;0.45;1.125;8;
D;3;H;0;110;-1746.55;173.45;0.0993101;529.5;110.5;0.208687;5;00000000;5.08333;0.2;5;5.08333;0.0833333;2.5;1;8;10;1;0.75;0.0206991;0.0516197;0.0546598;5;0.520967;0.01;1;0.0206991;-0.95;1;0.01;0;0;20;[[110:8:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.05;-5.65;0.05;1;1;
D;3;H;0;114;-1126.48;313.52;0.278318;379.88;100.12;0.263557;5;00000000;5.15;0.2;5;5.15;0.15;2.5;0;8;10;3;0.75;0.114644;0.038012;1;5;0.206495;0.01;1;0.114644;0.05;1;0.01;1;16;20;[[114:9:1]:[114:10:1]:];10;2;1;20;0.2;0;0;0;0;1;0;0.2;-5.85;0.1;1;2;
D;3;H;0;119;-1247.23;360.77;0.289257;419.9;140.1;0.333651;5;00000000;5.08333;0.2;5;5.08333;0.0833333;2.5;0;8;10;3;0.75;0.105748;0.0441169;1;5;0.257974;0.01;1;0.105748;0.05;1;0.01;1;4;20;[[119:11:1]:];10;2;1;20;0.4;0;0;0;0;1;0;0.15;-5.75;0.05;1;1;
D;3;H;2;67;-1632;408;0.25;476.1;203.9;0.428271;5;00000000;5.23333;0.2;5.03975;5.25;0.210246;2.5;0;8;10;3;0.75;0.10014;0.0376881;0.0857502;5;0.806082;0.01;1;0.10014;0.05;1;0.01;0;0;20;[[67:3:1]:[67:11:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.15;-5.8;0.1;1;2;
D;3;H;3;86;-1758.6;161.4;0.0917776;586.2;53.8;0.0917776;5;00000000;5.21667;0.2;5.06528;5.21667;0.151384;2.5;1;8;10;1;0.75;0.1249;0.06231;0.046619;5;0.529751;0.01;1;0.1249;-0.95;1;0.01;0;0;20;[[86:11:1]:[86:16:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-5.9;0.1;1;2;
D;3;H;4;56;-1231;329;0.267262;369.1;150.9;0.408832;5;00000000;5.38333;0.2;5.07161;5.38333;0.311724;2.5;0;8;10;3;0.75;0.0857031;0.0504399;0.0876518;5;0.459527;0.01;1;0.0857031;0.05;1;0.01;0;0;20;[[56:3:1]:[56:4:1]:[56:14:1]:[56:17:1]:[56:19:1]:];10;2;1;20;0.3;0;0;0;0;0;0;0.2;-5.8;0.25;1;5;
D;3;H;6;70;-1521.6;398.4;0.26183;439.8;200.2;0.455207;5;00000000;5.35;0.2;5.09841;5.36667;0.268252;2.5;0;8;10;3;0.75;0.0316128;0.0440642;0.0617126;5;0.867648;0.01;1;0.0316128;0.05;1;0.01;0;0;20;[[70:2:1]:[70:4:1]:[70:8:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.15;-5.9;0.15;1;3;
D;3;H;7;117;-1036.15;163.85;0.158133;354.35;125.65;0.354593;5;00000000;5.26667;0.2;5.11327;5.26667;0.1534;2.5;0;8;10;3;0.75;0.115376;0.0455707;1;5;0.216875;0.01;1;0.115376;0.05;1;0.01;1;1;20;[[117:8:1]:[117:10:1]:];10;2;1;20;0.2;0;0;0;0;1;0;0.15;-5.75;0.1;1;2;
D;3;H;8;92;-1472.96;327.04;0.222029;485.26;114.74;0.236451;5;00000000;5.38333;0.2;5.12816;5.38333;0.25517;2.5;1;8;10;1;0.75;0.13142;0.0347149;0.000506099;5;0.674191;0.01;1;0.13142;-0.95;1;0.01;1;2;20;[[92:2:1]:[92:12:1]:[92:14:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.1;-5.7;0.15;1;3;
D;3;H;9;102;-1682.38;117.62;0.0699129;540.82;59.18;0.109426;5;00000000;5.38333;0.2;5.14149;5.4;0.258506;2.5;1;8;10;1;0.75;0.0813486;0.0391378;0.0521628;5;0.426238;0.01;1;0.0813486;-0.95;1;0.01;1;8;20;[[102:5:1]:[102:8:1]:[102:15:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.1;-5.9;0.15;1;3;
D;3;H;9;115;-774.66;225.34;0.290889;388.76;91.24;0.234695;5;00000000;5.31667;0.2;5.14407;5.31667;0.172598;2.5;0;8;10;3;0.75;0.128275;0.0597164;1;5;0.478021;0.01;1;0.128275;0.05;1;0.01;1;8;20;[[115:8:1]:[115:10:1]:];10;2;1;20;0.2;0;0;0;0;1;0;0.25;-5.75;0.1;1;2;
D;3;H;10;46;-830.62;369.38;0.444704;281.52;118.48;0.420858;5;00000000;5.4;0.2;5.15828;5.4;0.241719;2.5;0;8;10;3;0.75;0.0714913;0.0423735;0.115471;5;0.478389;0.01;1;0.0714913;0.05;1;0.01;0;0;20;[[46:5:1]:[46:14:1]:];10;2;1;20;0;0;0;0;0;0;0;0.15;-5.65;0.1;1;2;
D;3;H;10;97;-1785.67;182.33;0.102107;499.19;108.81;0.217973;5;00000000;5.65;0.2;5.15752;5.66667;0.509144;2.5;1;8;10;1;0.75;0.052476;0.0415056;0.0740581;5;0.66498;0.01;1;0.052476;-0.95;1;0.01;0;0;18;[[97:2:1]:[97:3:1]:[97:5:1]:[97:7:1]:[97:10:1]:[97:19:1]:];9;2;1;20;0.7;1;0;1.5;0;0.5;0;0.1;-5.4;0.3;1;6;
D;3;H;11;42;-819.44;380.56;0.464415;287.7;112.3;0.390337;5;00000000;5.4;0.2;5.1782;5.41667;0.238465;2.5;0;8;10;3;0.75;0.0751219;0.0604987;0.0913232;5;0.480728;0.01;1;0.0751219;0.05;1;0.01;0;0;20;[[42:6:1]:[42:10:1]:[42:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-5.8;0.15;1;3;
D;3;H;12;65;-1399.35;456.65;0.32633;415.2;224.8;0.541426;5;00000000;5.38333;0.2;5.19229;5.4;0.207713;2.5;0;8;10;3;0.75;0.150837;0.0772307;0.0442889;5;0.664482;0.01;1;0.150837;0.05;1;0.01;0;0;20;[[65:1:1]:[65:2:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.3;-5.7;0.1;1;2;
D;3;H;13;31;-996.4;275.6;0.276596;340.3;99.7;0.292977;5;00000000;5.35;0.2;5.20478;5.35;0.145222;2.5;0;8;10;3;0.75;0.100415;0.0590876;0.0729633;5;0.687495;0.01;1;0.100415;0.05;1;0.01;0;0;20;[[31:10:1]:[31:14:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-5.9;0.1;1;2;
D;3;H;13;53;-836.7;323.3;0.386399;382.8;97.2;0.253918;5;00000000;5.4;0.2;5.20663;5.41667;0.210032;2.5;0;8;10;3;0.75;0.0899087;0.0547182;0.134823;5;0.551891;0.01;1;0.0899087;0.05;1;0.01;0;0;20;[[53:13:1]:[53:18:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-5.9;0.1;1;2;
D;3;H;14;103;-1338.2;221.8;0.165745;529.1;110.9;0.209601;5;00000000;5.4;0.2;5.23283;5.41667;0.183836;2.5;1;8;10;1;0.75;0.0764466;0.0626259;0.0225861;5;0.658445;0.01;1;0.0764466;-0.95;1;0.01;0;0;20;[[103:7:1]:[103:20:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-5.9;0.1;1;2;
D;3;H;14;104;-1572.45;227.55;0.14471;514.1;85.9;0.167088;5;00000000;5.43333;0.2;5.2312;5.45;0.218801;2.5;1;8;10;1;0.75;0.15325;0.0445009;0.0439605;5;0.633701;0.01;1;0.15325;-0.95;1;0.01;1;4;20;[[104:3:1]:[104:4:1]:[104:6:1]:[104:7:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.1;-5.75;0.2;1;4;
D;3;H;15;59;-759.9;440.1;0.579155;262.3;137.7;0.524971;5;00000000;5.43333;0.2;5.2613;5.43333;0.172029;2.5;0;8;10;3;0.75;0.121912;0.0542163;0.0836487;5;0.738112;0.01;1;0.121912;0.05;1;0.01;0;0;20;[[59:13:1]:[59:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.8;0.1;1;2;
D;3;H;16;36;-846.26;353.74;0.418004;285.52;114.48;0.400953;5;00000000;5.55;0.2;5.27822;5.56667;0.288448;2.5;0;8;10;3;0.75;0.198265;0.0402715;0.0852569;5;0.50761;0.01;1;0.198265;0.05;1;0.01;0;0;20;[[36:2:1]:[36:5:1]:[36:17:1]:[36:18:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.6;0.2;1;4;
D;3;H;16;99;-1718.6;201.4;0.117188;537.2;102.8;0.191363;5;00000000;5.45;0.2;5.28295;5.46667;0.183718;2.5;1;8;10;1;0.75;0.0971776;0.0703709;0.0384749;5;0.506076;0.01;1;0.0971776;-0.95;1;0.01;0;0;20;[[99:1:1]:[99:7:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-5.8;0.1;1;2;
D;3;H;22;48;-818.96;261.04;0.318746;330.43;109.57;0.331598;5;00000000;5.66667;0.2;5.35976;5.68333;0.323574;2.5;0;8;10;3;0.75;0.0774717;0.0371793;0.109846;5;0.741883;0.01;1;0.0774717;0.05;1;0.01;0;0;20;[[48:9:1]:[48:10:1]:[48:13:1]:[48:14:1]:[48:15:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-5.8;0.25;1;5;
D;3;H;22;101;-2131.4;28.6;0.0134184;589.2;130.8;0.221996;5;00000000;5.56667;0.2;5.36316;5.56667;0.203511;2.5;1;8;10;1;0.75;0.0658674;0.056414;0.0313944;5;0.529133;0.01;1;0.0658674;-0.95;1;0.01;1;4;20;[[101:4:1]:[101:12:1]:[101:18:1]:];10;2;1;20;0.8;0;0;0.5;0;0.5;0;0.1;-5.9;0.15;1;3;
D;3;H;26;91;-1779.27;260.73;0.146538;519.16;160.84;0.309808;5;00000000;6.26667;0.2;5.41669;6.26667;0.849974;2.5;1;8;10;1;0.75;0.0982383;0.0432678;0.0762338;5;0.581003;0.01;1;0.0982383;-0.95;1;0.01;0;0;20;[[91:2:1]:[91:3:1]:[91:4:1]:[91:5:1]:[91:7:1]:[91:8:1]:[91:11:2]:[91:12:1]:[91:13:1]:[91:14:1]:[91:17:2]:[91:19:1]:];10;2;1;20;0.7;0;0;1;0;0;0;0.1;-5.65;0.7;1.16667;12;
D;3;H;27;33;-641.69;318.31;0.496049;305.3;134.7;0.441205;5;00000000;5.61667;0.2;5.43575;5.63333;0.197579;2.5;0;8;10;3;0.75;0.0672594;0.0668988;0.144032;5;0.665557;0.01;1;0.0672594;0.05;1;0.01;0;0;20;[[33:11:1]:[33:15:1]:[33:16:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-5.65;0.15;1;3;
D;3;H;28;116;-1160.15;319.85;0.275697;463.55;96.45;0.208068;5;00000000;6.08333;0.2;5.46133;6.1;0.63867;2.5;0;8;10;3;0.75;0.110638;0.0534852;1;5;0.0737059;0.01;1;0.110638;0.05;1;0.01;0;0;20;[[116:1:1]:[116:2:2]:[116:3:1]:[116:8:1]:[116:9:1]:[116:11:1]:[116:12:1]:[116:14:1]:[116:17:1]:[116:18:1]:[116:20:1]:];10;2;1;20;0.4;0;0;0;0;0;0;0.2;-5.75;0.6;1.09091;11;
D;3;H;29;54;-657.45;222.55;0.338505;331.05;108.95;0.329104;5;00000000;5.96667;0.2;5.47756;5.96667;0.489111;2.5;0;8;10;3;0.75;0.0967369;0.075191;0.125281;5;0.656999;0.01;1;0.0967369;0.05;1;0.01;0;0;20;[[54:2:1]:[54:8:1]:[54:10:1]:[54:15:2]:[54:16:1]:[54:17:1]:[54:19:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-5.65;0.4;1.14286;7;
D;3;H;30;40;-1011;429;0.424332;309.24;170.76;0.552192;5;00000000;5.66667;0.2;5.51298;5.68333;0.170355;2.5;0;8;10;3;0.75;0.0879801;0.040802;0.13219;5;0.768125;0.01;1;0.0879801;0.05;1;0.01;0;0;20;[[40:14:1]:[40:15:1]:[40:16:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-5.6;0.15;1;3;
D;3;H;31;25;-714.02;205.98;0.288479;306.2;133.8;0.436969;5;00000000;5.8;0.2;5.52607;5.8;0.273927;2.5;0;8;10;3;0.75;0.140353;0.0768378;0.115904;5;0.623151;0.01;1;0.140353;0.05;1;0.01;0;0;20;[[25:5:1]:[25:6:1]:[25:17:1]:[25:18:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-5.7;0.2;1;4;
D;3;H;32;21;-783.52;296.48;0.378395;322.32;77.68;0.241003;5;00000000;5.83333;0.2;5.54939;5.83333;0.28394;2.5;0;8;10;3;0.75;0.0533461;0.0681961;0.123547;5;0.521499;0.01;1;0.0533461;0.05;1;0.01;1;6;20;[[21:6:1]:[21:9:1]:[21:11:1]:[21:14:1]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.2;-5.6;0.2;1;4;
D;3;H;32;68;-1434.26;453.74;0.316358;436.11;203.89;0.46752;5;00000000;5.81667;0.2;5.54279;5.81667;0.273876;2.5;0;8;10;3;0.75;0.141363;0.0470046;0.0940504;5;0.686844;0.01;1;0.141363;0.05;1;0.01;1;8;20;[[68:4:1]:[68:5:1]:[68:6:1]:[68:8:1]:[68:11:1]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.2;-5.9;0.25;1;5;
D;3;H;33;32;-869.17;330.83;0.380627;312.37;87.63;0.280533;5;00000000;6.08333;0.2;5.55459;6.08333;0.528741;2.5;0;8;10;3;0.75;0.0379418;0.0894656;0.116992;5;0.537727;0.01;1;0.0379418;0.05;1;0.01;0;0;20;[[32:1:1]:[32:9:1]:[32:12:1]:[32:15:1]:[32:17:1]:[32:18:1]:[32:19:1]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-5.75;0.35;1;7;
D;3;H;33;80;-1186.7;333.3;0.280863;418.2;181.8;0.43472;5;00000000;6.01667;0.2;5.55209;6.01667;0.464577;2.5;0;8;10;3;0.75;0.05766;0.0409277;0.0629328;5;0.743378;0.01;1;0.05766;0.05;1;0.01;0;0;20;[[80:5:1]:[80:11:1]:[80:19:1]:[80:20:2]:];10;2;1;20;0.5;0;0;0.5;0;0;0;0.15;-5.9;0.25;1.25;4;
D;3;H;35;82;-1408.01;447.99;0.318172;406.6;233.4;0.574029;5;00000000;5.66667;0.2;5.57462;5.68333;0.10871;2.5;0;8;10;3;0.75;0.105552;0.0683727;0.00771521;5;0.677146;0.01;1;0.105552;0.05;1;0.01;0;0;20;[[82:11:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-5.9;0.05;1;1;
D;3;H;38;49;-1069.43;370.57;0.346512;333.3;146.7;0.440144;5;00000000;5.78333;0.2;5.61852;5.8;0.181479;2.5;0;8;10;3;0.75;0.087515;0.0150802;0.104467;5;0.7224;0.01;1;0.087515;0.05;1;0.01;0;0;20;[[49:6:1]:[49:15:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.2;-5.85;0.1;1;2;
D;3;H;38;69;-1420.93;379.07;0.266776;414.88;185.12;0.446201;5;00000000;5.86667;0.2;5.63263;5.86667;0.234041;2.5;0;8;10;3;0.75;0.00817583;0.0573148;0.0260571;5;0.856066;0.01;1;0.00817583;0.05;1;0.01;0;0;20;[[69:11:1]:[69:12:1]:[69:19:1]:];10;2;1;20;0.5;0;0;0;0;0;0;0.15;-5.85;0.15;1;3;
D;3;H;38;113;-716.28;283.72;0.396102;287.74;112.26;0.390144;5;00000000;6.66667;0.2;5.62345;6.66667;1.04322;2.5;0;8;10;3;0.75;0.111847;0.0729415;1;5;0.268333;0.01;1;0.111847;0.05;1;0.01;0;0;20;[[113:1:1]:[113:2:2]:[113:3:1]:[113:5:1]:[113:10:1]:[113:12:2]:[113:13:2]:[113:14:2]:[113:15:2]:[113:16:2]:[113:17:1]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-5.45;0.85;1.54545;11;
D;3;H;39;76;-1226.47;373.53;0.304557;462.67;177.33;0.383275;5;00000000;7.13333;0.2;5.6487;7.13333;1.48464;2.5;0;8;10;3;0.75;0.171853;0.0484233;0.063062;5;0.965631;0.01;1;0.171853;0.05;1;0.01;0;13;20;[[76:1:1]:[76:2:1]:[76:3:1]:[76:4:3]:[76:5:1]:[76:6:1]:[76:7:1]:[76:8:1]:[76:9:1]:[76:10:1]:[76:11:2]:[76:12:1]:[76:13:1]:[76:14:1]:[76:15:1]:[76:16:1]:[76:17:1]:[76:18:1]:[76:19:1]:[76:20:2]:];10;2;1;20;0.6;0;0;1;0;0.5;0;0.25;-5.5;1.2;1.2;20;
D;3;H;42;41;-979.37;340.63;0.347805;354.8;85.2;0.240135;5;00000000;5.86667;0.2;5.6944;5.86667;0.172269;2.5;0;8;10;3;0.75;0.00962388;0.0879996;0.0953188;5;0.561027;0.01;1;0.00962388;0.05;1;0.01;0;0;20;[[41:6:1]:[41:13:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.15;-5.8;0.1;1;2;
D;3;H;43;47;-833.49;346.51;0.415734;302.28;97.72;0.323276;5;00000000;6.05;0.2;5.7035;6.06667;0.363169;2.5;0;8;10;3;0.75;0.0802409;0.0377805;0.114996;5;0.620792;0.01;1;0.0802409;0.05;1;0.01;0;0;20;[[47:6:1]:[47:9:1]:[47:13:1]:[47:15:1]:[47:16:1]:[47:17:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.8;0.3;1;6;
D;3;H;43;52;-716.73;163.27;0.227798;337.75;102.25;0.302739;5;00000000;6.63333;0.2;5.70576;6.63333;0.92757;2.5;0;8;10;3;0.75;0.0922175;0.0541584;0.077694;5;0.428745;0.01;1;0.0922175;0.05;1;0.01;0;0;20;[[52:1:2]:[52:3:1]:[52:4:1]:[52:5:1]:[52:7:1]:[52:10:1]:[52:13:2]:[52:16:1]:[52:17:3]:[52:18:1]:[52:20:1]:];10;2;1;20;0.1;0;0;1;0;0;0;0.25;-5.75;0.75;1.36364;11;
D;3;H;43;100;-1471.45;232.55;0.158041;504.66;135.34;0.268181;5;00000000;5.91667;0.2;5.7021;5.91667;0.214567;2.5;1;8;10;1;0.75;0.134089;0.030259;0.0800373;5;0.724697;0.01;1;0.134089;-0.95;1;0.01;1;18;20;[[100:4:1]:[100:17:1]:[100:18:1]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.1;-5.7;0.15;1;3;
D;3;H;45;35;-789.96;338.04;0.42792;278.9;161.1;0.577626;5;00000000;5.95;0.2;5.73692;5.95;0.213075;2.5;0;8;10;3;0.75;0.0907038;0.082164;0.0940038;5;0.546432;0.01;1;0.0907038;0.05;1;0.01;0;0;20;[[35:12:1]:[35:14:1]:[35:17:1]:[35:19:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-5.8;0.2;1;4;
D;3;H;45;43;-644.58;235.42;0.36523;333.3;106.7;0.320132;5;00000000;6.11667;0.2;5.74359;6.11667;0.373079;2.5;0;8;10;3;0.75;0.127373;0.0710828;0.0790509;5;0.557587;0.01;1;0.127373;0.05;1;0.01;1;6;20;[[43:6:1]:[43:12:1]:[43:14:1]:[43:15:2]:];10;2;1;20;0.1;0;0;0.5;0;0.5;0;0.2;-5.8;0.25;1.25;4;
D;3;H;45;98;-1438.6;241.4;0.167802;413.7;146.3;0.353638;5;00000000;5.95;0.2;5.74096;5.96667;0.225707;2.5;1;8;10;1;0.75;0.0630757;0.0590028;0.0467483;5;0.643975;0.01;1;0.0630757;-0.95;1;0.01;1;4;20;[[98:2:1]:[98:4:1]:[98:9:1]:];10;2;1;20;0.4;0;0;0.5;0;0.5;0;0.1;-5.85;0.15;1;3;
D;3;H;46;39;-791.07;388.93;0.491651;246.46;133.54;0.541832;5;00000000;6.48333;0.2;5.75593;6.48333;0.727406;2.5;0;8;10;3;0.75;0.0323366;0.0486135;0.114423;5;0.593144;0.01;1;0.0323366;0.05;1;0.01;0;0;19;[[39:4:1]:[39:5:1]:[39:6:1]:[39:7:1]:[39:9:1]:[39:10:1]:[39:11:1]:[39:12:1]:[39:13:1]:[39:14:1]:[39:18:1]:[39:19:1]:[39:20:1]:];9.5;2;1;20;0;0.5;0;1;0;0.5;0;0.2;-5.8;0.65;1;13;
D;3;H;46;74;-1067.54;292.46;0.273957;546.17;133.83;0.245034;5;00000000;6.8;0.2;5.75158;6.81667;1.06509;2.5;0;8;10;3;0.75;0.179653;0.0234345;0.074284;5;0.737857;0.01;1;0.179653;0.05;1;0.01;0;0;20;[[74:1:1]:[74:2:1]:[74:4:1]:[74:5:1]:[74:7:1]:[74:8:1]:[74:9:1]:[74:10:1]:[74:11:1]:[74:12:1]:[74:14:1]:[74:15:1]:[74:16:2]:[74:18:1]:[74:19:2]:];10;2;1;20;0.7;0;0;0.5;0;0;0;0.2;-5.55;0.85;1.13333;15;
D;3;H;46;111;-948.46;371.54;0.39173;428.18;131.82;0.307861;5;00000000;5.9;0.2;5.75402;5.9;0.145978;2.5;0;8;10;3;0.75;0.149141;0.0515246;1;5;0.379359;0.01;1;0.149141;0.05;1;0.01;1;9;20;[[111:8:1]:[111:9:1]:[111:13:1]:];10;2;1;20;0.4;0;0;0;0;1;0;0.25;-5.7;0.15;1;3;
D;3;H;46;73;-1176.81;295.19;0.250839;449.68;190.32;0.423234;5;00000000;6.05;0.2;5.77899;6.06667;0.287675;2.5;0;8;10;3;0.75;0.0409672;0.0281941;0.0652652;5;0.667798;0.01;1;0.0409672;0.05;1;0.01;0;0;20;[[73:3:1]:[73:11:1]:[73:12:1]:[73:18:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-5.65;0.2;1;4;
D;3;H;47;22;-710.88;289.12;0.406707;312;128;0.410256;5;00000000;6.1;0.2;5.79789;6.1;0.302109;2.5;0;8;10;3;0.75;0.0843831;0.0468281;0.128821;5;0.493189;0.01;1;0.0843831;0.05;1;0.01;0;0;20;[[22:1:1]:[22:3:1]:[22:11:1]:[22:16:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-5.65;0.2;1;4;
D;3;H;54;62;-1361.88;318.12;0.233589;491;189;0.384929;5;00000000;6.01667;0.2;5.89795;6.01667;0.118715;2.5;0;8;10;3;0.75;0.099038;0.0129433;0.0835566;5;0.843042;0.01;1;0.099038;0.05;1;0.01;0;0;20;[[62:13:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.15;-5.85;0.05;1;1;
D;3;H;56;79;-930.1;285.9;0.307386;517.1;122.9;0.237672;5;00000000;6.18333;0.2;5.92923;6.18333;0.254103;2.5;0;8;10;3;0.75;0.100985;0.0438078;0.0605908;5;0.933328;0.01;1;0.100985;0.05;1;0.01;0;0;20;[[79:10:1]:[79:18:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-5.75;0.1;1;2;
D;3;H;57;30;-604.7;275.3;0.455267;286.2;113.8;0.397624;5;00000000;6.13333;0.2;5.93625;6.13333;0.197087;2.5;0;8;10;3;0.75;0.0808968;0.0410395;0.0934572;5;0.704064;0.01;1;0.0808968;0.05;1;0.01;0;0;20;[[30:6:1]:[30:7:1]:[30:15:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-5.9;0.15;1;3;
D;3;H;57;87;-1545.98;254.02;0.16431;447.59;152.41;0.340513;5;00000000;6.28333;0.2;5.94646;6.3;0.353536;2.5;1;8;10;1;0.75;0.174989;0.0250273;0.0361555;5;0.559778;0.01;1;0.174989;-0.95;1;0.01;1;1;20;[[87:1:1]:[87:3:1]:[87:6:1]:[87:18:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;18.28;0.1;-5.75;0.2;1;4;
D;3;H;58;64;-930.02;349.98;0.376314;425.2;214.8;0.505174;5;00000000;6.1;0.2;5.95117;6.11667;0.165501;2.5;0;8;10;3;0.75;0.175703;0.0461289;0.0625799;5;0.777822;0.01;1;0.175703;0.05;1;0.01;0;0;20;[[64:6:1]:[64:7:1]:[64:10:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-5.7;0.15;1;3;
D;3;H;58;93;-1398.56;41.44;0.0296305;432.88;47.12;0.108852;5;00000000;6.21667;0.2;5.95248;6.23333;0.280852;2.5;1;8;10;1;0.75;0.103374;0.0532974;0.0349027;5;0.733701;0.01;1;0.103374;-0.95;1;0.01;1;13;20;[[93:3:1]:[93:13:1]:[93:18:1]:];10;2;1;20;0.2;0;0;0.5;0;0.5;0;0.1;-5.75;0.15;1;3;
D;3;H;60;71;-1576.67;239.33;0.151795;549.8;130.2;0.236813;5;00000000;6.3;0.2;5.98722;6.31667;0.329442;2.5;0;8;10;3;0.75;0.0381561;0.0403352;0.0662804;5;0.699448;0.01;1;0.0381561;0.05;1;0.01;0;0;20;[[71:1:1]:[71:2:1]:[71:6:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.15;-5.9;0.15;1;3;
