D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;22;H;68;85;-8291.27;3604.73;0.434762;375.3;224.7;0.598721;5;00000000;6.29972;0.2;6.14642;6.29972;0.1533;2.5;0;8;10;3;0.75;0.169667;0.00162056;0.0410056;5;0.793826;0.01;1;0.169667;0.05;1;0.01;0;0;20;[[85:12:1]:[85:13:1]:];10;2;1;20;0.5;0;0;0;0;0;0;0.25;-1.8;0.1;1;2;
D;22;H;68;112;-6687;2517;0.376402;299.18;100.82;0.336988;5;00000000;7.09972;0.2;6.13888;7.09972;0.960846;2.5;0;8;10;3;0.75;0.122583;0.0515952;1;5;0.139556;0.01;1;0.122583;0.05;1;0.01;0;16;16;[[112:1:1]:[112:2:1]:[112:3:1]:[112:4:2]:[112:5:1]:[112:6:1]:[112:7:1]:[112:8:1]:[112:9:1]:[112:10:1]:[112:11:1]:[112:12:1]:[112:13:1]:[112:14:1]:[112:15:1]:[112:16:1]:[112:17:1]:[112:18:1]:[112:19:1]:[112:20:1]:];8;2;1;20;0.2;2;0;0;0;0.5;0;0.25;3.85;1.05;1.05;20;
D;22;H;68;120;-6251.73;2404.27;0.384577;293.52;106.48;0.362769;5;00000000;7.33306;0.2;6.13713;7.88306;1.74592;2.5;0;8;10;3;0.75;0.0641573;0.0807717;1;5;0.0750196;0.01;1;0.0641573;0.05;1;0.01;0;1;14;[[120:1:1]:[120:2:1]:[120:3:1]:[120:4:1]:[120:5:1]:[120:6:1]:[120:7:1]:[120:8:1]:[120:9:1]:[120:10:3]:[120:11:2]:[120:12:1]:[120:13:1]:[120:14:1]:[120:15:1]:[120:16:1]:[120:17:1]:[120:18:1]:[120:19:1]:[120:20:3]:];7;2;1;20;0.3;3;0;0.5;0;0.5;0;0.3;2.95;1.25;1.25;20;
D;22;H;69;51;-5556.79;1503.21;0.270518;130.56;69.44;0.531863;5;00000000;7.38306;0.2;6.16493;7.39972;1.23479;2.5;0;8;10;3;0.75;0.0596627;0.0598043;0.0829916;5;0.524504;0.01;1;0.0596627;0.05;1;0.01;0;1;10;[[51:1:1]:[51:2:1]:[51:3:1]:[51:4:1]:[51:5:1]:[51:6:1]:[51:7:1]:[51:8:1]:[51:9:1]:[51:10:1]:[51:11:1]:[51:12:1]:[51:13:1]:[51:14:1]:[51:15:1]:[51:16:1]:[51:17:1]:[51:18:1]:[51:19:1]:[51:20:2]:];5;2;1;20;0;5;0;1;0;0.5;0;0.3;-0.8;1.05;1.05;20;
D;22;H;73;63;-5914.82;2189.18;0.370118;464.73;139.27;0.299679;5;00000000;6.61639;0.2;6.21973;7.18306;0.963329;2.5;0;8;10;3;0.75;0.0394822;0.0826995;0.0586788;5;0.806074;0.01;1;0.0394822;0.05;1;0.01;0;20;19;[[63:1:1]:[63:2:1]:[63:3:1]:[63:4:1]:[63:5:1]:[63:6:1]:[63:7:1]:[63:8:1]:[63:9:1]:[63:10:1]:[63:11:1]:[63:12:1]:[63:13:1]:[63:14:1]:[63:15:1]:[63:16:1]:[63:17:1]:[63:18:1]:[63:19:1]:[63:20:1]:];9.5;2;1;20;0.6;0.5;0;0.5;0;0.5;0;0.25;-3;1;1;20;
D;22;H;73;84;-8311.98;2720.02;0.327241;506.6;53.4;0.105409;5;00000000;6.44972;0.2;6.23149;6.44972;0.218236;2.5;0;8;10;3;0.75;0.101161;0.0583673;0.102984;5;0.892636;0.01;1;0.101161;0.05;1;0.01;0;0;20;[[84:15:1]:[84:18:1]:[84:19:1]:];10;2;1;20;0.4;0;0;0;0;0;0;0.2;1.25;0.15;1;3;
D;22;H;74;95;-7349.37;2090.63;0.284464;604.4;75.6;0.125083;5;00000000;6.73306;0.2;6.23973;6.73306;0.493325;2.5;1;8;10;1;0.75;0.156869;0.0336737;0.0340539;5;0.507704;0.01;1;0.156869;-0.95;1;0.01;1;2;20;[[95:2:1]:[95:7:1]:[95:10:1]:[95:13:1]:[95:16:1]:[95:19:1]:[95:20:1]:];10;2;1;20;0.7;0;0;1;0;1;0;0.05;0.85;0.35;1;7;
D;22;H;75;26;-5028.6;1791.4;0.356242;142.88;57.12;0.399776;5;00000000;7.08306;0.2;6.25;7.39972;1.14972;2.5;0;8;10;3;0.75;0.148305;0.0346801;0.113341;5;0.630504;0.01;1;0.148305;0.05;1;0.01;0;5;10;[[26:1:1]:[26:2:1]:[26:3:1]:[26:4:1]:[26:5:1]:[26:6:1]:[26:7:1]:[26:8:1]:[26:9:1]:[26:10:1]:[26:11:1]:[26:12:1]:[26:13:1]:[26:14:1]:[26:15:1]:[26:16:1]:[26:17:1]:[26:18:1]:[26:19:1]:[26:20:1]:];5;2;1;20;0;5;0;0.5;0;0.5;0;0.3;1.85;1;1;20;
D;22;H;75;27;-6326.91;2133.09;0.337146;327.24;112.76;0.344579;5;00000000;6.96639;0.2;6.25;7.26639;1.01639;2.5;0;8;10;3;0.75;0.0181637;0.0319216;0.118874;5;0.576385;0.01;1;0.0181637;0.05;1;0.01;0;8;18;[[27:1:1]:[27:2:1]:[27:3:1]:[27:4:1]:[27:5:1]:[27:6:1]:[27:7:1]:[27:8:1]:[27:9:1]:[27:10:1]:[27:11:1]:[27:12:1]:[27:13:1]:[27:14:1]:[27:15:1]:[27:16:1]:[27:17:1]:[27:18:1]:[27:19:1]:[27:20:2]:];9;2;1;20;0.2;1;0;1;0;0.5;0;0.25;0.55;1.05;1.05;20;
D;22;H;75;28;-5137.47;2302.53;0.448184;268.3;131.7;0.490868;5;00000000;6.51639;0.2;6.25;6.51639;0.266389;2.5;0;8;10;3;0.75;0.166543;0.0583106;0.0685914;5;0.407769;0.01;1;0.166543;0.05;1;0.01;0;0;20;[[28:1:1]:[28:5:1]:[28:20:1]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-3;0.15;1;3;
D;22;H;75;37;-5244.79;1835.21;0.349911;130.5;69.5;0.532567;5;00000000;7.38306;0.2;6.25;7.41639;1.16639;2.5;0;8;10;3;0.75;0.118095;0.0572102;0.115979;5;0.595389;0.01;1;0.118095;0.05;1;0.01;0;8;10;[[37:1:1]:[37:2:1]:[37:3:1]:[37:4:1]:[37:5:1]:[37:6:1]:[37:7:1]:[37:8:1]:[37:9:1]:[37:10:1]:[37:11:1]:[37:12:1]:[37:13:1]:[37:14:1]:[37:15:1]:[37:16:1]:[37:17:1]:[37:18:1]:[37:19:1]:[37:20:1]:];5;2;1;20;0;5;0;0.5;0;0.5;0;0.25;-2.5;1;1;20;
D;22;H;75;44;-5325.47;1754.53;0.32946;52.36;27.64;0.527884;5;00000000;7.48306;0.2;6.25;7.49972;1.24972;2.5;0;8;10;3;0.75;0.226488;0.0426983;0.110712;5;0.471274;0.01;1;0.226488;0.05;1;0.01;0;20;4;[[44:1:1]:[44:2:1]:[44:3:1]:[44:4:1]:[44:5:1]:[44:6:1]:[44:7:1]:[44:8:1]:[44:9:2]:[44:10:1]:[44:11:1]:[44:12:1]:[44:13:1]:[44:14:1]:[44:15:1]:[44:16:1]:[44:17:1]:[44:18:1]:[44:19:1]:[44:20:1]:];2;2;1;20;0;8;0;1;0;1;0;0.3;1.75;1.05;1.05;20;
D;22;H;75;58;-5296.04;1783.96;0.336848;239.28;100.72;0.420929;5;00000000;7.39972;0.2;6.25;7.56639;1.31639;2.5;0;8;10;3;0.75;0.11504;0.0728267;0.105772;5;0.562861;0.01;1;0.11504;0.05;1;0.01;0;8;17;[[58:1:1]:[58:2:1]:[58:3:1]:[58:4:1]:[58:5:1]:[58:6:1]:[58:7:1]:[58:8:1]:[58:9:2]:[58:10:1]:[58:11:1]:[58:12:1]:[58:13:1]:[58:14:1]:[58:15:1]:[58:16:1]:[58:17:1]:[58:18:1]:[58:19:1]:[58:20:2]:];8.5;2;1;20;0;1.5;0;0.5;0;0.5;0;0.25;-0.7;1.1;1.1;20;
D;22;H;75;60;-5186.06;1533.94;0.295781;130.48;9.52;0.0729614;5;00000000;7.53306;0.2;6.25;7.54972;1.29972;2.5;0;8;10;3;0.75;0.0763141;0.0387456;0.0891765;5;0.499726;0.01;1;0.0763141;0.05;1;0.01;0;15;7;[[60:1:1]:[60:2:1]:[60:3:1]:[60:4:1]:[60:5:1]:[60:6:1]:[60:7:1]:[60:8:1]:[60:9:2]:[60:10:1]:[60:11:1]:[60:12:1]:[60:13:1]:[60:14:1]:[60:15:1]:[60:16:1]:[60:17:1]:[60:18:1]:[60:19:1]:[60:20:2]:];3.5;2;1;20;0;6.5;0;1;0;1;0;0.3;-1.85;1.1;1.1;20;
D;22;H;75;72;-5241.61;2174.39;0.414832;229.82;90.18;0.392394;5;00000000;7.53306;0.2;6.25;7.53306;1.28306;2.5;0;8;10;3;0.75;0.076579;0.0485276;0.0316707;5;0.848565;0.01;1;0.076579;0.05;1;0.01;0;13;10;[[72:1:1]:[72:2:1]:[72:3:1]:[72:4:1]:[72:5:1]:[72:6:1]:[72:7:1]:[72:8:1]:[72:9:1]:[72:10:1]:[72:11:1]:[72:12:2]:[72:13:1]:[72:14:1]:[72:15:1]:[72:16:1]:[72:17:1]:[72:18:1]:[72:19:1]:[72:20:1]:];5;2;1;20;0.7;5;0;1;0;0.5;0;0.25;-3.25;1.05;1.05;20;
D;22;H;75;75;-7402.6;2901.4;0.391943;392;208;0.530612;5;00000000;6.39972;0.2;6.25;6.39972;0.149722;2.5;0;8;10;3;0.75;0.122842;0.0464464;0.0451123;5;0.908698;0.01;1;0.122842;0.05;1;0.01;0;0;20;[[75:7:1]:[75:8:1]:];10;2;1;20;0.5;0;0;0;0;0;0;0.2;1.45;0.1;1;2;
D;22;H;75;78;-6753.63;2670.37;0.395398;493.3;106.7;0.216298;5;00000000;6.66639;0.2;6.25;6.66639;0.416389;2.5;0;8;10;3;0.75;0.0922136;0.0442223;0.0378652;5;0.696146;0.01;1;0.0922136;0.05;1;0.01;0;0;20;[[78:6:2]:[78:13:1]:[78:15:1]:[78:16:1]:[78:17:1]:[78:19:1]:];10;2;1;20;0.5;0;0;0;0;0;0;0.3;-1.05;0.35;1.16667;6;
D;22;H;75;81;-7157.79;2570.21;0.359079;429.07;210.93;0.491598;5;00000000;7.33306;0.2;6.25;7.34972;1.09972;2.5;0;8;10;3;0.75;0.124952;0.0285455;0.0347141;5;0.910159;0.01;1;0.124952;0.05;1;0.01;0;20;20;[[81:1:1]:[81:2:2]:[81:3:1]:[81:4:1]:[81:5:1]:[81:6:1]:[81:7:1]:[81:8:1]:[81:9:1]:[81:10:1]:[81:11:1]:[81:12:1]:[81:13:1]:[81:14:1]:[81:15:1]:[81:16:1]:[81:17:1]:[81:18:1]:[81:19:1]:[81:20:1]:];10;2;1;20;0.6;0;0;1;0;0.5;0;0.3;0.7;1.05;1.05;20;
D;22;H;75;89;-7787.99;2868.01;0.368261;455.74;184.26;0.404309;5;00000000;7.14972;0.2;6.25;7.14972;0.899722;2.5;1;8;10;1;0.75;0.0607182;0.0310696;0.0457075;5;0.547128;0.01;1;0.0607182;-0.95;1;0.01;0;0;20;[[89:1:1]:[89:2:1]:[89:4:1]:[89:5:1]:[89:6:1]:[89:7:1]:[89:8:1]:[89:9:1]:[89:11:1]:[89:12:2]:[89:14:1]:[89:17:1]:[89:19:1]:[89:20:1]:];10;2;1;20;0.6;0;0;0.5;0;0;0;0.1;0.1;0.75;1.07143;14;
D;22;H;75;90;-6348.45;2675.55;0.421449;398.8;281.2;0.705115;5;00000000;6.46639;0.2;6.25;6.48306;0.233056;2.5;1;8;10;1;0.75;0.177205;0.0182149;0.0450421;5;0.596897;0.01;1;0.177205;-0.95;1;0.01;0;0;20;[[90:1:1]:[90:20:1]:];10;2;1;20;0.7;0;0;0;0;0;18.63;0.1;-0.9;0.1;1;2;
D;22;H;75;105;-7932.08;2955.92;0.372654;391.4;128.6;0.328564;5;00000000;6.43306;0.2;6.25;6.43306;0.183056;2.5;1;8;10;1;0.75;0.120806;0.0387886;0.0448215;5;0.773901;0.01;1;0.120806;-0.95;1;0.01;0;0;20;[[105:6:1]:[105:11:1]:];10;2;1;20;0.3;0;0;0;0;0;0;0.1;-1;0.1;1;2;
D;22;H;75;106;-8442.59;2981.41;0.353139;444.2;195.8;0.440792;5;00000000;6.59972;0.2;6.25;6.59972;0.349722;2.5;1;8;10;1;0.75;0.0244048;0.0537636;0.0825127;5;0.780831;0.01;1;0.0244048;-0.95;1;0.01;1;2;20;[[106:1:1]:[106:2:1]:[106:5:1]:[106:7:1]:[106:11:1]:[106:12:1]:[106:18:1]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.1;-0.65;0.35;1;7;
D;22;H;75;108;-7886.8;2609.2;0.330831;421.6;218.4;0.518027;5;00000000;7.31639;0.2;6.25;7.33306;1.08306;2.5;1;8;10;1;0.75;0.122262;0.0325437;0.0107021;5;0.460017;0.01;1;0.122262;-0.95;1;0.01;0;13;20;[[108:1:1]:[108:2:2]:[108:3:1]:[108:4:1]:[108:5:1]:[108:6:1]:[108:7:1]:[108:8:1]:[108:9:1]:[108:10:1]:[108:11:1]:[108:12:1]:[108:13:1]:[108:14:1]:[108:15:1]:[108:16:1]:[108:17:1]:[108:18:1]:[108:19:1]:[108:20:1]:];10;2;1;20;0.6;0;0;0.5;0;0.5;0;0.05;-0.85;1.05;1.05;20;
D;22;H;75;109;-6241.62;2114.38;0.338755;200.53;119.47;0.595771;5;00000000;7.56639;0.2;6.25;7.56639;1.31639;2.5;1;8;10;1;0.75;0.0759068;0.0398335;0.066394;5;0.742029;0.01;1;0.0759068;-0.95;1;0.01;0;10;10;[[109:1:1]:[109:2:1]:[109:3:1]:[109:4:1]:[109:5:1]:[109:6:1]:[109:7:1]:[109:8:1]:[109:9:1]:[109:10:1]:[109:11:1]:[109:12:2]:[109:13:1]:[109:14:1]:[109:15:1]:[109:16:1]:[109:17:1]:[109:18:1]:[109:19:1]:[109:20:1]:];5;2;1;20;0.7;5;0;1;0;0.5;0;0.1;-2.75;1.05;1.05;20;
D;22;H;75;118;-5054.28;2165.72;0.428492;210.04;109.96;0.523519;5;00000000;7.31639;0.2;6.25;7.33306;1.08306;2.5;0;8;10;3;0.75;0.122609;0.0495601;1;5;0.133597;0.01;1;0.122609;0.05;1;0.01;0;0;10;[[118:1:1]:[118:2:1]:[118:3:1]:[118:4:1]:[118:5:1]:[118:7:1]:[118:8:1]:[118:9:1]:[118:10:1]:[118:11:1]:[118:12:1]:[118:13:1]:[118:14:1]:[118:15:1]:[118:16:1]:[118:17:1]:[118:18:1]:[118:19:1]:[118:20:1]:];5;2;1;20;0.7;5;0;1;0;0.5;0;0.25;1.65;0.95;1;19;
D;23;H;0;23;-6140.47;2779.53;0.452658;261.16;138.84;0.531628;5;00000000;5.41639;0.2;5;5.41639;0.416389;2.5;0;8;10;3;0.75;0.133178;0.001;0.101647;5;0.466783;0.01;1;0.133178;0.05;1;0.01;0;0;20;[[23:6:1]:[23:7:1]:[23:12:1]:[23:13:2]:[23:15:1]:[23:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.3;-1.9;0.35;1.16667;6;
D;23;H;0;24;-6575.39;2704.61;0.411323;268.64;131.36;0.488982;5;00000000;5.44972;0.2;5;5.46639;0.466389;2.5;0;8;10;3;0.75;0.125438;0.0389422;0.140115;5;0.586762;0.01;1;0.125438;0.05;1;0.01;0;0;20;[[24:10:1]:[24:12:1]:[24:14:1]:[24:15:1]:];10;2;1;20;0;0;0;0;0;0;0;0.15;-0.15;0.2;1;4;
D;23;H;0;29;-6447.58;2752.42;0.426892;269.52;130.48;0.48412;5;00000000;5.29972;0.2;5;5.31639;0.316389;2.5;0;8;10;3;0.75;0.167797;0.0423653;0.0951728;5;0.492031;0.01;1;0.167797;0.05;1;0.01;0;0;20;[[29:4:1]:[29:12:1]:[29:13:1]:[29:15:1]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-0.95;0.2;1;4;
D;23;H;0;34;-7020.56;2859.44;0.407295;301.2;138.8;0.460823;5;00000000;5.19972;0.2;5.00042;5.19972;0.199301;2.5;0;8;10;3;0.75;0.0631109;0.0500314;0.145052;5;0.697862;0.01;1;0.0631109;0.05;1;0.01;0;0;20;[[34:7:1]:[34:12:1]:[34:14:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-1.65;0.15;1;3;
D;23;H;0;38;-7572.47;2427.53;0.320573;345.22;94.78;0.27455;5;00000000;5.21639;0.2;5;5.21639;0.216389;2.5;0;8;10;3;0.75;0.0613762;0.0647677;0.120395;5;0.680452;0.01;1;0.0613762;0.05;1;0.01;0;0;20;[[38:10:1]:[38:11:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-1.85;0.1;1;2;
D;23;H;0;45;-6817.66;3210.34;0.470886;270.8;169.2;0.624815;5;00000000;5.24972;0.2;5;5.24972;0.249722;2.5;0;8;10;3;0.75;0.119908;0.0468452;0.0653074;5;0.61212;0.01;1;0.119908;0.05;1;0.01;0;0;20;[[45:10:1]:[45:13:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;0.5;0.1;1;2;
D;23;H;0;55;-6258.42;3061.58;0.489194;250.5;149.5;0.596806;5;00000000;5.14972;0.2;5;5.14972;0.149722;2.5;0;8;10;3;0.75;0.0879841;0.0619587;0.107432;5;0.682596;0.01;1;0.0879841;0.05;1;0.01;0;0;20;[[55:16:1]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-1.25;0.05;1;1;
D;23;H;0;66;-11062.1;4649.93;0.420349;458;222;0.484716;5;00000000;5.19972;0.2;5;5.19972;0.199722;2.5;0;8;10;3;0.75;0;0.0697809;0.0578084;5;0.805239;0.01;1;0;0.05;1;0.01;0;0;20;[[66:12:1]:[66:17:1]:[66:18:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.2;-1.65;0.15;1;3;
D;23;H;0;77;-10286.9;4145.12;0.402952;508.5;131.5;0.258604;5;00000000;5.18306;0.2;5;5.19972;0.199722;2.5;0;8;10;3;0.75;0.100511;0.0395048;0.0906504;5;0.826314;0.01;1;0.100511;0.05;1;0.01;0;0;20;[[77:11:1]:[77:13:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.15;-2.45;0.1;1;2;
D;23;H;0;107;-9624.72;4483.28;0.465809;169.6;110.4;0.650943;5;00000000;5.53306;0.2;5;5.54972;0.549722;2.5;1;8;10;1;0.75;0.0531507;0.0311174;0.0747917;5;0.638585;0.01;1;0.0531507;-0.95;1;0.01;0;0;10;[[107:4:1]:[107:5:1]:[107:7:1]:[107:8:1]:[107:10:1]:[107:12:1]:[107:13:1]:[107:14:1]:[107:19:1]:];5;2;1;20;0.6;5;0;1;0;0.5;0;0.1;1.05;0.45;1;9;
D;23;H;0;110;-10326.8;4361.16;0.422313;312.75;295.25;0.944045;5;00000000;5.66639;0.2;5;5.68306;0.683056;2.5;1;8;10;1;0.75;0.0206991;0.0516197;0.0546598;5;0.520967;0.01;1;0.0206991;-0.95;1;0.01;0;0;19;[[110:1:1]:[110:3:1]:[110:4:1]:[110:5:1]:[110:6:1]:[110:7:1]:[110:8:1]:[110:9:1]:[110:10:1]:[110:11:1]:[110:12:1]:[110:13:1]:];9.5;2;1;20;0.6;0.5;0;1;0;0.5;0;0.05;-0.75;0.6;1;12;
D;23;H;0;114;-7804.51;3335.49;0.42738;309.18;170.82;0.552494;5;00000000;5.68306;0.2;5;5.69972;0.699722;2.5;0;8;10;3;0.75;0.114644;0.038012;1;5;0.206495;0.01;1;0.114644;0.05;1;0.01;0;0;20;[[114:9:2]:[114:10:1]:[114:11:1]:[114:12:1]:[114:13:1]:[114:16:1]:[114:17:1]:[114:18:1]:[114:19:1]:];10;2;1;20;0.2;0;0;0;0;0;0;0.25;-3.3;0.5;1.11111;9;
D;23;H;0;119;-8992.33;3943.67;0.438559;384.8;175.2;0.455301;5;00000000;5.09972;0.2;5;5.09972;0.0997222;2.5;0;8;10;3;0.75;0.105748;0.0441169;1;5;0.257974;0.01;1;0.105748;0.05;1;0.01;1;17;20;[[119:10:1]:];10;2;1;20;0.4;0;0;0;0;1;0;0.25;-3.05;0.05;1;1;
D;23;H;2;67;-10906.2;4309.8;0.39517;509;171;0.335953;5;00000000;5.51639;0.2;5.03975;5.51639;0.476635;2.5;0;8;10;3;0.75;0.10014;0.0376881;0.0857502;5;0.806082;0.01;1;0.10014;0.05;1;0.01;0;0;20;[[67:2:1]:[67:3:1]:[67:7:1]:[67:9:1]:[67:10:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-0.2;0.25;1;5;
D;23;H;3;86;-11605.5;3114.47;0.268361;433.4;206.6;0.476696;5;00000000;5.26639;0.2;5.06528;5.26639;0.201106;2.5;1;8;10;1;0.75;0.1249;0.06231;0.046619;5;0.529751;0.01;1;0.1249;-0.95;1;0.01;0;0;20;[[86:5:1]:[86:11:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.1;-2.35;0.1;1;2;
D;23;H;4;56;-8829.46;3330.54;0.377208;367.04;152.96;0.416739;5;00000000;5.69972;0.2;5.07161;5.69972;0.628113;2.5;0;8;10;3;0.75;0.0857031;0.0504399;0.0876518;5;0.459527;0.01;1;0.0857031;0.05;1;0.01;0;0;20;[[56:5:2]:[56:9:2]:[56:11:1]:[56:13:1]:[56:14:1]:[56:15:1]:[56:16:1]:];10;2;1;20;0.3;0;0;0.5;0;0;0;0.3;-1.8;0.45;1.28571;7;
D;23;H;5;70;-10842.6;3877.43;0.357612;481.5;158.5;0.32918;5;00000000;5.28306;0.2;5.09841;5.28306;0.184641;2.5;0;8;10;3;0.75;0.0316128;0.0440642;0.0617126;5;0.867648;0.01;1;0.0316128;0.05;1;0.01;0;0;20;[[70:8:1]:[70:11:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;1.11716e-014;0.1;1;2;
D;23;H;6;117;-7949.43;2970.57;0.373683;294.58;185.42;0.629439;5;00000000;5.39972;0.2;5.11327;5.39972;0.286456;2.5;0;8;10;3;0.75;0.115376;0.0455707;1;5;0.216875;0.01;1;0.115376;0.05;1;0.01;1;10;20;[[117:10:1]:[117:11:1]:];10;2;1;20;0.2;0;0;0;0;1;0;0.2;-1.7;0.1;1;2;
D;23;H;7;92;-9636.36;4163.64;0.432076;355.7;244.3;0.686815;5;00000000;5.28306;0.2;5.12816;5.28306;0.154893;2.5;1;8;10;1;0.75;0.13142;0.0347149;0.000506099;5;0.674191;0.01;1;0.13142;-0.95;1;0.01;1;17;20;[[92:13:1]:[92:15:1]:[92:17:1]:];10;2;1;20;0.5;0;0;0.5;0;0.5;0;0.1;0.15;0.15;1;3;
D;23;H;8;102;-10149.6;3522.41;0.347049;430.2;169.8;0.3947;5;00000000;5.28306;0.2;5.14149;5.28306;0.141562;2.5;1;8;10;1;0.75;0.0813486;0.0391378;0.0521628;5;0.426238;0.01;1;0.0813486;-0.95;1;0.01;0;0;20;[[102:13:1]:[102:14:1]:];10;2;1;20;0.5;0;0;0;0;0;0;0.1;0.95;0.1;1;2;
D;23;H;8;115;-7732.74;2971.26;0.384244;273.85;106.15;0.387621;5;00000000;6.01639;0.2;5.14407;6.01639;0.87232;2.5;0;8;10;3;0.75;0.128275;0.0597164;1;5;0.478021;0.01;1;0.128275;0.05;1;0.01;0;0;15;[[115:1:1]:[115:2:1]:[115:8:1]:[115:9:1]:[115:10:1]:[115:11:1]:[115:12:1]:[115:13:1]:[115:14:1]:[115:15:2]:[115:16:2]:];7.5;2;1;20;0.2;2.5;0;1;0;0.5;0;0.2;-1.7;0.65;1.18182;11;
D;23;H;9;46;-6454.05;2765.95;0.42856;294.06;125.94;0.42828;5;00000000;5.39972;0.2;5.15828;5.39972;0.241441;2.5;0;8;10;3;0.75;0.0714913;0.0423735;0.115471;5;0.478389;0.01;1;0.0714913;0.05;1;0.01;0;0;21;[[46:11:1]:[46:14:1]:[46:16:1]:];10.5;2;1;20;0;-0.5;0;0;0;0;0;0.2;0.6;0.15;1;3;
D;23;H;9;97;-10618.6;4661.38;0.438982;546.6;133.4;0.244054;5;00000000;5.53306;0.2;5.15752;5.53306;0.375533;2.5;1;8;10;1;0.75;0.052476;0.0415056;0.0740581;5;0.66498;0.01;1;0.052476;-0.95;1;0.01;1;4;20;[[97:4:1]:[97:8:1]:[97:10:1]:[97:12:1]:];10;2;1;20;0.7;0;0;1;0;1;0;0.1;-0.95;0.2;1;4;
D;23;H;10;42;-6089.4;2710.6;0.445134;267.92;132.08;0.492983;5;00000000;5.54972;0.2;5.1782;5.54972;0.371521;2.5;0;8;10;3;0.75;0.0751219;0.0604987;0.0913232;5;0.480728;0.01;1;0.0751219;0.05;1;0.01;1;9;20;[[42:6:1]:[42:7:1]:[42:9:1]:[42:13:1]:[42:14:1]:[42:16:1]:];10;2;1;20;0;0;0;0.5;0;0.5;0;0.2;-0.8;0.3;1;6;
D;23;H;11;65;-10901.4;4042.56;0.370828;442.8;197.2;0.445348;5;00000000;5.41639;0.2;5.19229;5.41639;0.224102;2.5;0;8;10;3;0.75;0.150837;0.0772307;0.0442889;5;0.664482;0.01;1;0.150837;0.05;1;0.01;0;0;20;[[65:9:1]:[65:12:1]:[65:16:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.3;-1.5;0.15;1;3;
D;23;H;12;31;-7535.2;2332.8;0.309587;332.6;107.4;0.32291;5;00000000;5.71639;0.2;5.20478;5.71639;0.51161;2.5;0;8;10;3;0.75;0.100415;0.0590876;0.0729633;5;0.687495;0.01;1;0.100415;0.05;1;0.01;0;0;20;[[31:3:1]:[31:6:1]:[31:7:1]:[31:10:1]:[31:11:1]:[31:13:2]:];10;2;1;20;0.1;0;0;0.5;0;0;0;0.25;-2;0.35;1.16667;6;
D;23;H;12;53;-7837.26;3054.74;0.389771;294.27;157.73;0.536004;5;00000000;5.56639;0.2;5.20663;5.58306;0.376421;2.5;0;8;10;3;0.75;0.0899087;0.0547182;0.134823;5;0.551891;0.01;1;0.0899087;0.05;1;0.01;0;0;19;[[53:8:1]:[53:10:1]:[53:13:1]:[53:15:1]:[53:16:1]:];9.5;2;1;20;0.2;0.5;0;1;0;0.5;0;0.25;0.65;0.25;1;5;
D;23;H;13;103;-10316.3;3683.7;0.357076;395.8;244.2;0.616978;5;00000000;5.41639;0.2;5.23283;5.41639;0.183558;2.5;1;8;10;1;0.75;0.0764466;0.0626259;0.0225861;5;0.658445;0.01;1;0.0764466;-0.95;1;0.01;0;0;20;[[103:1:1]:[103:6:1]:];10;2;1;20;0.6;0;0;0;0;0;22.57;0.1;-2.8;0.1;1;2;
