type;time;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;
item;17;2;20;0;0;1;0;0;2;10;0;0;1;0;0;10;0;0;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recrutement (id=4): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
logi;17;2;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;Recrutement (id=4): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
logp;17;2;20;0;0;1;0;0;2;10;0;0;1;0;0;10;0;0;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recrutement (id=4): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
logp;17;2;20;0;0;1;0;0;3;10;0;0;0;0;0;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Recrutement (id=4): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
item;22;2;20;0;0;2;0;0;2;10;0;0;2;0;0;5;0;0;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Accueil (id=5): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
logi;22;2;20;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;Accueil (id=5): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
logp;22;2;20;0;0;2;0;0;2;10;0;0;2;0;0;5;0;0;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Accueil (id=5): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
logp;22;2;20;0;0;2;0;0;3;10;0;0;0;0;0;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Accueil (id=5): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
item;29;2;20;0;0;3;0;0;2;10;0;0;3;0;0;7;0;0;0;0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Informatique (id=6): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
logi;29;2;20;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;Informatique (id=6): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 }
