IDBuyer;run;r;Day;r;Hour;r;r;Seller;r;Buyer;r;Prod;Qte/dem;QualID;r;FinPrice;r;TransPrice;r;StdPrice;suply/demand;ProdPrice;sup2/dem2;Age;r;Qty;margStdPr;Quality;QualAdmId;IDAdmin;AdminPrice;Hour;supply;NewOffer;margBuyer;margSeller;VmargBuyer;VmargSeller;dem2;sup2;sup/dem;qty/dem;qty/off;BuyType;TypeXP;Idbuyer;dertrans
100044;;D;10;H;88;Trans;From;11;To;44;Pr;0;Qual;3;FinPrice;32;Price;19,56;StdPrice;19,76;BuyPrice;13,86;Age;0;Qty;2;Qual;0,639614;1;100100;25,6788;90;287;146;0,63599182;0,411255411;1,27198364;0,822510823;230;343;1,5;0,008695652;0,005830904;N;XP4;100144;100
100042;;D;10;H;88;Trans;From;1;To;42;Pr;2;Qual;4;FinPrice;32;Price;19,8;StdPrice;20;BuyPrice;14,97;Age;0;Qty;6;Qual;0,740743;2;102200;25,0345;90;471;353;0,616161616;0,322645291;3,696969697;1,935871743;70;432;6,2;0,085714286;0,013888889;N;XP4;102242;170
100064;;D;10;H;91;Trans;From;3;To;64;Pr;1;Qual;2;FinPrice;32;Price;22,76;StdPrice;22,76;BuyPrice;16,44;Age;0;Qty;10;Qual;0,703749;2;101200;29,0975;90;325;283;0,405975395;0,384428224;4,059753954;3,844282238;50;361;7,2;0,2;0,027700831;R;XP4;101264;90
100035;;D;10;H;92;Trans;From;20;To;35;Pr;1;Qual;1;FinPrice;24;Price;18,94;StdPrice;20,47;BuyPrice;14,88;Age;1;Qty;10;Qual;0,265616;0;101000;26,0771;90;144;0;0,267159451;0,272849462;2,671594509;2,728494624;220;94;0,4;0,045454545;0,106382979;B;XP4;101035;90
100049;;D;10;H;92;Trans;From;15;To;49;Pr;1;Qual;1;FinPrice;32;Price;20,81;StdPrice;20,81;BuyPrice;18,17;Age;1;Qty;10;Qual;0,663058;1;101100;23,4665;90;272;104;0,537722249;0,145294441;5,377222489;1,452944414;230;297;1,3;0,043478261;0,033670034;N;XP4;101149;90
100029;;D;10;H;94;Trans;From;8;To;29;Pr;2;Qual;2;FinPrice;24;Price;18,07;StdPrice;18,26;BuyPrice;14,07;Age;0;Qty;9;Qual;0,413613;1;102100;22,4682;90;688;246;0,328168235;0,284292822;2,953514112;2,558635394;229;767;3,3;0,03930131;0,011734029;B;XP4;102129;180
100044;;D;10;H;94;Trans;From;7;To;44;Pr;1;Qual;3;FinPrice;32;Price;30,19;StdPrice;30,21;BuyPrice;20,18;Age;0;Qty;10;Qual;0,677449;2;101200;29,0975;90;325;283;0,059953627;0,496035679;0,59953627;4,960356789;50;361;7,2;0,2;0,027700831;N;XP4;101244;100
100039;;D;10;H;95;Trans;From;8;To;39;Pr;2;Qual;0;FinPrice;20;Price;18,39;StdPrice;19,3;BuyPrice;17,35;Age;2;Qty;6;Qual;0,149944;0;102000;21,2627;100;227;0;0,08754758;0,059942363;0,525285481;0,359654179;200;279;1,4;0,03;0,021505376;B;XP4;102039;100
100041;;D;10;H;96;Trans;From;2;To;41;Pr;2;Qual;2;FinPrice;28;Price;20,14;StdPrice;20,29;BuyPrice;18,13;Age;2;Qty;10;Qual;0,500951;1;102100;22,4682;100;688;246;0,390268123;0,110865968;3,902681231;1,10865968;229;767;3,3;0,043668122;0,01303781;N;XP4;102141;180
100042;;D;10;H;98;Trans;From;2;To;42;Pr;2;Qual;3;FinPrice;32;Price;20,92;StdPrice;21,01;BuyPrice;19,57;Age;1;Qty;4;Qual;0,601745;1;102100;22,4682;100;688;246;0,529636711;0,068983137;2,118546845;0,27593255;229;767;3,3;0,017467249;0,005215124;N;XP4;102142;170
100026;;D;10;H;98;Trans;From;5;To;26;Pr;2;Qual;0;FinPrice;24;Price;18,19;StdPrice;18,38;BuyPrice;15,51;Age;1;Qty;10;Qual;0,323185;0;102000;21,2627;100;227;0;0,319406267;0,172791747;3,194062672;1,727917473;200;279;1,4;0,05;0,035842294;B;XP4;102026;140
100042;;D;10;H;100;Trans;From;12;To;42;Pr;0;Qual;3;FinPrice;32;Price;21,39;StdPrice;21,61;BuyPrice;18,32;Age;0;Qty;10;Qual;0,923861;2;100200;24,9163;100;351;351;0,49602618;0,167576419;4,960261805;1,675764192;70;308;4,4;0,142857143;0,032467532;N;XP4;100242;170
100025;;D;10;H;101;Trans;From;2;To;25;Pr;2;Qual;1;FinPrice;20;Price;18,32;StdPrice;20,06;BuyPrice;18,87;Age;3;Qty;2;Qual;0,208759;0;102000;21,2627;100;227;0;0,091703057;-0,029146794;0,183406114;-0,058293588;200;279;1,4;0,01;0,007168459;B;XP4;102025;160
100041;;D;10;H;101;Trans;From;17;To;41;Pr;0;Qual;6;FinPrice;36;Price;21,09;StdPrice;21,31;BuyPrice;17,71;Age;0;Qty;8;Qual;0,821241;2;100200;24,9163;100;351;351;0,706970128;0,190852626;5,655761024;1,526821005;70;308;4,4;0,114285714;0,025974026;N;XP4;100241;180
100044;;D;10;H;101;Trans;From;2;To;44;Pr;2;Qual;3;FinPrice;32;Price;20,91;StdPrice;21,01;BuyPrice;19,57;Age;1;Qty;8;Qual;0,601745;1;102100;22,4682;100;688;246;0,530368245;0,068472151;4,242945959;0,54777721;229;767;3,3;0,034934498;0,010430248;N;XP4;102144;100
100044;;D;10;H;103;Trans;From;12;To;44;Pr;0;Qual;3;FinPrice;32;Price;21,61;StdPrice;21,61;BuyPrice;18,32;Age;0;Qty;8;Qual;0,923861;2;100200;24,9163;100;351;351;0,480795928;0,179585153;3,846367422;1,436681223;70;308;4,4;0,114285714;0,025974026;N;XP4;100244;100
100041;;D;10;H;104;Trans;From;3;To;41;Pr;1;Qual;2;FinPrice;32;Price;22,7;StdPrice;22,76;BuyPrice;16,44;Age;0;Qty;6;Qual;0,703749;2;101200;29,0975;100;325;283;0,40969163;0,380778589;2,45814978;2,284671533;50;361;7,2;0,12;0,016620499;N;XP4;101241;180
100054;;D;10;H;106;Trans;From;6;To;54;Pr;0;Qual;1;FinPrice;28;Price;20,31;StdPrice;20,52;BuyPrice;15,38;Age;0;Qty;5;Qual;0,563814;1;100100;25,6788;110;287;146;0,378631216;0,320546164;1,893156081;1,602730819;230;343;1,5;0,02173913;0,014577259;R;XP4;100154;260
100065;;D;10;H;109;Trans;From;8;To;65;Pr;2;Qual;3;FinPrice;28;Price;18,26;StdPrice;37,05;BuyPrice;16,5;Age;0;Qty;5;Qual;0,68624;2;102200;25,0345;110;471;353;0,533406353;0,106666667;2,667031763;0,533333333;70;432;6,2;0,071428571;0,011574074;R;XP4;102265;150
100037;;D;10;H;111;Trans;From;18;To;37;Pr;1;Qual;3;FinPrice;24;Price;19,74;StdPrice;19,74;BuyPrice;16,02;Age;1;Qty;7;Qual;0,363356;1;101100;23,4665;110;272;104;0,215805471;0,232209738;1,510638298;1,625468165;230;297;1,3;0,030434783;0,023569024;B;XP4;101137;170
100024;;D;10;H;111;Trans;From;6;To;24;Pr;2;Qual;0;FinPrice;20;Price;17,85;StdPrice;18,04;BuyPrice;14,82;Age;3;Qty;10;Qual;0,119738;0;102000;21,2627;110;227;0;0,120448179;0,204453441;1,204481793;2,044534413;200;279;1,4;0,05;0,035842294;B;XP4;102024;170
100057;;D;10;H;116;Trans;From;14;To;57;Pr;0;Qual;5;FinPrice;32;Price;21;StdPrice;21,81;BuyPrice;18,71;Age;0;Qty;10;Qual;0,869785;2;100200;24,9163;120;351;351;0,523809524;0,122394441;5,238095238;1,223944415;70;308;4,4;0,142857143;0,032467532;R;XP4;100257;130
100046;;D;10;H;118;Trans;From;11;To;46;Pr;0;Qual;5;FinPrice;36;Price;21,05;StdPrice;21,27;BuyPrice;17,64;Age;0;Qty;5;Qual;0,87371;2;100200;24,9163;120;351;351;0,710213777;0,193310658;3,551068884;0,966553288;70;308;4,4;0,071428571;0,016233766;N;XP4;100246;160
100060;;D;10;H;124;Trans;From;14;To;60;Pr;0;Qual;5;FinPrice;28;Price;20,58;StdPrice;21,81;BuyPrice;18,71;Age;0;Qty;4;Qual;0,869785;2;100200;24,9163;120;351;351;0,360544218;0,099946553;1,442176871;0,399786211;70;308;4,4;0,057142857;0,012987013;R;XP4;100260;180
100026;;D;10;H;124;Trans;From;15;To;26;Pr;1;Qual;1;FinPrice;24;Price;20,6;StdPrice;20,81;BuyPrice;18,17;Age;1;Qty;10;Qual;0,663058;1;101100;23,4665;120;272;104;0,165048544;0,133736929;1,650485437;1,33736929;230;297;1,3;0,043478261;0,033670034;B;XP4;101126;140
100037;;D;10;H;124;Trans;From;20;To;37;Pr;1;Qual;1;FinPrice;24;Price;20,05;StdPrice;20,47;BuyPrice;14,88;Age;1;Qty;1;Qual;0,265616;0;101000;26,0771;120;144;0;0,197007481;0,347446237;0,197007481;0,347446237;220;94;0,4;0,004545455;0,010638298;B;XP4;101037;170
100055;;D;10;H;124;Trans;From;5;To;55;Pr;2;Qual;1;FinPrice;36;Price;25,37;StdPrice;25,37;BuyPrice;19,59;Age;0;Qty;10;Qual;0,88415;2;102200;25,0345;120;471;353;0,418998818;0,295048494;4,189988175;2,950484941;70;432;6,2;0,142857143;0,023148148;R;XP4;102255;220
100022;;D;10;H;125;Trans;From;6;To;22;Pr;2;Qual;1;FinPrice;24;Price;19,46;StdPrice;19,66;BuyPrice;13,88;Age;1;Qty;10;Qual;0,396879;1;102100;22,4682;130;688;246;0,233299075;0,402017291;2,33299075;4,020172911;229;767;3,3;0,043668122;0,01303781;B;XP4;102122;130
100024;;D;10;H;125;Trans;From;8;To;24;Pr;0;Qual;1;FinPrice;24;Price;20,42;StdPrice;19,6;BuyPrice;15,87;Age;1;Qty;10;Qual;0,31941;0;100000;23,3311;130;149;0;0,175318315;0,286704474;1,753183154;2,867044739;200;164;0,8;0,05;0,06097561;B;XP4;100024;170
100023;;D;10;H;125;Trans;From;18;To;23;Pr;1;Qual;1;FinPrice;20;Price;18,68;StdPrice;21,84;BuyPrice;17,62;Age;2;Qty;10;Qual;0,141725;0;101000;26,0771;130;144;0;0,070663812;0,06015891;0,706638116;0,601589103;220;94;0,4;0,045454545;0,106382979;B;XP4;101023;130
100033;;D;10;H;125;Trans;From;5;To;33;Pr;2;Qual;0;FinPrice;24;Price;18,38;StdPrice;18,38;BuyPrice;15,51;Age;1;Qty;5;Qual;0,323185;0;102000;21,2627;130;227;0;0,305767138;0,185041908;1,528835691;0,925209542;200;279;1,4;0,025;0,017921147;B;XP4;102033;200
100051;;D;10;H;126;Trans;From;7;To;51;Pr;1;Qual;3;FinPrice;32;Price;30,21;StdPrice;30,21;BuyPrice;20,18;Age;0;Qty;10;Qual;0,677449;2;101200;29,0975;130;325;283;0,059251903;0,497026759;0,592519033;4,970267592;50;361;7,2;0,2;0,027700831;N;XP4;101251;130
100022;;D;10;H;128;Trans;From;17;To;22;Pr;0;Qual;2;FinPrice;24;Price;20,95;StdPrice;20,95;BuyPrice;18,57;Age;1;Qty;10;Qual;0,28146;0;100000;23,3311;130;149;0;0,145584726;0,128163705;1,455847255;1,281637049;200;164;0,8;0,05;0,06097561;B;XP4;100022;130
100051;;D;10;H;128;Trans;From;16;To;51;Pr;2;Qual;3;FinPrice;28;Price;19,76;StdPrice;19,77;BuyPrice;17,09;Age;2;Qty;9;Qual;0,545744;1;102100;22,4682;130;688;246;0,417004049;0,156231714;3,753036437;1,40608543;229;767;3,3;0,03930131;0,011734029;N;XP4;102151;130
100057;;D;10;H;129;Trans;From;18;To;57;Pr;1;Qual;3;FinPrice;24;Price;19,74;StdPrice;20,3;BuyPrice;17,14;Age;1;Qty;10;Qual;0,376471;1;101100;23,4665;130;272;104;0,215805471;0,151691949;2,158054711;1,516919487;230;297;1,3;0,043478261;0,033670034;R;XP4;101157;130
100054;;D;10;H;129;Trans;From;11;To;54;Pr;0;Qual;2;FinPrice;28;Price;20,79;StdPrice;20,79;BuyPrice;15,92;Age;1;Qty;5;Qual;0,44792;1;100100;25,6788;130;287;146;0,346801347;0,305904523;1,734006734;1,529522613;230;343;1,5;0,02173913;0,014577259;R;XP4;100154;260
100065;;D;10;H;131;Trans;From;15;To;65;Pr;1;Qual;1;FinPrice;32;Price;20,6;StdPrice;20,81;BuyPrice;18,17;Age;1;Qty;3;Qual;0,663058;1;101100;23,4665;130;272;104;0,553398058;0,133736929;1,660194175;0,401210787;230;297;1,3;0,013043478;0,01010101;R;XP4;101165;150
100051;;D;10;H;132;Trans;From;11;To;51;Pr;0;Qual;5;FinPrice;32;Price;21,27;StdPrice;21,27;BuyPrice;17,64;Age;0;Qty;10;Qual;0,87371;2;100200;24,9163;130;351;351;0,504466385;0,205782313;5,044663846;2,057823129;70;308;4,4;0,142857143;0,032467532;N;XP4;100251;130
100038;;D;10;H;136;Trans;From;7;To;38;Pr;1;Qual;2;FinPrice;28;Price;19,32;StdPrice;19,52;BuyPrice;15,58;Age;0;Qty;10;Qual;0,431764;1;101100;23,4665;140;272;104;0,449275362;0,240051348;4,492753623;2,400513479;230;297;1,3;0,043478261;0,033670034;B;XP4;101138;140
100063;;D;10;H;136;Trans;From;15;To;63;Pr;1;Qual;2;FinPrice;32;Price;20,81;StdPrice;23,15;BuyPrice;17,22;Age;0;Qty;10;Qual;0,668185;2;101200;29,0975;140;325;283;0,537722249;0,208478513;5,377222489;2,084785134;50;361;7,2;0,2;0,027700831;R;XP4;101263;200
100026;;D;10;H;138;Trans;From;2;To;26;Pr;0;Qual;1;FinPrice;20;Price;18,98;StdPrice;19,6;BuyPrice;15,87;Age;1;Qty;3;Qual;0,244836;0;100000;23,3311;140;149;0;0,05374078;0,195967234;0,161222339;0,587901701;200;164;0,8;0,015;0,018292683;B;XP4;100026;140
100025;;D;10;H;139;Trans;From;15;To;25;Pr;2;Qual;0;FinPrice;20;Price;18,13;StdPrice;19,59;BuyPrice;17,92;Age;3;Qty;8;Qual;0,102547;0;102000;21,2627;140;227;0;0,10314396;0,01171875;0,825151682;0,09375;200;279;1,4;0,04;0,028673835;B;XP4;102025;160
100036;;D;10;H;143;Trans;From;8;To;36;Pr;0;Qual;1;FinPrice;20;Price;18,84;StdPrice;19,6;BuyPrice;15,87;Age;1;Qty;10;Qual;0,31941;0;100000;23,3311;140;149;0;0,061571125;0,187145558;0,615711253;1,871455577;200;164;0,8;0,05;0,06097561;B;XP4;100036;200
100025;;D;10;H;147;Trans;From;13;To;25;Pr;0;Qual;0;FinPrice;20;Price;18,46;StdPrice;20,16;BuyPrice;17;Age;1;Qty;10;Qual;0,109069;0;100000;23,3311;150;149;0;0,083423619;0,085882353;0,834236186;0,858823529;200;164;0,8;0,05;0,06097561;B;XP4;100025;160
100032;;D;10;H;148;Trans;From;8;To;32;Pr;2;Qual;0;FinPrice;20;Price;18,73;StdPrice;19,3;BuyPrice;17,35;Age;2;Qty;6;Qual;0,149944;0;102000;21,2627;150;227;0;0,067805659;0,079538905;0,406833956;0,477233429;200;279;1,4;0,03;0,021505376;B;XP4;102032;240
100032;;D;10;H;149;Trans;From;8;To;32;Pr;0;Qual;1;FinPrice;24;Price;19;StdPrice;19,6;BuyPrice;15,87;Age;1;Qty;2;Qual;0,31941;0;100000;23,3311;150;149;0;0,263157895;0,197227473;0,526315789;0,394454946;200;164;0,8;0,01;0,012195122;B;XP4;100032;240
100027;;D;10;H;150;Trans;From;7;To;27;Pr;2;Qual;0;FinPrice;20;Price;16,1;StdPrice;19,15;BuyPrice;17,05;Age;3;Qty;1;Qual;0,155509;0;102000;21,2627;150;227;0;0,242236025;-0,055718475;0,242236025;-0,055718475;200;279;1,4;0,005;0,003584229;B;XP4;102027;230
100034;;D;10;H;150;Trans;From;6;To;34;Pr;2;Qual;0;FinPrice;20;Price;17,82;StdPrice;18,04;BuyPrice;14,82;Age;3;Qty;8;Qual;0,119738;0;102000;21,2627;150;227;0;0,122334456;0,20242915;0,978675645;1,619433198;200;279;1,4;0,04;0,028673835;B;XP4;102034;230
100065;;D;10;H;151;Trans;From;15;To;65;Pr;1;Qual;2;FinPrice;32;Price;20,6;StdPrice;23,15;BuyPrice;17,22;Age;0;Qty;7;Qual;0,668185;2;101200;29,0975;150;325;283;0,553398058;0,196283391;3,873786408;1,37398374;50;361;7,2;0,14;0,019390582;R;XP4;101265;150
100055;;D;10;H;153;Trans;From;11;To;55;Pr;0;Qual;5;FinPrice;32;Price;19,76;StdPrice;21,27;BuyPrice;17,64;Age;0;Qty;10;Qual;0,87371;2;100200;24,9163;150;351;351;0,619433198;0,120181406;6,194331984;1,201814059;70;308;4,4;0,142857143;0,032467532;R;XP4;100255;220
100037;;D;10;H;154;Trans;From;15;To;37;Pr;1;Qual;2;FinPrice;24;Price;20,81;StdPrice;23,15;BuyPrice;17,22;Age;0;Qty;2;Qual;0,668185;2;101200;29,0975;150;325;283;0,153291687;0,208478513;0,306583373;0,416957027;50;361;7,2;0,04;0,005540166;B;XP4;101237;170
100046;;D;10;H;155;Trans;From;15;To;46;Pr;1;Qual;2;FinPrice;32;Price;23,15;StdPrice;23,15;BuyPrice;17,22;Age;0;Qty;5;Qual;0,668185;2;101200;29,0975;160;325;283;0,382289417;0,344367015;1,911447084;1,721835075;50;361;7,2;0,1;0,013850416;N;XP4;101246;160
100069;;D;10;H;155;Trans;From;7;To;69;Pr;1;Qual;2;FinPrice;28;Price;19,52;StdPrice;19,52;BuyPrice;15,58;Age;0;Qty;10;Qual;0,431764;1;101100;23,4665;160;272;104;0,43442623;0,252888318;4,344262295;2,528883184;230;297;1,3;0,043478261;0,033670034;T;XP4;101169;240
100066;;D;10;H;156;Trans;From;11;To;66;Pr;0;Qual;5;FinPrice;32;Price;19,76;StdPrice;21,27;BuyPrice;17,64;Age;0;Qty;10;Qual;0,87371;2;100200;24,9163;160;351;351;0,619433198;0,120181406;6,194331984;1,201814059;70;308;4,4;0,142857143;0,032467532;R;XP4;100266;240
100054;;D;10;H;159;Trans;From;20;To;54;Pr;2;Qual;3;FinPrice;32;Price;18,99;StdPrice;19,19;BuyPrice;15,92;Age;1;Qty;10;Qual;0,610726;1;102100;22,4682;160;688;246;0,68509742;0,192839196;6,850974197;1,92839196;229;767;3,3;0,043668122;0,01303781;R;XP4;102154;260
100031;;D;10;H;160;Trans;From;7;To;31;Pr;1;Qual;1;FinPrice;20;Price;18,84;StdPrice;20,85;BuyPrice;15,63;Age;1;Qty;10;Qual;0,242288;0;101000;26,0771;160;144;0;0,061571125;0,20537428;0,615711253;2,053742802;220;94;0,4;0,045454545;0,106382979;B;XP4;101031;220
100046;;D;10;H;160;Trans;From;7;To;46;Pr;1;Qual;3;FinPrice;32;Price;30,21;StdPrice;30,21;BuyPrice;20,18;Age;0;Qty;2;Qual;0,677449;2;101200;29,0975;160;325;283;0,059251903;0,497026759;0,118503807;0,994053518;50;361;7,2;0,04;0,005540166;N;XP4;101246;160
100033;;D;10;H;161;Trans;From;19;To;33;Pr;0;Qual;0;FinPrice;20;Price;18,77;StdPrice;21,28;BuyPrice;19,24;Age;1;Qty;9;Qual;0,180291;0;100000;23,3311;160;149;0;0,065530101;-0,024428274;0,589770911;-0,21985447;200;164;0,8;0,045;0,054878049;B;XP4;100033;200
100025;;D;10;H;161;Trans;From;18;To;25;Pr;1;Qual;1;FinPrice;20;Price;18,39;StdPrice;21,27;BuyPrice;16,48;Age;2;Qty;10;Qual;0,172119;0;101000;26,0771;160;144;0;0,08754758;0,115898058;0,875475802;1,158980583;220;94;0,4;0,045454545;0,106382979;B;XP4;101025;160
100037;;D;10;H;165;Trans;From;17;To;37;Pr;0;Qual;2;FinPrice;24;Price;19,14;StdPrice;20,95;BuyPrice;18,57;Age;1;Qty;10;Qual;0,28146;0;100000;23,3311;170;149;0;0,253918495;0,030694669;2,539184953;0,306946688;200;164;0,8;0,05;0,06097561;B;XP4;100037;170
100024;;D;10;H;167;Trans;From;18;To;24;Pr;1;Qual;1;FinPrice;20;Price;18,94;StdPrice;21,27;BuyPrice;16,48;Age;2;Qty;8;Qual;0,172119;0;101000;26,0771;170;144;0;0,055966209;0,149271845;0,447729673;1,194174757;220;94;0,4;0,036363636;0,085106383;B;XP4;101024;170
100033;;D;10;H;167;Trans;From;19;To;33;Pr;1;Qual;0;FinPrice;20;Price;18,08;StdPrice;21,28;BuyPrice;16,5;Age;2;Qty;4;Qual;0,222945;0;101000;26,0771;170;144;0;0,10619469;0,095757576;0,424778761;0,383030303;220;94;0,4;0,018181818;0,042553191;B;XP4;101033;200
100060;;D;10;H;168;Trans;From;7;To;60;Pr;2;Qual;4;FinPrice;28;Price;18,25;StdPrice;20,36;BuyPrice;15,69;Age;0;Qty;4;Qual;0,860675;2;102200;25,0345;170;471;353;0,534246575;0,163161249;2,136986301;0,652644997;70;432;6,2;0,057142857;0,009259259;R;XP4;102260;180
100060;;D;10;H;170;Trans;From;8;To;60;Pr;2;Qual;3;FinPrice;28;Price;18,26;StdPrice;37,05;BuyPrice;16,5;Age;0;Qty;6;Qual;0,68624;2;102200;25,0345;170;471;353;0,533406353;0,106666667;3,200438116;0,64;70;432;6,2;0,085714286;0,013888889;R;XP4;102260;180
100042;;D;10;H;170;Trans;From;7;To;42;Pr;1;Qual;3;FinPrice;32;Price;30,21;StdPrice;30,21;BuyPrice;20,18;Age;0;Qty;10;Qual;0,677449;2;101200;29,0975;170;325;283;0,059251903;0,497026759;0,592519033;4,970267592;50;361;7,2;0,2;0,027700831;N;XP4;101242;170
100031;;D;10;H;171;Trans;From;11;To;31;Pr;0;Qual;1;FinPrice;20;Price;18,84;StdPrice;21,21;BuyPrice;19,1;Age;1;Qty;10;Qual;0,244433;0;100000;23,3311;170;149;0;0,061571125;-0,013612565;0,615711253;-0,136125654;200;164;0,8;0,05;0,06097561;B;XP4;100031;220
100068;;D;10;H;175;Trans;From;11;To;68;Pr;0;Qual;5;FinPrice;36;Price;21,27;StdPrice;21,27;BuyPrice;17,64;Age;0;Qty;6;Qual;0,87371;2;100200;24,9163;180;351;351;0,692524683;0,205782313;4,155148096;1,234693878;70;308;4,4;0,085714286;0,019480519;T;XP4;100268;200
100027;;D;10;H;176;Trans;From;6;To;27;Pr;2;Qual;0;FinPrice;20;Price;16,27;StdPrice;18,14;BuyPrice;15,03;Age;2;Qty;9;Qual;0,123226;0;102000;21,2627;180;227;0;0,2292563;0,082501663;2,063306699;0,74251497;200;279;1,4;0,045;0,032258065;B;XP4;102027;230
100060;;D;10;H;177;Trans;From;11;To;60;Pr;0;Qual;2;FinPrice;28;Price;20,79;StdPrice;20,79;BuyPrice;15,92;Age;1;Qty;6;Qual;0,44792;1;100100;25,6788;180;287;146;0,346801347;0,305904523;2,080808081;1,835427136;230;343;1,5;0,026086957;0,017492711;R;XP4;100160;180
100029;;D;10;H;177;Trans;From;8;To;29;Pr;0;Qual;1;FinPrice;20;Price;18,84;StdPrice;21,07;BuyPrice;16,47;Age;0;Qty;10;Qual;0,337737;1;100100;25,6788;180;287;146;0,061571125;0,143897996;0,615711253;1,438979964;230;343;1,5;0,043478261;0,029154519;B;XP4;100129;180
100021;;D;10;H;179;Trans;From;6;To;21;Pr;2;Qual;0;FinPrice;20;Price;18,04;StdPrice;18,14;BuyPrice;15,03;Age;2;Qty;10;Qual;0,123226;0;102000;21,2627;180;227;0;0,10864745;0,200266134;1,086474501;2,002661344;200;279;1,4;0,05;0,035842294;B;XP4;102021;180
100066;;D;10;H;180;Trans;From;20;To;66;Pr;2;Qual;3;FinPrice;32;Price;19,19;StdPrice;19,19;BuyPrice;15,92;Age;1;Qty;7;Qual;0,610726;1;102100;22,4682;180;688;246;0,667535175;0,20540201;4,672746222;1,43781407;229;767;3,3;0,030567686;0,009126467;R;XP4;102166;240
100041;;D;10;H;181;Trans;From;7;To;41;Pr;1;Qual;3;FinPrice;32;Price;30,21;StdPrice;30,21;BuyPrice;20,18;Age;0;Qty;4;Qual;0,677449;2;101200;29,0975;180;325;283;0,059251903;0,497026759;0,237007613;1,988107037;50;361;7,2;0,08;0,011080332;N;XP4;101241;180
100036;;D;10;H;181;Trans;From;8;To;36;Pr;2;Qual;3;FinPrice;28;Price;17,88;StdPrice;37,05;BuyPrice;16,5;Age;0;Qty;7;Qual;0,68624;2;102200;25,0345;180;471;353;0,565995526;0,083636364;3,96196868;0,585454545;70;432;6,2;0,1;0,016203704;B;XP4;102236;200
100063;;D;10;H;182;Trans;From;11;To;63;Pr;0;Qual;2;FinPrice;28;Price;20,79;StdPrice;20,79;BuyPrice;15,92;Age;1;Qty;4;Qual;0,44792;1;100100;25,6788;180;287;146;0,346801347;0,305904523;1,387205387;1,22361809;230;343;1,5;0,017391304;0,011661808;R;XP4;100163;200
100029;;D;10;H;183;Trans;From;5;To;29;Pr;2;Qual;0;FinPrice;24;Price;18,38;StdPrice;20,23;BuyPrice;19,21;Age;2;Qty;1;Qual;0,330663;0;102000;21,2627;180;227;0;0,305767138;-0,043206663;0,305767138;-0,043206663;200;279;1,4;0,005;0,003584229;B;XP4;102029;180
100041;;D;10;H;184;Trans;From;11;To;41;Pr;0;Qual;5;FinPrice;36;Price;21,27;StdPrice;21,79;BuyPrice;18,67;Age;0;Qty;2;Qual;0,93144;2;100200;24,9163;180;351;351;0,692524683;0,139260846;1,385049365;0,278521693;70;308;4,4;0,028571429;0,006493506;N;XP4;100241;180
100033;;D;10;H;189;Trans;From;2;To;33;Pr;2;Qual;1;FinPrice;24;Price;18,16;StdPrice;19,23;BuyPrice;16;Age;0;Qty;5;Qual;0,395667;1;102100;22,4682;190;688;246;0,321585903;0,135;1,607929515;0,675;229;767;3,3;0,021834061;0,006518905;B;XP4;102133;200
100068;;D;10;H;190;Trans;From;8;To;68;Pr;2;Qual;0;FinPrice;20;Price;17,93;StdPrice;17,22;BuyPrice;13,19;Age;2;Qty;10;Qual;0,163843;0;102000;21,2627;190;227;0;0,115448968;0,359363154;1,154489682;3,593631539;200;279;1,4;0,05;0,035842294;T;XP4;102068;200
100032;;D;10;H;191;Trans;From;11;To;32;Pr;0;Qual;1;FinPrice;24;Price;18,8;StdPrice;21,21;BuyPrice;19,1;Age;1;Qty;8;Qual;0,244433;0;100000;23,3311;190;149;0;0,276595745;-0,015706806;2,212765957;-0,12565445;200;164;0,8;0,04;0,048780488;B;XP4;100032;240
100032;;D;10;H;192;Trans;From;1;To;32;Pr;2;Qual;0;FinPrice;20;Price;18,54;StdPrice;19,07;BuyPrice;16,89;Age;3;Qty;3;Qual;0,00772059;0;102000;21,2627;190;227;0;0,078748652;0,097690941;0,236245955;0,293072824;200;279;1,4;0,015;0,010752688;B;XP4;102032;240
100054;;D;10;H;195;Trans;From;11;To;54;Pr;0;Qual;5;FinPrice;28;Price;20,79;StdPrice;21,79;BuyPrice;18,67;Age;0;Qty;5;Qual;0,93144;2;100200;24,9163;200;351;351;0,346801347;0,113551152;1,734006734;0,567755758;70;308;4,4;0,071428571;0,016233766;R;XP4;100254;260
100063;;D;10;H;196;Trans;From;17;To;63;Pr;0;Qual;5;FinPrice;28;Price;23,17;StdPrice;23,17;BuyPrice;18,32;Age;0;Qty;6;Qual;0,743573;2;100200;24,9163;200;351;351;0,208459215;0,264737991;1,250755287;1,588427948;70;308;4,4;0,085714286;0,019480519;R;XP4;100263;200
100036;;D;10;H;199;Trans;From;16;To;36;Pr;2;Qual;3;FinPrice;28;Price;19,27;StdPrice;19,77;BuyPrice;17,09;Age;2;Qty;3;Qual;0,545744;1;102100;22,4682;200;688;246;0,453035807;0,127559977;1,359107421;0,38267993;229;767;3,3;0,013100437;0,003911343;B;XP4;102136;200
