IDBuyer;run;r;Day;r;Hour;r;r;Seller;r;Buyer;r;Prod;Qte/dem;QualID;r;FinPrice;r;TransPrice;r;StdPrice;suply/demand;ProdPrice;sup2/dem2;Age;r;Qty;margStdPr;Quality;QualAdmId;IDAdmin;AdminPrice;Hour;supply;NewOffer;margBuyer;margSeller;VmargBuyer;VmargSeller;dem2;sup2;sup/dem;qty/dem;qty/off;BuyType;TypeXP;Idbuyer;dertrans
280052;;D;28;H;50;Trans;From;4;To;52;Pr;0;Qual;3;FinPrice;32;Price;21,77;StdPrice;21,81;BuyPrice;15,91;Age;0;Qty;10;Qual;0,775466;2;280200;27,7113;50;252;252;0,469912724;0,36832181;4,699127239;3,683218102;60;355;5,9;0,166666667;0,028169014;N;XP4;280252;60
280043;;D;28;H;52;Trans;From;8;To;43;Pr;2;Qual;3;FinPrice;32;Price;19,83;StdPrice;20,04;BuyPrice;16;Age;0;Qty;10;Qual;0,6316;1;282100;24,0938;50;730;207;0,613716591;0,239375;6,13716591;2,39375;220;764;3,5;0,045454545;0,013089005;N;XP4;282143;60
280043;;D;28;H;52;Trans;From;8;To;43;Pr;0;Qual;3;FinPrice;32;Price;18,39;StdPrice;19,31;BuyPrice;16,88;Age;0;Qty;10;Qual;0,652938;1;280100;21,7448;50;361;227;0,740076128;0,089454976;7,400761283;0,894549763;230;339;1,5;0,043478261;0,029498525;N;XP4;280143;60
280035;;D;28;H;55;Trans;From;20;To;35;Pr;2;Qual;0;FinPrice;20;Price;19,02;StdPrice;20,39;BuyPrice;17,22;Age;2;Qty;10;Qual;0,0706108;0;282000;23,5773;60;403;41;0,051524711;0,104529617;0,515247108;1,045296167;200;355;1,8;0,05;0,028169014;B;XP4;282035;100
280052;;D;28;H;55;Trans;From;7;To;52;Pr;1;Qual;4;FinPrice;36;Price;32,15;StdPrice;32,47;BuyPrice;18,01;Age;0;Qty;3;Qual;0,893093;2;281200;28,3189;60;368;299;0,119751166;0,785119378;0,359253499;2,355358134;50;296;5,9;0,06;0,010135135;N;XP4;281252;60
280058;;D;28;H;59;Trans;From;4;To;58;Pr;2;Qual;1;FinPrice;28;Price;19,47;StdPrice;27,38;BuyPrice;16,09;Age;1;Qty;10;Qual;0,493246;1;282100;24,0938;60;730;207;0,438109913;0,210068365;4,381099127;2,100683654;220;764;3,5;0,045454545;0,013089005;R;XP4;282158;120
280058;;D;28;H;60;Trans;From;4;To;58;Pr;0;Qual;3;FinPrice;28;Price;23,68;StdPrice;21,81;BuyPrice;15,91;Age;0;Qty;9;Qual;0,775466;2;280200;27,7113;60;252;252;0,182432432;0,488372093;1,641891892;4,395348837;60;355;5,9;0,15;0,025352113;R;XP4;280258;120
280043;;D;28;H;61;Trans;From;2;To;43;Pr;1;Qual;3;FinPrice;32;Price;20,68;StdPrice;20,68;BuyPrice;19,27;Age;0;Qty;10;Qual;0,600503;1;281100;22,1021;60;259;107;0,547388781;0,073170732;5,473887814;0,731707317;220;322;1,5;0,045454545;0,031055901;N;XP4;281143;60
280064;;D;28;H;70;Trans;From;13;To;64;Pr;2;Qual;1;FinPrice;32;Price;21,12;StdPrice;27,04;BuyPrice;18,21;Age;1;Qty;10;Qual;0,799694;2;282200;25,864;70;459;407;0,515151515;0,159802306;5,151515152;1,598023064;70;461;6,6;0,142857143;0,021691974;R;XP4;282264;70
280035;;D;28;H;71;Trans;From;20;To;35;Pr;1;Qual;3;FinPrice;24;Price;17,92;StdPrice;18,3;BuyPrice;14,51;Age;0;Qty;2;Qual;0,657531;1;281100;22,1021;70;259;107;0,339285714;0,235010338;0,678571429;0,470020675;220;322;1,5;0,009090909;0,00621118;B;XP4;281135;100
280061;;D;28;H;74;Trans;From;4;To;61;Pr;2;Qual;3;FinPrice;36;Price;21,38;StdPrice;30,07;BuyPrice;19,06;Age;0;Qty;10;Qual;0,9999;2;282200;25,864;70;459;407;0,683816651;0,121720881;6,838166511;1,217208814;70;461;6,6;0,142857143;0,021691974;R;XP4;282261;70
280065;;D;28;H;77;Trans;From;3;To;65;Pr;0;Qual;1;FinPrice;28;Price;19,12;StdPrice;19,12;BuyPrice;16,5;Age;1;Qty;10;Qual;0,413228;1;280100;21,7448;80;361;227;0,464435146;0,158787879;4,644351464;1,587878788;230;339;1,5;0,043478261;0,029498525;R;XP4;280165;270
280045;;D;28;H;77;Trans;From;10;To;45;Pr;1;Qual;4;FinPrice;32;Price;18,79;StdPrice;18,98;BuyPrice;15,87;Age;0;Qty;4;Qual;0,610963;1;281100;22,1021;80;259;107;0,703033528;0,183994959;2,812134114;0,735979836;220;322;1,5;0,018181818;0,01242236;N;XP4;281145;90
280045;;D;28;H;80;Trans;From;17;To;45;Pr;0;Qual;6;FinPrice;36;Price;21,72;StdPrice;22,03;BuyPrice;16,36;Age;0;Qty;10;Qual;0,805939;2;280200;27,7113;80;252;252;0,657458564;0,327628362;6,574585635;3,276283619;60;355;5,9;0,166666667;0,028169014;N;XP4;280245;90
280040;;D;28;H;87;Trans;From;19;To;40;Pr;1;Qual;0;FinPrice;24;Price;19,24;StdPrice;19,7;BuyPrice;15,19;Age;1;Qty;10;Qual;0,299927;0;281000;24,2133;90;100;0;0,247401247;0,266622778;2,474012474;2,666227781;219;172;0,8;0,0456621;0,058139535;B;XP4;281040;140
280045;;D;28;H;87;Trans;From;10;To;45;Pr;2;Qual;4;FinPrice;32;Price;21,6;StdPrice;22,64;BuyPrice;16,23;Age;0;Qty;10;Qual;0,634929;1;282100;24,0938;90;730;207;0,481481481;0,330868762;4,814814815;3,308687616;220;764;3,5;0,045454545;0,013089005;N;XP4;282145;90
280039;;D;28;H;89;Trans;From;2;To;39;Pr;1;Qual;1;FinPrice;24;Price;20,9;StdPrice;20,97;BuyPrice;19,84;Age;2;Qty;4;Qual;0,366704;1;281100;22,1021;90;259;107;0,148325359;0,053427419;0,593301435;0,213709677;220;322;1,5;0,018181818;0,01242236;B;XP4;281139;180
280059;;D;28;H;92;Trans;From;4;To;59;Pr;2;Qual;1;FinPrice;28;Price;18,32;StdPrice;27,38;BuyPrice;16,09;Age;1;Qty;10;Qual;0,493246;1;282100;24,0938;90;730;207;0,528384279;0,138595401;5,283842795;1,385954009;220;764;3,5;0,045454545;0,013089005;R;XP4;282159;190
280050;;D;28;H;92;Trans;From;20;To;50;Pr;2;Qual;3;FinPrice;32;Price;20,08;StdPrice;20,29;BuyPrice;16,49;Age;0;Qty;10;Qual;0,602746;1;282100;24,0938;90;730;207;0,593625498;0,217707702;5,93625498;2,177077016;220;764;3,5;0,045454545;0,013089005;N;XP4;282150;120
280027;;D;28;H;95;Trans;From;6;To;27;Pr;2;Qual;0;FinPrice;20;Price;18,65;StdPrice;21,16;BuyPrice;15,63;Age;2;Qty;10;Qual;0,122258;0;282000;23,5773;100;403;41;0,072386059;0,19321817;0,72386059;1,932181702;200;355;1,8;0,05;0,028169014;B;XP4;282027;110
280041;;D;28;H;98;Trans;From;17;To;41;Pr;0;Qual;6;FinPrice;36;Price;21,8;StdPrice;22,03;BuyPrice;16,36;Age;0;Qty;10;Qual;0,805939;2;280200;27,7113;100;252;252;0,651376147;0,332518337;6,513761468;3,325183374;60;355;5,9;0,166666667;0,028169014;N;XP4;280241;100
280035;;D;28;H;100;Trans;From;9;To;35;Pr;1;Qual;0;FinPrice;24;Price;20,58;StdPrice;20,58;BuyPrice;16,96;Age;2;Qty;8;Qual;0,223528;0;281000;24,2133;100;100;0;0,166180758;0,213443396;1,329446064;1,70754717;219;172;0,8;0,03652968;0,046511628;B;XP4;281035;100
280041;;D;28;H;100;Trans;From;10;To;41;Pr;2;Qual;3;FinPrice;28;Price;20,89;StdPrice;21,11;BuyPrice;17,5;Age;1;Qty;10;Qual;0,47199;1;282100;24,0938;100;730;207;0,340354236;0,193714286;3,403542365;1,937142857;220;764;3,5;0,045454545;0,013089005;N;XP4;282141;100
280041;;D;28;H;101;Trans;From;10;To;41;Pr;1;Qual;4;FinPrice;32;Price;18,93;StdPrice;19,13;BuyPrice;16,16;Age;0;Qty;10;Qual;0,630576;1;281100;22,1021;100;259;107;0,690438457;0,171410891;6,904384575;1,714108911;220;322;1,5;0,045454545;0,031055901;N;XP4;281141;100
280025;;D;28;H;103;Trans;From;13;To;25;Pr;0;Qual;0;FinPrice;20;Price;18,46;StdPrice;19,82;BuyPrice;14,72;Age;1;Qty;10;Qual;0,132571;0;280000;24,922;100;70;0;0,083423619;0,254076087;0,834236186;2,54076087;200;181;0,9;0,05;0,055248619;B;XP4;280025;250
280027;;D;28;H;105;Trans;From;7;To;27;Pr;1;Qual;0;FinPrice;20;Price;18,46;StdPrice;21,43;BuyPrice;16,08;Age;1;Qty;10;Qual;0,156453;0;281000;24,2133;110;100;0;0,083423619;0,14800995;0,834236186;1,480099502;219;172;0,8;0,0456621;0,058139535;B;XP4;281027;110
280037;;D;28;H;107;Trans;From;16;To;37;Pr;1;Qual;3;FinPrice;24;Price;19,85;StdPrice;19,85;BuyPrice;17,61;Age;1;Qty;10;Qual;0,564213;1;281100;22,1021;110;259;107;0,20906801;0,127200454;2,090680101;1,272004543;220;322;1,5;0,045454545;0,031055901;B;XP4;281137;140
280027;;D;28;H;107;Trans;From;11;To;27;Pr;0;Qual;0;FinPrice;20;Price;18,46;StdPrice;19,68;BuyPrice;14,45;Age;1;Qty;10;Qual;0,135559;0;280000;24,922;110;70;0;0,083423619;0,277508651;0,834236186;2,775086505;200;181;0,9;0,05;0,055248619;B;XP4;280027;110
280030;;D;28;H;107;Trans;From;16;To;30;Pr;1;Qual;3;FinPrice;24;Price;19,65;StdPrice;19,85;BuyPrice;17,61;Age;1;Qty;10;Qual;0,564213;1;281100;22,1021;110;259;107;0,221374046;0,115843271;2,213740458;1,158432709;220;322;1,5;0,045454545;0,031055901;B;XP4;281130;130
280037;;D;28;H;110;Trans;From;20;To;37;Pr;2;Qual;0;FinPrice;20;Price;18,96;StdPrice;20,39;BuyPrice;17,22;Age;2;Qty;10;Qual;0,0706108;0;282000;23,5773;110;403;41;0,054852321;0,101045296;0,548523207;1,010452962;200;355;1,8;0,05;0,028169014;B;XP4;282037;140
280042;;D;28;H;110;Trans;From;10;To;42;Pr;1;Qual;4;FinPrice;32;Price;18,98;StdPrice;19,13;BuyPrice;16,16;Age;0;Qty;10;Qual;0,630576;1;281100;22,1021;110;259;107;0,685985248;0,17450495;6,859852476;1,745049505;220;322;1,5;0,045454545;0,031055901;N;XP4;281142;130
280049;;D;28;H;112;Trans;From;8;To;49;Pr;0;Qual;3;FinPrice;32;Price;19,31;StdPrice;19,31;BuyPrice;16,88;Age;0;Qty;10;Qual;0,652938;1;280100;21,7448;110;361;227;0,65717245;0,143957346;6,571724495;1,43957346;230;339;1,5;0,043478261;0,029498525;N;XP4;280149;130
280025;;D;28;H;113;Trans;From;15;To;25;Pr;2;Qual;0;FinPrice;20;Price;18,84;StdPrice;20,66;BuyPrice;17,75;Age;3;Qty;10;Qual;0,152354;0;282000;23,5773;110;403;41;0,061571125;0,061408451;0,615711253;0,614084507;200;355;1,8;0,05;0,028169014;B;XP4;282025;250
280038;;D;28;H;114;Trans;From;16;To;38;Pr;1;Qual;3;FinPrice;28;Price;19,65;StdPrice;19,85;BuyPrice;17,61;Age;1;Qty;10;Qual;0,564213;1;281100;22,1021;110;259;107;0,424936387;0,115843271;4,249363868;1,158432709;220;322;1,5;0,045454545;0,031055901;B;XP4;281138;170
280050;;D;28;H;114;Trans;From;5;To;50;Pr;0;Qual;1;FinPrice;32;Price;19,09;StdPrice;19,29;BuyPrice;16,84;Age;0;Qty;10;Qual;0,663275;1;280100;21,7448;110;361;227;0,676270299;0,133610451;6,762702986;1,336104513;230;339;1,5;0,043478261;0,029498525;N;XP4;280150;120
280049;;D;28;H;115;Trans;From;14;To;49;Pr;2;Qual;5;FinPrice;36;Price;21,92;StdPrice;22,15;BuyPrice;18,45;Age;0;Qty;10;Qual;0,965476;2;282200;25,864;120;459;407;0,642335766;0,188075881;6,423357664;1,880758808;70;461;6,6;0,142857143;0,021691974;N;XP4;282249;130
280023;;D;28;H;117;Trans;From;19;To;23;Pr;1;Qual;0;FinPrice;20;Price;18,96;StdPrice;19,7;BuyPrice;15,19;Age;1;Qty;7;Qual;0,299927;0;281000;24,2133;120;100;0;0,054852321;0,248189598;0,383966245;1,737327189;219;172;0,8;0,03196347;0,040697674;B;XP4;281023;120
280042;;D;28;H;119;Trans;From;8;To;42;Pr;2;Qual;3;FinPrice;32;Price;19,91;StdPrice;20,04;BuyPrice;16;Age;0;Qty;10;Qual;0,6316;1;282100;24,0938;120;730;207;0,607232546;0,244375;6,072325465;2,44375;220;764;3,5;0,045454545;0,013089005;N;XP4;282142;130
280030;;D;28;H;120;Trans;From;14;To;30;Pr;0;Qual;2;FinPrice;20;Price;18,46;StdPrice;19,17;BuyPrice;16,6;Age;1;Qty;10;Qual;0,386377;1;280100;21,7448;120;361;227;0,083423619;0,112048193;0,834236186;1,120481928;230;339;1,5;0,043478261;0,029498525;B;XP4;280130;130
280050;;D;28;H;120;Trans;From;10;To;50;Pr;1;Qual;3;FinPrice;28;Price;18,13;StdPrice;18,47;BuyPrice;14,84;Age;1;Qty;10;Qual;0,477774;1;281100;22,1021;120;259;107;0,544401544;0,221698113;5,444015444;2,216981132;220;322;1,5;0,045454545;0,031055901;N;XP4;281150;120
280058;;D;28;H;122;Trans;From;7;To;58;Pr;1;Qual;3;FinPrice;32;Price;19,84;StdPrice;21,3;BuyPrice;15,91;Age;0;Qty;10;Qual;0,651141;1;281100;22,1021;120;259;107;0,612903226;0,247014456;6,129032258;2,470144563;220;322;1,5;0,045454545;0,031055901;R;XP4;281158;120
280057;;D;28;H;123;Trans;From;11;To;57;Pr;0;Qual;3;FinPrice;32;Price;18,53;StdPrice;18,53;BuyPrice;15,32;Age;0;Qty;6;Qual;0,62612;1;280100;21,7448;120;361;227;0,726929304;0,209530026;4,361575823;1,257180157;230;339;1,5;0,026086957;0,017699115;R;XP4;280157;150
280042;;D;28;H;123;Trans;From;5;To;42;Pr;0;Qual;1;FinPrice;32;Price;19,27;StdPrice;19,29;BuyPrice;16,84;Age;0;Qty;7;Qual;0,663275;1;280100;21,7448;120;361;227;0,660612351;0,144299287;4,624286456;1,010095012;230;339;1,5;0,030434783;0,020648968;N;XP4;280142;130
280049;;D;28;H;123;Trans;From;10;To;49;Pr;1;Qual;4;FinPrice;32;Price;18,93;StdPrice;19,13;BuyPrice;16,16;Age;0;Qty;4;Qual;0,630576;1;281100;22,1021;120;259;107;0,690438457;0,171410891;2,76175383;0,685643564;220;322;1,5;0,018181818;0,01242236;N;XP4;281149;130
280037;;D;28;H;125;Trans;From;3;To;37;Pr;0;Qual;1;FinPrice;24;Price;19,05;StdPrice;19,12;BuyPrice;16,5;Age;1;Qty;8;Qual;0,413228;1;280100;21,7448;130;361;227;0,25984252;0,154545455;2,078740157;1,236363636;230;339;1,5;0,034782609;0,02359882;B;XP4;280137;140
280042;;D;28;H;125;Trans;From;17;To;42;Pr;0;Qual;6;FinPrice;32;Price;20,8;StdPrice;22,03;BuyPrice;16,36;Age;0;Qty;3;Qual;0,805939;2;280200;27,7113;130;252;252;0,538461538;0,271393643;1,615384615;0,814180929;60;355;5,9;0,05;0,008450704;N;XP4;280242;130
280030;;D;28;H;130;Trans;From;5;To;30;Pr;2;Qual;0;FinPrice;24;Price;19,15;StdPrice;19,7;BuyPrice;15,83;Age;2;Qty;10;Qual;0,258665;0;282000;23,5773;130;403;41;0,253263708;0,209728364;2,532637076;2,097283639;200;355;1,8;0,05;0,028169014;B;XP4;282030;130
280049;;D;28;H;133;Trans;From;3;To;49;Pr;1;Qual;2;FinPrice;32;Price;22,31;StdPrice;22,31;BuyPrice;16,32;Age;0;Qty;6;Qual;0,725691;2;281200;28,3189;130;368;299;0,434334379;0,367034314;2,606006275;2,202205882;50;296;5,9;0,12;0,02027027;N;XP4;281249;130
280037;;D;28;H;136;Trans;From;17;To;37;Pr;0;Qual;2;FinPrice;24;Price;19,01;StdPrice;19,68;BuyPrice;17,63;Age;1;Qty;2;Qual;0,3367;1;280100;21,7448;140;361;227;0,262493425;0,078275666;0,524986849;0,156551333;230;339;1,5;0,008695652;0,005899705;B;XP4;280137;140
280065;;D;28;H;140;Trans;From;3;To;65;Pr;0;Qual;2;FinPrice;28;Price;19,12;StdPrice;18,37;BuyPrice;15;Age;0;Qty;10;Qual;0,549278;1;280100;21,7448;140;361;227;0,464435146;0,274666667;4,644351464;2,746666667;230;339;1,5;0,043478261;0,029498525;R;XP4;280165;270
280029;;D;28;H;142;Trans;From;2;To;29;Pr;2;Qual;1;FinPrice;24;Price;19,48;StdPrice;19,48;BuyPrice;14,88;Age;1;Qty;10;Qual;0,393959;1;282100;24,0938;140;730;207;0,232032854;0,309139785;2,320328542;3,091397849;220;764;3,5;0,045454545;0,013089005;B;XP4;282129;190
280040;;D;28;H;142;Trans;From;2;To;40;Pr;2;Qual;1;FinPrice;24;Price;19,17;StdPrice;19,48;BuyPrice;14,88;Age;1;Qty;10;Qual;0,393959;1;282100;24,0938;140;730;207;0,251956182;0,288306452;2,519561815;2,883064516;220;764;3,5;0,045454545;0,013089005;B;XP4;282140;140
280024;;D;28;H;144;Trans;From;6;To;24;Pr;2;Qual;0;FinPrice;20;Price;18,51;StdPrice;21,16;BuyPrice;15,63;Age;2;Qty;10;Qual;0,122258;0;282000;23,5773;140;403;41;0,080497029;0,184261036;0,804970286;1,842610365;200;355;1,8;0,05;0,028169014;B;XP4;282024;250
280068;;D;28;H;145;Trans;From;20;To;68;Pr;1;Qual;0;FinPrice;20;Price;18,7;StdPrice;19,04;BuyPrice;13,88;Age;1;Qty;10;Qual;0,136558;0;281000;24,2133;150;100;0;0,069518717;0,347262248;0,695187166;3,472622478;219;172;0,8;0,0456621;0,058139535;T;XP4;281068;190
280036;;D;28;H;145;Trans;From;4;To;36;Pr;2;Qual;2;FinPrice;28;Price;20,08;StdPrice;20,29;BuyPrice;16,49;Age;0;Qty;10;Qual;0,584836;1;282100;24,0938;150;730;207;0,394422311;0,217707702;3,944223108;2,177077016;220;764;3,5;0,045454545;0,013089005;B;XP4;282136;230
280051;;D;28;H;145;Trans;From;20;To;51;Pr;2;Qual;3;FinPrice;28;Price;20,08;StdPrice;20,29;BuyPrice;16,49;Age;0;Qty;10;Qual;0,602746;1;282100;24,0938;150;730;207;0,394422311;0,217707702;3,944223108;2,177077016;220;764;3,5;0,045454545;0,013089005;N;XP4;282151;150
280022;;D;28;H;146;Trans;From;2;To;22;Pr;2;Qual;1;FinPrice;24;Price;19,48;StdPrice;19,48;BuyPrice;14,88;Age;1;Qty;10;Qual;0,393959;1;282100;24,0938;150;730;207;0,232032854;0,309139785;2,320328542;3,091397849;220;764;3,5;0,045454545;0,013089005;B;XP4;282122;210
280026;;D;28;H;147;Trans;From;2;To;26;Pr;2;Qual;1;FinPrice;24;Price;19,08;StdPrice;19,48;BuyPrice;14,88;Age;1;Qty;5;Qual;0,393959;1;282100;24,0938;150;730;207;0,257861635;0,282258065;1,289308176;1,411290323;220;764;3,5;0,022727273;0,006544503;B;XP4;282126;210
280051;;D;28;H;150;Trans;From;16;To;51;Pr;1;Qual;3;FinPrice;32;Price;19,49;StdPrice;19,49;BuyPrice;16,89;Age;0;Qty;10;Qual;0,660311;1;281100;22,1021;150;259;107;0,641867624;0,153937241;6,418676244;1,53937241;220;322;1,5;0,045454545;0,031055901;N;XP4;281151;150
280044;;D;28;H;150;Trans;From;7;To;44;Pr;1;Qual;3;FinPrice;32;Price;20,47;StdPrice;21,3;BuyPrice;15,91;Age;0;Qty;10;Qual;0,651141;1;281100;22,1021;150;259;107;0,563263312;0,286612194;5,632633122;2,866121936;220;322;1,5;0,045454545;0,031055901;N;XP4;281144;160
280028;;D;28;H;151;Trans;From;8;To;28;Pr;0;Qual;3;FinPrice;28;Price;18,91;StdPrice;19,31;BuyPrice;16,88;Age;0;Qty;10;Qual;0,652938;1;280100;21,7448;150;361;227;0,480698043;0,120260664;4,806980434;1,202606635;230;339;1,5;0,043478261;0,029498525;B;XP4;280128;220
280059;;D;28;H;151;Trans;From;16;To;59;Pr;1;Qual;3;FinPrice;32;Price;19,49;StdPrice;19,49;BuyPrice;16,89;Age;0;Qty;10;Qual;0,660311;1;281100;22,1021;150;259;107;0,641867624;0,153937241;6,418676244;1,53937241;220;322;1,5;0,045454545;0,031055901;R;XP4;281159;190
280051;;D;28;H;152;Trans;From;11;To;51;Pr;0;Qual;4;FinPrice;32;Price;18,34;StdPrice;22,87;BuyPrice;18,03;Age;0;Qty;10;Qual;0,7812;2;280200;27,7113;150;252;252;0,744820065;0,017193566;7,448200654;0,171935663;60;355;5,9;0,166666667;0,028169014;N;XP4;280251;150
280044;;D;28;H;153;Trans;From;5;To;44;Pr;0;Qual;1;FinPrice;32;Price;18,52;StdPrice;23,75;BuyPrice;19,8;Age;0;Qty;10;Qual;0,948423;2;280200;27,7113;150;252;252;0,727861771;-0,064646465;7,278617711;-0,646464646;60;355;5,9;0,166666667;0,028169014;N;XP4;280244;160
280026;;D;28;H;153;Trans;From;16;To;26;Pr;1;Qual;3;FinPrice;24;Price;19,78;StdPrice;19,49;BuyPrice;16,89;Age;0;Qty;4;Qual;0,660311;1;281100;22,1021;150;259;107;0,213346815;0,171107164;0,85338726;0,684428656;220;322;1,5;0,018181818;0,01242236;B;XP4;281126;210
280057;;D;28;H;154;Trans;From;11;To;57;Pr;0;Qual;4;FinPrice;32;Price;18,53;StdPrice;22,87;BuyPrice;18,03;Age;0;Qty;4;Qual;0,7812;2;280200;27,7113;150;252;252;0,726929304;0,027731559;2,907717215;0,110926234;60;355;5,9;0,066666667;0,011267606;R;XP4;280257;150
280038;;D;28;H;157;Trans;From;8;To;38;Pr;0;Qual;0;FinPrice;20;Price;18,67;StdPrice;21,06;BuyPrice;17,21;Age;1;Qty;10;Qual;0,162752;0;280000;24,922;160;70;0;0,071237279;0,084834399;0,712372791;0,848343986;200;181;0,9;0,05;0,055248619;B;XP4;280038;170
280044;;D;28;H;159;Trans;From;8;To;44;Pr;2;Qual;3;FinPrice;32;Price;19,83;StdPrice;20,04;BuyPrice;16;Age;0;Qty;6;Qual;0,6316;1;282100;24,0938;160;730;207;0,613716591;0,239375;3,682299546;1,43625;220;764;3,5;0,027272727;0,007853403;N;XP4;282144;160
280044;;D;28;H;161;Trans;From;14;To;44;Pr;2;Qual;4;FinPrice;32;Price;21,82;StdPrice;22,49;BuyPrice;19,12;Age;1;Qty;4;Qual;0,7999;2;282200;25,864;160;459;407;0,466544455;0,141213389;1,866177819;0,564853556;70;461;6,6;0,057142857;0,00867679;N;XP4;282244;160
280034;;D;28;H;164;Trans;From;6;To;34;Pr;2;Qual;0;FinPrice;20;Price;18,84;StdPrice;21,16;BuyPrice;15,63;Age;2;Qty;6;Qual;0,122258;0;282000;23,5773;160;403;41;0,061571125;0,20537428;0,369426752;1,232245681;200;355;1,8;0,03;0,016901408;B;XP4;282034;260
280022;;D;28;H;164;Trans;From;20;To;22;Pr;1;Qual;0;FinPrice;20;Price;18,84;StdPrice;19,04;BuyPrice;13,88;Age;1;Qty;8;Qual;0,136558;0;281000;24,2133;160;100;0;0,061571125;0,357348703;0,492569002;2,858789625;219;172;0,8;0,03652968;0,046511628;B;XP4;281022;210
280038;;D;28;H;165;Trans;From;20;To;38;Pr;2;Qual;3;FinPrice;28;Price;19,57;StdPrice;20,29;BuyPrice;16,49;Age;0;Qty;6;Qual;0,602746;1;282100;24,0938;170;730;207;0,430761369;0,186779867;2,584568217;1,1206792;220;764;3,5;0,027272727;0,007853403;B;XP4;282138;170
280026;;D;28;H;166;Trans;From;14;To;26;Pr;0;Qual;2;FinPrice;20;Price;18,84;StdPrice;19,17;BuyPrice;16,6;Age;1;Qty;9;Qual;0,386377;1;280100;21,7448;170;361;227;0,061571125;0,134939759;0,554140127;1,214457831;230;339;1,5;0,039130435;0,026548673;B;XP4;280126;210
280036;;D;28;H;168;Trans;From;11;To;36;Pr;0;Qual;0;FinPrice;20;Price;18,84;StdPrice;19,68;BuyPrice;14,45;Age;1;Qty;7;Qual;0,135559;0;280000;24,922;170;70;0;0,061571125;0,303806228;0,430997877;2,126643599;200;181;0,9;0,035;0,038674033;B;XP4;280036;230
280068;;D;28;H;170;Trans;From;20;To;68;Pr;2;Qual;0;FinPrice;20;Price;18,29;StdPrice;20,39;BuyPrice;17,22;Age;2;Qty;3;Qual;0,0706108;0;282000;23,5773;170;403;41;0,093493712;0,06213705;0,280481137;0,18641115;200;355;1,8;0,015;0,008450704;T;XP4;282068;190
280039;;D;28;H;170;Trans;From;6;To;39;Pr;2;Qual;1;FinPrice;20;Price;18,46;StdPrice;22,37;BuyPrice;17,67;Age;2;Qty;10;Qual;0,353789;1;282100;24,0938;170;730;207;0,083423619;0,044708546;0,834236186;0,447085456;220;764;3,5;0,045454545;0,013089005;B;XP4;282139;180
280038;;D;28;H;170;Trans;From;4;To;38;Pr;2;Qual;2;FinPrice;28;Price;19,68;StdPrice;20,29;BuyPrice;16,49;Age;0;Qty;4;Qual;0,584836;1;282100;24,0938;170;730;207;0,422764228;0,193450576;1,691056911;0,773802304;220;764;3,5;0,018181818;0,005235602;B;XP4;282138;170
280070;;D;28;H;170;Trans;From;20;To;70;Pr;2;Qual;3;FinPrice;28;Price;20,29;StdPrice;20,43;BuyPrice;16,77;Age;0;Qty;10;Qual;0,610464;1;282100;24,0938;170;730;207;0,379990143;0,209898629;3,799901429;2,098986285;220;764;3,5;0,045454545;0,013089005;T;XP4;282170;170
280056;;D;28;H;172;Trans;From;17;To;56;Pr;0;Qual;6;FinPrice;36;Price;22,03;StdPrice;22,03;BuyPrice;16,36;Age;0;Qty;5;Qual;0,805939;2;280200;27,7113;170;252;252;0,63413527;0,346577017;3,17067635;1,732885086;60;355;5,9;0,083333333;0,014084507;R;XP4;280256;260
280069;;D;28;H;174;Trans;From;10;To;69;Pr;1;Qual;3;FinPrice;28;Price;18,3;StdPrice;18,47;BuyPrice;14,84;Age;1;Qty;7;Qual;0,477774;1;281100;22,1021;170;259;107;0,530054645;0,233153639;3,710382514;1,632075472;220;322;1,5;0,031818182;0,02173913;T;XP4;281169;230
280031;;D;28;H;177;Trans;From;10;To;31;Pr;2;Qual;2;FinPrice;24;Price;19,87;StdPrice;19,87;BuyPrice;15,66;Age;2;Qty;10;Qual;0,345765;1;282100;24,0938;180;730;207;0,207851032;0,268837803;2,078510317;2,688378033;220;764;3,5;0,045454545;0,013089005;B;XP4;282131;200
280024;;D;28;H;177;Trans;From;17;To;24;Pr;0;Qual;2;FinPrice;24;Price;18,87;StdPrice;19,68;BuyPrice;17,63;Age;1;Qty;7;Qual;0,3367;1;280100;21,7448;180;361;227;0,271860095;0,070334657;1,903020668;0,492342598;230;339;1,5;0,030434783;0,020648968;B;XP4;280124;250
280033;;D;28;H;178;Trans;From;10;To;33;Pr;2;Qual;2;FinPrice;24;Price;19,07;StdPrice;19,87;BuyPrice;15,66;Age;2;Qty;10;Qual;0,345765;1;282100;24,0938;180;730;207;0,258521238;0,217752235;2,585212375;2,17752235;220;764;3,5;0,045454545;0,013089005;B;XP4;282133;180
280026;;D;28;H;180;Trans;From;9;To;26;Pr;1;Qual;0;FinPrice;24;Price;19,93;StdPrice;20,58;BuyPrice;16,96;Age;2;Qty;6;Qual;0,223528;0;281000;24,2133;180;100;0;0,204214752;0,175117925;1,22528851;1,050707547;219;172;0,8;0,02739726;0,034883721;B;XP4;281026;210
